,X,Material,Morphology,Material..Raw.Data.,Morphology..Raw.Data.,Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample.ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,Confidence....,Comment,QA_Color.Morph,Projected.SA..mm2.,length_mm,width_mm,lengthfiber_mm,OS..Y.N.,filename,Batch..Y.N.,max_cor_new,SpectrumIdentity,Organization,SpectralCollectionMode,InstrumentMode,InstrumentMode.1,library_type,polymer_class,plastic_or_not,Length..microns.,Width..microns.,Min.Projected.Height..microns.,Max.Projected.Height..microns.,Projected.Height..microns.,Density..mg.microns3.,X5..Density..mg.microns3.,X95..Density..mg.microns3.,X10..Density..mg.microns3.,X90..Density..mg.microns3.,Min.Projected.Width..microns.,Max.Projected.Width..microns.,Projected.Width..microns.,Height..microns.,a,b,c,CSF,Deqi,water.density,particle.density_mean,W_adj_mean,Rouse_adj_mean,particle.density_10,W_adj_10,Rouse_adj_10,particle.density_90,W_adj_90,Rouse_adj_90
655,655,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_17,17,black,Non-Fiber,Black,0,very squishy,done,0.248,0.734,0.521,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734,521,7.34,734,370.67,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,73.4,734,403.7,370.67,0.000734,0.000521,0.00037067,0.599405255,0.000521403,998,1450,0.04146369,3.021223345,1290,0.031901757,2.324499632,1610,0.049731979,3.623686552
656,656,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_18,18,black,Non-Fiber,Black,0,0,done,0.288,0.988,0.476,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,988,476,9.88,476,242.94,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,98.8,988,543.4,242.94,0.000988,0.000476,0.00024294,0.354255889,0.000485237,998,1450,0.028552907,2.080487952,1290,0.021968326,1.600707041,1610,0.034246652,2.495358785
657,657,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_21,21,black,Non-Fiber,Black,0,0,done,0.366,1.079,0.479,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1079,479,10.79,479,244.895,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,107.9,1079,593.45,244.895,0.001079,0.000479,0.000244895,0.340644545,0.000502087,998,1450,0.028661615,2.088408933,1290,0.022051966,1.606801366,1610,0.034377038,2.504859291
658,658,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_23,23,black,Non-Fiber,Black,0,0,done,0.206,0.72,0.426,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,720,426,7.2,720,363.6,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,72,720,396,363.6,0.00072,0.000426,0.0003636,0.656527356,0.000481344,998,1450,0.041078312,2.993143002,1290,0.03160525,2.302894891,1610,0.049269752,3.590006697
659,659,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_29,29,black,Non-Fiber,Black,0,0,done,0.242,1.03,0.557,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030,557,10.3,1030,520.15,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,103,1030,566.5,520.15,0.00103,0.000557,0.00052015,0.686724264,0.000668252,998,1450,0.0548679,3.997911905,1290,0.042214824,3.075954238,1610,0.065809127,4.79513692
660,660,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_32,32,black,Non-Fiber,Black,0,0,done,0.162,0.568,0.484,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568,484,5.68,568,286.84,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,56.8,568,312.4,286.84,0.000568,0.000484,0.00028684,0.547069956,0.000428823,998,1450,0.033569478,2.446017015,1290,0.025828028,1.881941519,1610,0.04026358,2.933778125
661,661,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_34,34,black,Non-Fiber,Black,0,0,done,0.199,0.898,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,898,400,8.98,400,204.49,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,89.8,898,493.9,204.49,0.000898,4.00E-04,0.00020449,0.341195984,0.000418796,998,1450,0.024814254,1.808073575,1290,0.019091844,1.391114089,1610,0.029762473,2.16862216
662,662,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_36,36,black,Non-Fiber,Black,0,very squishy,done,0.202,0.738,0.469,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,738,469,7.38,738,372.69,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,73.8,738,405.9,372.69,0.000738,0.000469,0.00037269,0.633480335,0.000505272,998,1450,0.041798147,3.045593331,1290,0.032159085,2.34324966,1610,0.05013313,3.652916165
663,663,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_38,38,black,Non-Fiber,Black,0,0,done,0.164,0.719,0.427,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719,427,7.19,719,363.095,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,71.9,719,395.45,363.095,0.000719,0.000427,0.000363095,0.655302592,0.000481274,998,1450,0.041027555,2.989444664,1290,0.031566199,2.300049426,1610,0.049208874,3.585570873
664,664,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_39,39,black,Non-Fiber,Black,0,0,done,0.098,0.536,0.282,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536,282,5.36,536,270.68,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,53.6,536,294.8,270.68,0.000536,0.000282,0.00027068,0.696224367,0.00034458,998,1450,0.032567032,2.372974441,1290,0.025056755,1.825743278,1610,0.039061235,2.846170106
665,665,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_43,43,black,Non-Fiber,Black,0,0,done,0.165,0.787,0.337,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,787,337,7.87,337,172.435,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,78.7,787,432.85,172.435,0.000787,0.000337,0.000172435,0.33482903,0.00035761,998,1450,0.021623127,1.57555435,1290,0.016636622,1.212216076,1610,0.025935003,1.889736195
666,666,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_48,48,black,Non-Fiber,Black,0,0,done,0.175,1.189,0.275,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1189,275,11.89,275,143.445,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,118.9,1189,653.95,143.445,0.001189,0.000275,0.000143445,0.250858107,0.000360634,998,1450,0.018306564,1.33389523,1290,0.014084891,1.026285917,1610,0.021957082,1.599887746
667,667,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_49,49,black,Non-Fiber,Black,0,0,done,0.128,0.672,0.329,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,672,329,6.72,329,167.86,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,67.2,672,369.6,167.86,0.000672,0.000329,0.00016786,0.356997055,0.000333558,998,1450,0.021253578,1.548627364,1290,0.016352294,1.191498717,1610,0.025491761,1.85743969
668,668,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_53,53,black,Non-Fiber,Black,0,0,done,0.237,0.727,0.493,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,727,493,7.27,727,367.135,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,72.7,727,399.85,367.135,0.000727,0.000493,0.000367135,0.613246565,0.00050863,998,1450,0.041209714,3.002717565,1290,0.03170635,2.310261466,1610,0.049427358,3.601490527
669,669,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_56,56,black,Non-Fiber,Black,0,0,done,0.155,0.788,0.326,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,788,326,7.88,326,166.94,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,78.8,788,433.4,166.94,0.000788,0.000326,0.00016694,0.329373383,0.000350027,998,1450,0.021047032,1.533577538,1290,0.01619338,1.179919528,1610,0.025244028,1.839388773
670,670,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_57,57,black,Non-Fiber,Black,0,0,done,0.093,0.634,0.346,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634,346,6.34,634,320.17,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,63.4,634,348.7,320.17,0.000634,0.000346,0.00032017,0.683593552,0.000412587,998,1450,0.037203832,2.710831671,1290,0.028624263,2.08568732,1610,0.044622661,3.251399565
671,671,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_58,58,black,Non-Fiber,Black,0,0,done,0.131,0.674,0.345,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,674,345,6.74,674,340.37,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,67.4,674,370.7,340.37,0.000674,0.000345,0.00034037,0.705848959,0.000429349,998,1450,0.039153606,2.852900663,1290,0.030124401,2.19499381,1610,0.04696124,3.421798585
672,672,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_62,62,black,Non-Fiber,Black,0,0,done,0.29,0.788,0.634,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,788,634,7.88,788,397.94,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,78.8,788,433.4,397.94,0.000788,0.000634,0.00039794,0.563001897,0.000583639,998,1450,0.043703682,3.184438838,1290,0.033625185,2.450076033,1610,0.052418649,3.819448903
673,673,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_70,70,black,Non-Fiber,Black,0,0,done,0.082,0.5,0.293,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,293,5,500,252.5,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,50,500,275,252.5,5.00E-04,0.000293,0.0002525,0.659694055,0.000333196,998,1450,0.030694595,2.236540613,1290,0.023616121,1.720772429,1610,0.036815415,2.682529961
674,674,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_C_14,14,black,Non-Fiber,Black,0,0,0,0.184,0.81,0.341,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810,341,8.1,341,174.55,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,81,810,445.5,174.55,0.00081,0.000341,0.00017455,0.332123919,0.00036396,998,1450,0.021823238,1.590135272,1290,0.016790585,1.223434494,1610,0.026175018,1.907224704
675,675,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_C_65,65,black,Non-Fiber,Black,0,0,0,0.134,0.507,0.401,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507,401,5.07,507,256.035,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,50.7,507,278.85,256.035,0.000507,0.000401,0.000256035,0.567836325,0.00037338,998,1450,0.03072918,2.239060661,1290,0.02364273,1.722711329,1610,0.036856897,2.685552532
676,676,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_C_76,76,black,Non-Fiber,Black,0,0,0,0.089,0.45,0.319,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,450,319,4.5,450,227.25,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,45,450,247.5,227.25,0.00045,0.000319,0.00022725,0.599794244,0.000319523,998,1450,0.028034957,2.042747925,1290,0.021569821,1.571670234,1610,0.033625418,2.450093005
677,677,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_C_79,79,black,Non-Fiber,Black,0,0,0,0.146,0.573,0.41,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,573,410,5.73,573,289.365,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,57.3,573,315.15,289.365,0.000573,0.00041,0.000289365,0.59700334,0.000408127,998,1450,0.034003103,2.47761276,1290,0.026161654,1.906250976,1610,0.040783673,2.97167439
678,678,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_C_86,86,black,Non-Fiber,Black,0,0,0,0.151,0.582,0.431,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582,431,5.82,582,293.91,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,58.2,582,320.1,293.91,0.000582,0.000431,0.00029391,0.586832605,0.000419313,998,1450,0.034390282,2.505824306,1290,0.026459546,1.927956663,1610,0.04124806,3.00551161
679,679,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_A_6,6,black,Non-Fiber,Black,0,0,done,0.241,1.054,0.432,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1054,432,10.54,432,221.27,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,105.4,1054,579.7,221.27,0.001054,0.000432,0.00022127,0.327914301,0.000465317,998,1450,0.026360401,1.920732555,1290,0.020281434,1.477792804,1610,0.031616938,2.303746508
680,680,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_A_35,35,black,Non-Fiber,Black,0,0,done,1.122,2.001,1.112,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2001,1112,20.01,2001,1010.505,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,200.1,2001,1100.55,1010.505,0.002001,0.001112,0.001010505,0.677427042,0.001310077,998,1450,0.093250586,6.794640034,1290,0.071746087,5.227729451,1610,0.111845719,8.149561585
681,681,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_A_36,36,black,Non-Fiber,Black,0,0,done,0.325,0.797,0.658,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,797,658,7.97,797,402.485,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,79.7,797,438.35,402.485,0.000797,0.000658,0.000402485,0.555785986,0.000595403,998,1450,0.04406464,3.210739794,1290,0.033902902,2.470311731,1610,0.052851586,3.850994542
682,682,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_A_37,37,black,Non-Fiber,Black,0,0,done,0.174,0.579,0.475,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579,475,5.79,579,292.395,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,57.9,579,318.45,292.395,0.000579,0.000475,0.000292395,0.557550045,0.000431632,998,1450,0.03413172,2.486984368,1290,0.026260611,1.913461399,1610,0.040937938,2.982914793
683,683,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_A_39,39,black,Non-Fiber,Black,0,lots stuck to it,done,0.793,1.559,1.003,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1559,1003,15.59,1559,787.295,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,155.9,1559,857.45,787.295,0.001559,0.001003,0.000787295,0.629598913,0.001071753,998,1450,0.075999527,5.537653413,1290,0.058473291,4.260616264,1610,0.091154619,6.641918822
684,684,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_A_40,40,black,Non-Fiber,Black,0,0,done,0.393,1.023,0.851,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1023,851,10.23,1023,516.615,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,102.3,1023,562.65,516.615,0.001023,0.000851,0.000516615,0.553687112,0.000766168,998,1450,0.053791609,3.919488689,1290,0.041386737,3.015616184,1610,0.064518212,4.701075302
685,685,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_A_48,48,black,Non-Fiber,Black,0,0,done,0.104,0.442,0.357,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,357,4.42,442,223.21,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,44.2,442,243.1,223.21,0.000442,0.000357,0.00022321,0.561912127,0.000327794,998,1450,0.027515587,2.004904343,1290,0.021170223,1.542553752,1610,0.033002479,2.404703021
686,686,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_A_50,50,black,Non-Fiber,Black,0,0,done,0.123,0.618,0.311,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618,311,6.18,311,158.59,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,61.8,618,339.9,158.59,0.000618,0.000311,0.00015859,0.361744025,0.000312374,998,1450,0.020327191,1.481126806,1290,0.015639541,1.139564449,1610,0.024380643,1.776478822
687,687,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_A_51,51,black,Non-Fiber,Black,0,0,done,0.201,1.022,0.376,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1022,376,10.22,376,193.11,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,102.2,1022,562.1,193.11,0.001022,0.000376,0.00019311,0.311519612,0.000420224,998,1450,0.023559865,1.716673418,1290,0.018126729,1.320791704,1610,0.028257946,2.058995866
688,688,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_A_52,52,black,Non-Fiber,Black,0,0,done,0.144,0.553,0.368,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553,368,5.53,553,279.265,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,55.3,553,304.15,279.265,0.000553,0.000368,0.000279265,0.619056139,0.000384471,998,1450,0.033130285,2.414015503,1290,0.025490117,1.857319869,1610,0.039736807,2.895395181
689,689,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_A_53,53,black,Non-Fiber,Black,0,0,done,0.183,0.723,0.36,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,723,360,7.23,360,183.615,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,72.3,723,397.65,183.615,0.000723,0.00036,0.000183615,0.359904899,0.000362897,998,1450,0.022847341,1.664755868,1290,0.017578521,1.28084685,1610,0.027403338,1.99672542
690,690,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_A_57,57,black,Non-Fiber,Black,0,0,done,0.139,0.59,0.334,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,590,334,5.9,590,297.95,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,59,590,324.5,297.95,0.00059,0.000334,0.00029795,0.671187949,0.00038867,998,1450,0.035080649,2.556127426,1290,0.026990707,1.96665939,1610,0.042076093,3.065845693
691,691,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_A_58,58,black,Non-Fiber,Black,0,0,done,0.302,0.929,0.669,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,929,669,9.29,929,469.145,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,92.9,929,510.95,469.145,0.000929,0.000669,0.000469145,0.595094829,0.000663106,998,1450,0.050039702,3.646108575,1290,0.038500056,2.805280204,1610,0.060018137,4.373180365
692,692,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_A_59,59,black,Non-Fiber,Black,0,0,done,0.36,1.533,0.372,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1533,372,15.33,372,193.665,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,153.3,1533,843.15,193.665,0.001533,0.000372,0.000193665,0.256453478,0.000479784,998,1450,0.023309777,1.698450901,1290,0.017934314,1.306771477,1610,0.027957988,2.03713959
693,693,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_A_62,62,black,Non-Fiber,Black,0,0,done,0.148,0.622,0.328,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,622,328,6.22,622,314.11,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,62.2,622,342.1,314.11,0.000622,0.000328,0.00031411,0.695423958,0.000400174,998,1450,0.036681353,2.672761653,1290,0.028222274,2.056396622,1610,0.043995995,3.205737992
694,694,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_A_72,72,black,Non-Fiber,Black,0,0,done,0.294,1.08,0.509,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,509,10.8,509,259.9,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,108,1080,594,259.9,0.00108,0.000509,0.0002599,0.350538328,0.000522776,998,1450,0.030115542,2.194348334,1290,0.023170603,1.688310103,1610,0.036120893,2.631924105
695,695,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_A_73,73,black,Non-Fiber,Black,0,0,done,0.143,0.735,0.325,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,735,325,7.35,325,166.175,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,73.5,735,404.25,166.175,0.000735,0.000325,0.000166175,0.340001112,0.000341124,998,1450,0.021014281,1.531191175,1290,0.016168182,1.178083484,1610,0.025204746,1.836526544
696,696,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_B_4,4,black,Non-Fiber,Black,0,0,0,0.426,1.265,0.567,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1265,567,12.65,567,289.825,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,126.5,1265,695.75,289.825,0.001265,0.000567,0.000289825,0.342215008,0.000592384,998,1450,0.0328064,2.390415837,1290,0.025240923,1.839162518,1610,0.039348336,2.867089497
