,X,Material,Morphology,Material..Raw.Data.,Morphology..Raw.Data.,Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample.ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,Confidence....,Comment,QA_Color.Morph,Projected.SA..mm2.,length_mm,width_mm,lengthfiber_mm,OS..Y.N.,filename,Batch..Y.N.,max_cor_new,SpectrumIdentity,Organization,SpectralCollectionMode,InstrumentMode,InstrumentMode.1,library_type,polymer_class,plastic_or_not,Length..microns.,Width..microns.,Min.Projected.Height..microns.,Max.Projected.Height..microns.,Projected.Height..microns.,Density..mg.microns3.,X5..Density..mg.microns3.,X95..Density..mg.microns3.,X10..Density..mg.microns3.,X90..Density..mg.microns3.,Min.Projected.Width..microns.,Max.Projected.Width..microns.,Projected.Width..microns.,Height..microns.,a,b,c,CSF,Deqi,water.density,particle.density_mean,W_adj_mean,Rouse_adj_mean,particle.density_10,W_adj_10,Rouse_adj_10,particle.density_90,W_adj_90,Rouse_adj_90
1426,1426,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_A_34,34,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.152,0.571,0.442,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571,442,5.71,571,288.355,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,57.1,571,314.05,288.355,0.000571,0.000442,0.000288355,0.573982032,0.000417505,998,1450,0.033819343,1.520951621,1290,0.026020271,1.170205271,1610,0.040563271,1.824245117
1427,1427,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_A_36,36,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.256,0.739,0.533,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,739,533,7.39,739,373.195,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,73.9,739,406.45,373.195,0.000739,0.000533,0.000373195,0.594634349,0.000527759,998,1450,0.041667293,1.873896114,1290,0.032058407,1.441757305,1610,0.049976182,2.247570395
1428,1428,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_A_40,40,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.274,0.909,0.421,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,421,9.09,421,215.045,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,90.9,909,499.95,215.045,0.000909,0.000421,0.000215045,0.347621284,0.000434969,998,1450,0.025865877,1.163261696,1290,0.019900952,0.895002148,1610,0.0310238,1.395228119
1429,1429,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_A_42,42,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,0.459,1.02,0.707,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1020,707,10.2,1020,515.1,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,102,1020,561,515.1,0.00102,0.000707,0.0005151,0.606571159,0.000718848,998,1450,0.053992734,2.428206113,1290,0.04154148,1.868237986,1610,0.064759444,2.912415546
1430,1430,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_A_43,43,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.318,0.898,0.571,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,898,571,8.98,898,453.49,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,89.8,898,493.9,453.49,0.000898,0.000571,0.00045349,0.633302923,0.000614931,998,1450,0.048901806,2.199252676,1290,0.03762457,1.692083455,1610,0.058653333,2.637806423
1431,1431,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_A_44,44,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents.",0,1.006,1.657,1.128,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1657,1128,16.57,1657,836.785,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,165.7,1657,911.35,836.785,0.001657,0.001128,0.000836785,0.612065756,0.001160776,998,1450,0.07964789,3.581991128,1290,0.061280306,2.755948869,1610,0.095530504,4.296277235
1432,1432,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_A_45,45,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.308,0.865,0.556,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,865,556,8.65,865,436.825,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,86.5,865,475.75,436.825,0.000865,0.000556,0.000436825,0.629886117,0.000594474,998,1450,0.047441683,2.133586797,1290,0.036501166,1.641560772,1610,0.056902046,2.559046089
1433,1433,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_2,2,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.471,1.104,0.587,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1104,587,11.04,1104,557.52,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,110.4,1104,607.2,557.52,0.001104,0.000587,0.00055752,0.692559138,0.000712234,998,1450,0.058032166,2.609870809,1290,0.04464938,2.008009023,1610,0.069604381,3.130306062
1434,1434,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_6,6,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.501,1.658,0.465,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1658,465,16.58,465,240.79,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,165.8,1658,911.9,240.79,0.001658,0.000465,0.00024079,0.274232995,0.00057046,998,1450,0.027870753,1.253426663,1290,0.021443484,0.964374191,1610,0.03342847,1.503372914
1435,1435,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_7,7,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.296,0.746,0.591,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746,591,7.46,746,376.73,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,74.6,746,410.3,376.73,0.000746,0.000591,0.00037673,0.567370892,0.000549691,998,1450,0.041851587,1.882184354,1290,0.032200201,1.448134196,1610,0.050197227,2.257511396
1436,1436,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_8,8,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.921,1.55,0.868,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1550,868,15.5,1550,782.75,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,155,1550,852.5,782.75,0.00155,0.000868,0.00078275,0.674834636,0.001017399,998,1450,0.075999065,3.417893109,1290,0.058472936,2.629693461,1610,0.091154065,4.099456372
1437,1437,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_10,10,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.535,1.152,0.744,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1152,744,11.52,1152,581.76,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,115.2,1152,633.6,581.76,0.001152,0.000744,0.00058176,0.628392727,0.000792969,998,1450,0.059654122,2.682814759,1290,0.045897297,2.064131383,1610,0.071549772,3.217795791
1438,1438,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_16,16,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.398,1.122,0.511,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1122,511,11.22,511,261.11,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,112.2,1122,617.1,261.11,0.001122,0.000511,0.00026111,0.344839198,0.000530981,998,1450,0.030194641,1.357938506,1290,0.023231461,1.044784578,1610,0.036215765,1.628725499
1439,1439,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_17,17,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.324,0.945,0.613,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,945,613,9.45,945,477.225,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,94.5,945,519.75,477.225,0.000945,0.000613,0.000477225,0.627013722,0.000651436,998,1450,0.050904985,2.289341302,1290,0.039165797,1.761396761,1610,0.061055966,2.745859654
1440,1440,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_18,18,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.379,1.08,0.533,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,533,10.8,533,271.9,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,108,1080,594,271.9,0.00108,0.000533,0.0002719,0.358371715,0.000538915,998,1450,0.031268922,1.406251954,1290,0.024058002,1.081956471,1610,0.037504269,1.686673149
1441,1441,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_19,19,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.476,1.022,0.844,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1022,844,10.22,1022,516.11,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,102.2,1022,562.1,516.11,0.001022,0.000844,0.00051611,0.555706661,0.000763564,998,1450,0.053762587,2.417855731,1290,0.041364407,1.860274503,1610,0.064483403,2.90000119
1442,1442,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_20,20,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.413,1.323,0.605,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1323,605,13.23,605,309.115,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,132.3,1323,727.65,309.115,0.001323,0.000605,0.000309115,0.345511471,0.000627786,998,1450,0.034563962,1.554439248,1290,0.026593174,1.195970323,1610,0.041456374,1.864410523
1443,1443,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_21,21,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.474,1.102,0.618,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1102,618,11.02,1102,556.51,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,110.2,1102,606.1,556.51,0.001102,0.000618,0.00055651,0.674354,0.000723682,998,1450,0.057845228,2.601463669,1290,0.044505551,2.001540651,1610,0.069380165,3.120222451
1444,1444,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_22,22,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.39,0.963,0.573,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,963,573,9.63,963,486.315,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,96.3,963,529.65,486.315,0.000963,0.000573,0.000486315,0.654677192,0.00064501,998,1450,0.051828174,2.330859723,1290,0.039876089,1.793340627,1610,0.062163249,2.795657278
1445,1445,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_24,24,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.258,0.681,0.597,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,681,597,6.81,681,343.905,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,68.1,681,374.55,343.905,0.000681,0.000597,0.000343905,0.539358799,0.000519023,998,1450,0.038776857,1.743905046,1290,0.029834534,1.341743451,1610,0.046509364,2.091657763
1446,1446,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_25,25,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.279,0.768,0.524,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,768,524,7.68,768,387.84,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,76.8,768,422.4,387.84,0.000768,0.000524,0.00038784,0.611373126,0.000538412,998,1450,0.043049931,1.936077298,1290,0.033122195,1.489598899,1610,0.051634533,2.322151151
1447,1447,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_26,26,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.513,1.552,0.596,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1552,596,15.52,596,305.76,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,155.2,1552,853.6,305.76,0.001552,0.000596,0.00030576,0.317915485,0.000656407,998,1450,0.034073908,1.532400102,1290,0.026216131,1.17901362,1610,0.040868598,1.837976544
1448,1448,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_28,28,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.326,0.856,0.55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,856,550,8.56,856,432.28,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,85.6,856,470.8,432.28,0.000856,0.00055,0.00043228,0.630009235,0.000588212,998,1450,0.047046993,2.115836475,1290,0.036197495,1.627903848,1610,0.05642865,2.537756169
1449,1449,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_29,29,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents in the particle, a bit powdery.",0,0.435,1.087,0.908,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1087,908,10.87,1087,548.935,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,108.7,1087,597.85,548.935,0.001087,0.000908,0.000548935,0.552539367,0.000815227,998,1450,0.056459572,2.539146802,1290,0.043439441,1.953594665,1610,0.067718195,3.045478957
1450,1450,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_33,33,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.258,0.691,0.547,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691,547,6.91,691,348.955,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,69.1,691,380.05,348.955,0.000691,0.000547,0.000348955,0.567592618,0.000509032,998,1450,0.039365396,1.770373285,1290,0.03028735,1.362107855,1610,0.047215263,2.123404042
1451,1451,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_36,36,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.191,0.592,0.442,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592,442,5.92,592,298.96,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,59.2,592,325.6,298.96,0.000592,0.000442,0.00029896,0.584441567,0.00042768,998,1450,0.034852706,1.567424865,1290,0.02681533,1.20596133,1610,0.041802696,1.879985608
1452,1452,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_37,37,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.169,0.906,0.347,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,906,347,9.06,347,178.03,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,90.6,906,498.3,178.03,0.000906,0.000347,0.00017803,0.317515079,0.000382517,998,1450,0.022104234,0.994089992,1290,0.017006781,0.764843097,1610,0.026512047,1.192321826
1453,1453,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_38,38,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.234,0.792,0.518,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,792,518,7.92,792,399.96,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,79.2,792,435.6,399.96,0.000792,0.000518,0.00039996,0.624437662,0.000547466,998,1450,0.044185097,1.987128924,1290,0.033995581,1.528877519,1610,0.052996063,2.383382999
1454,1454,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_39,39,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.358,1.008,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1008,500,10.08,500,255.04,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,100.8,1008,554.4,255.04,0.001008,5.00E-04,0.00025504,0.359246902,0.000504676,998,1450,0.029712747,1.336266353,1290,0.022860696,1.028110236,1610,0.035637776,1.602731695
1455,1455,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_40,40,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.547,2.235,0.722,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2235,722,22.35,722,372.175,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,223.5,2235,1229.25,372.175,0.002235,0.000722,0.000372175,0.292981255,0.000843699,998,1450,0.039659787,1.783612899,1290,0.030513851,1.372294284,1610,0.047568359,2.139283772
1456,1456,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_41,41,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.303,0.804,0.553,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,804,553,8.04,804,406.02,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,80.4,804,442.2,406.02,0.000804,0.000553,0.00040602,0.60891523,0.000565166,998,1450,0.044644883,2.007806804,1290,0.034349336,1.544786878,1610,0.053547535,2.408184263
1457,1457,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_42,42,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.14,0.624,0.351,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,624,351,6.24,624,315.12,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,62.4,624,343.2,315.12,0.000624,0.000351,0.00031512,0.673333333,0.000410194,998,1450,0.036696621,1.650350945,1290,0.028234021,1.269763843,1610,0.044014307,1.979448006
1458,1458,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_44,44,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.18,0.909,0.329,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909,329,9.09,329,169.045,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,90.9,909,499.95,169.045,0.000909,0.000329,0.000169045,0.309116679,0.000369761,998,1450,0.021169308,0.952043701,1290,0.016287458,0.732493093,1610,0.025390687,1.14189107
1459,1459,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_45,45,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.312,0.803,0.55,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,550,8.03,803,405.515,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,80.3,803,441.65,405.515,0.000803,0.00055,0.000405515,0.610193822,0.000563674,998,1450,0.044606692,2.006089248,1290,0.034319952,1.543465407,1610,0.053501729,2.406124208
1460,1460,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_47,47,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.311,0.926,0.593,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,926,593,9.26,926,467.63,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,92.6,926,509.3,467.63,0.000926,0.000593,0.00046763,0.63105836,0.000635608,998,1450,0.05010601,2.253409139,1290,0.038551073,1.733750907,1610,0.060097667,2.702762245
1461,1461,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_48,48,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.199,0.819,0.356,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,819,356,8.19,356,182.095,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,81.9,819,450.45,182.095,0.000819,0.000356,0.000182095,0.337233781,0.000375847,998,1450,0.022597676,1.016281483,1290,0.017386431,0.781917013,1610,0.027103887,1.21893853
1462,1462,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_50,50,black,Non-Fiber,Black,0,"rubbery texutre, bounces back.",0,0.308,1.184,0.491,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1184,491,11.84,491,251.42,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,118.4,1184,651.2,251.42,0.001184,0.000491,0.00025142,0.329748801,0.000526758,998,1450,0.029207566,1.31354694,1290,0.022472015,1.010630142,1610,0.035031857,1.575481796
1463,1463,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_51,51,black,Non-Fiber,Black,0,"rubbery texture, bounces back, could make dents in the particle.",0,0.253,0.731,0.553,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,731,553,7.31,731,369.155,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,73.1,731,402.05,369.155,0.000731,0.000553,0.000369155,0.580613997,0.000530417,998,1450,0.041240393,1.854697252,1290,0.031729955,1.426985889,1610,0.049464155,2.224543082
1464,1464,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_52,52,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.173,0.751,0.347,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751,347,7.51,347,177.255,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,75.1,751,413.05,177.255,0.000751,0.000347,0.000177255,0.34722724,0.000358803,998,1450,0.022158976,0.996551864,1290,0.017048899,0.766737238,1610,0.026577705,1.195274621
1465,1465,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.63,SF-2,SAD-SF-2-N-1,SAD-SF-2,SAD-SF-2-N-1_S0-0_B_53,53,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.191,0.643,0.498,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643,498,6.43,643,324.715,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,64.3,643,353.65,324.715,0.000643,0.000498,0.000324715,0.573828604,0.000470234,998,1450,0.037189242,1.672505488,1290,0.028613038,1.286809331,1610,0.044605161,2.006020394
