"","X","Material","Morphology","Material..Raw.Data.","Morphology..Raw.Data.","Site.Code","Flow.Type","Loc.Code","X.Sec.Loc","Test.Group","Depth..m.","Event","Field.ID","Sample.ID","Unique.ID","Particle","Color","X1st.Order.Morph","Color.Group","Confidence....","Comment","QA_Color.Morph","Projected.SA..mm2.","length_mm","width_mm","lengthfiber_mm","OS..Y.N.","filename","Batch..Y.N.","max_cor_new","SpectrumIdentity","Organization","SpectralCollectionMode","InstrumentMode","InstrumentMode.1","library_type","polymer_class","plastic_or_not","Length..microns.","Width..microns.","Min.Projected.Height..microns.","Max.Projected.Height..microns.","Projected.Height..microns.","Density..mg.microns3.","X5..Density..mg.microns3.","X95..Density..mg.microns3.","X10..Density..mg.microns3.","X90..Density..mg.microns3.","Min.Projected.Width..microns.","Max.Projected.Width..microns.","Projected.Width..microns.","Height..microns.","a","b","c","CSF","Deqi","water.density","particle.density","delta","D_dimless","P","W","Re","Cd","W_adj","slope","g","shear_velocity","Rouse","Rouse_adj"
"11",11,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_B_30","30","black","Non-Fiber","Black",0,"0","0",0.133,0.885,0.608,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885,608,8.85,885,446.925,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,88.5,885,486.75,446.925,0.000885,0.000608,0.000446925,0.609272005466144,0.000621861733171516,998,1700,0.703406813627255,11.839109181001,4.6,0.0627852512767263,39.0437451765541,1.45141923517176,0.0627852512767263,0.002,9.81,0.0615358432135288,2.55075936226558,2.55075936226558
"12",12,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_B_34","34","black","Non-Fiber","Black",0,"0","0",0.046,0.545,0.358,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,545,358,5.45,545,275.225,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,54.5,545,299.75,275.225,0.000545,0.000358,0.000275225,0.623086175967309,0.000377273067414589,998,1700,0.703406813627255,7.18258866547835,4.6,0.0426647640427377,16.0962664009233,1.90691538087713,0.0426647640427377,0.002,9.81,0.0615358432135288,1.733329788571,1.733329788571
"13",13,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_B_54","54","black","Non-Fiber","Black",0,"0","0",0.961,2.482,0.61,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2482,610,24.82,610,317.41,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,248.2,2482,1365.1,317.41,0.002482,0.00061,0.00031741,0.257961443794849,0.000783280664058957,998,1700,0.703406813627255,14.9122301735252,4.6,0.0450902496710499,35.3183207049242,3.5445935302771,0.0450902496710499,0.002,9.81,0.0615358432135288,1.83186933486014,1.83186933486014
"14",14,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_B_56","56","black","Non-Fiber","Black",0,"0","0",0.114,0.481,0.376,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,481,376,4.81,481,242.905,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,48.1,481,264.55,242.905,0.000481,0.000376,0.000242905,0.571176056716279,0.000352849732016893,998,1700,0.703406813627255,6.717613062521,4.6,0.0383839500898549,13.5437665029551,2.20345799020072,0.0383839500898549,0.002,9.81,0.0615358432135288,1.5594143220181,1.5594143220181
"15",15,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_C_1","1","black","Non-Fiber","Black",0,"0","0",0.256,0.87,0.52,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,870,520,8.7,870,439.35,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,87,870,478.5,439.35,0.00087,0.00052,0.00043935,0.653204747615702,0.000583594345958865,998,1700,0.703406813627255,11.1105681708127,4.6,0.0622206145305657,36.3115988421242,1.38693720428123,0.0622206145305657,0.002,9.81,0.0615358432135288,2.52782001843465,2.52782001843465
"16",16,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","1","RB","Outside Thalweg_1",0.23,"BF-2","SDC-BF-2-N-1","SDC-BF-2","SDC-BF-2-N-1_S0-0_B_32","32","black","Non-Fiber","Black",0,"rubbery texture, bounces back.","done",0.077,0.754,0.336,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,336,7.54,336,171.77,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,75.4,754,414.7,171.77,0.000754,0.000336,0.00017177,0.341265200004693,0.000351738018735698,998,1700,0.703406813627255,6.69644807646067,4.6,0.0281090707651085,9.88702885942081,4.09581799823719,0.0281090707651085,0.002,9.81,0.067175888531526,1.04609970108236,1.04609970108236
"17",17,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","1","RB","Outside Thalweg_1",0.23,"BF-2","SDC-BF-2-N-1","SDC-BF-2","SDC-BF-2-N-1_S0-0_B_44","44","black","Non-Fiber","Black",0,"rubbery texture, bounces back, could make dents.","done",0.082,0.708,0.368,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708,368,7.08,708,357.54,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,70.8,708,389.4,357.54,0.000708,0.000368,0.00035754,0.700461222276468,0.000453316893598375,998,1700,0.703406813627255,8.63032392993883,4.6,0.0530112222820392,24.030882610747,1.48415952323486,0.0530112222820392,0.002,9.81,0.067175888531526,1.97285154840791,1.97285154840791
"18",18,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","1","RB","Outside Thalweg_1",0.23,"BF-2","SDC-BF-2-N-1","SDC-BF-2","SDC-BF-2-N-1_S0-0_C_21","21","black","Non-Fiber","Black",0,"bounces back, could make dents.","done",0.256,1.12,0.464,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1120,464,11.2,464,237.6,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,112,1120,616,237.6,0.00112,0.000464,0.0002376,0.329593345501718,0.000497959642541722,998,1700,0.703406813627255,9.48024015839812,4.6,0.0363545031912181,18.1030754138809,3.46650661397659,0.0363545031912181,0.002,9.81,0.067175888531526,1.35295952111436,1.35295952111436
"19",19,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","1","RB","Outside Thalweg_1",0.23,"BF-2","SDC-BF-2-N-1","SDC-BF-2","SDC-BF-2-N-1_S0-0_C_44","44","black","Non-Fiber","Black",0,"rubbery texture, bounces back, could make dents.","done",0.107,0.55,0.366,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,366,5.5,550,277.75,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,55,550,302.5,277.75,0.00055,0.000366,0.00027775,0.619059197183505,0.000382383620452779,998,1700,0.703406813627255,7.27988424127436,4.6,0.0429590401143877,16.4268332901157,1.9063579856318,0.0429590401143877,0.002,9.81,0.067175888531526,1.59875221055792,1.59875221055792
"20",20,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","1","RB","Outside Thalweg_1",0.23,"BF-2","SDC-BF-2-N-1","SDC-BF-2","SDC-BF-2-N-1_S0-0_D_3","3","black","Non-Fiber","Black",0,"rubbery texture, bounces back, could make dents.","done",0.118,0.662,0.436,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662,436,6.62,662,334.31,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,66.2,662,364.1,334.31,0.000662,0.000436,0.00033431,0.622267513050589,0.000458667479430948,998,1700,0.703406813627255,8.73218929079819,4.6,0.0498425751095757,22.8611682938568,1.69867900690693,0.0498425751095757,0.002,9.81,0.067175888531526,1.85492801804119,1.85492801804119
"21",21,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","1","RB","Outside Thalweg_1",0.23,"BF-2","SDC-BF-2-N-1","SDC-BF-2","SDC-BF-2-N-1_S0-0_D_4","4","black","Non-Fiber","Black",0,"rubbery texture, bounces back, could make dents.","done",0.09,1.011,0.652,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1011,652,10.11,1011,510.555,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,101.1,1011,556.05,510.555,0.001011,0.000652,0.000510555,0.628844342468957,0.000695580014034422,998,1700,0.703406813627255,13.2425703190912,4.6,0.0699873269874301,48.6817858881483,1.30653965628295,0.0699873269874301,0.002,9.81,0.067175888531526,2.6046297457824,2.6046297457824
"22",22,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","2","C","Inside Thalweg",0.32,"BF-2","SDC-BF-2-N-2","SDC-BF-2","SDC-BF-2-N-2_S0-0_A_5","5","black","Non-Fiber","Black",0,"rubbery texture.","done",0.296,1.04,0.677,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1040,677,10.4,1040,525.2,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,104,1040,572,525.2,0.00104,0.000677,0.0005252,0.625912627632514,0.000717764941431137,998,1700,0.703406813627255,13.6649307307582,4.6,0.0715665130586683,51.3679340539858,1.28936786335686,0.0715665130586683,0.002,9.81,0.0792363552922521,2.25800747632527,2.25800747632527
"23",23,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","2","C","Inside Thalweg",0.32,"BF-2","SDC-BF-2-N-2","SDC-BF-2","SDC-BF-2-N-2_S0-0_D_47","47","black","Non-Fiber","Black",0,"rubbery texture, bounces back, could make dents.","done",0.119,0.877,0.556,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,877,556,8.77,877,442.885,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,87.7,877,482.35,442.885,0.000877,0.000556,0.000442885,0.634240219849562,0.000599959294108817,998,1700,0.703406813627255,11.4221268301638,4.6,0.0624979154053266,37.4962052098523,1.41320458112217,0.0624979154053266,0.002,9.81,0.0792363552922521,1.97188257760001,1.97188257760001
"24",24,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","2","C","Inside Thalweg",0.32,"BF-2","SDC-BF-2-N-2","SDC-BF-2","SDC-BF-2-N-2_S0-0_E_48","48","black","Non-Fiber","Black",0,"rubbery texture, bounces back.","done",0.828,1.728,0.905,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1728,905,17.28,1728,872.64,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,172.8,1728,950.4,872.64,0.001728,0.000905,0.00087264,0.697812841979093,0.00110919817037473,998,1700,0.703406813627255,21.1171029538347,4.6,0.10820978303188,120.026093355608,0.871546186343152,0.10820978303188,0.002,9.81,0.0792363552922521,3.41414564794038,3.41414564794038
"25",25,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","2","C","Inside Thalweg",0.32,"BF-2","SDC-BF-2-N-2","SDC-BF-2","SDC-BF-2-N-2_S0-0_F_4","4","black","Non-Fiber","Black",0,"rubbery texture, bounces back.","done",0.082,0.761,0.374,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,761,374,7.61,374,190.805,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,76.1,761,418.55,190.805,0.000761,0.000374,0.000190805,0.3576527935833,0.00037868840118671,998,1700,0.703406813627255,7.20953402995712,4.6,0.0306703273790135,11.6144972390316,3.70390206309841,0.0306703273790135,0.002,9.81,0.0792363552922521,0.967684823017488,0.967684823017488
"26",26,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","2","C","Inside Thalweg",0.32,"BF-2","SDC-BF-2-N-2","SDC-BF-2","SDC-BF-2-N-2_S0-0_F_5","5","black","Non-Fiber","Black",0,"0","done",0.194,0.716,0.539,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,539,7.16,716,361.58,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,71.6,716,393.8,361.58,0.000716,0.000539,0.00036158,0.582040904146938,0.000518683057987485,998,1700,0.703406813627255,9.87477605758323,4.6,0.0528335253453664,27.403854490394,1.70961058111564,0.0528335253453664,0.002,9.81,0.0792363552922521,1.66695972923343,1.66695972923343
"27",27,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","2","C","Inside Thalweg",0.32,"BF-2","SDC-BF-2-N-2","SDC-BF-2","SDC-BF-2-N-2_S0-0_F_6","6","black","Non-Fiber","Black",0,"0","done",0.232,1.119,0.599,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1119,599,11.19,1119,565.095,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,111.9,1119,615.45,565.095,0.001119,0.000599,0.000565095,0.690228694770901,0.000723534855890514,998,1700,0.703406813627255,13.7747793411578,4.6,0.0763799216363187,55.2635355940626,1.14107806177734,0.0763799216363187,0.002,9.81,0.0792363552922521,2.40987616589008,2.40987616589008
"28",28,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","2","C","Inside Thalweg",0.32,"BF-2","SDC-BF-2-N-2","SDC-BF-2","SDC-BF-2-N-2_S0-0_F_7","7","black","Non-Fiber","Black",0,"0","done",0.234,0.781,0.601,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781,601,7.81,781,394.405,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,78.1,781,429.55,394.405,0.000781,0.000601,0.000394405,0.57567803472707,0.000569931471503947,998,1700,0.703406813627255,10.8504520489006,4.6,0.0565954793881133,32.2555448481387,1.63709344004152,0.0565954793881133,0.002,9.81,0.0792363552922521,1.78565379425167,1.78565379425167
"29",29,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","2","C","Inside Thalweg",0.32,"BF-2","SDC-BF-2-N-2","SDC-BF-2","SDC-BF-2-N-2_S0-0_F_11","11","black","Non-Fiber","Black",0,"rubbery texture, bounces back.","done",0.093,0.48,0.288,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480,288,4.8,480,242.4,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,48,480,264,242.4,0.00048,0.000288,0.0002424,0.651952196611582,0.000322395358154285,998,1700,0.703406813627255,6.13781752604442,4.6,0.0386595070483142,12.4636456209093,1.98467989860721,0.0386595070483142,0.002,9.81,0.0792363552922521,1.21975281755843,1.21975281755843
"30",30,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","2","C","Inside Thalweg",0.32,"BF-2","SDC-BF-2-N-2","SDC-BF-2","SDC-BF-2-N-2_S0-0_F_16","16","black","Non-Fiber","Black",0,"rubbery texture, bounces back.","done",0.2,0.782,0.59,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,782,590,7.82,782,394.91,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,78.2,782,430.1,394.91,0.000782,0.00059,0.00039491,0.581391594745468,0.000566916327766334,998,1700,0.703406813627255,10.7930492308755,4.6,0.0566907571788677,32.1389158781366,1.62296354542337,0.0566907571788677,0.002,9.81,0.0792363552922521,1.78865992036647,1.78865992036647
"31",31,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","2","C","Inside Thalweg",0.32,"BF-2","SDC-BF-2-N-2","SDC-BF-2","SDC-BF-2-N-2_S0-0_F_17","17","black","Non-Fiber","Black",0,"rubbery texture, bounces back.","done",0.108,0.662,0.242,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662,242,6.62,242,124.31,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,66.2,662,364.1,124.31,0.000662,0.000242,0.00012431,0.310577070187786,0.000271056488181471,998,1700,0.703406813627255,5.16041940936417,4.6,0.0215657871823465,5.84554653851582,5.36220596987489,0.0215657871823465,0.002,9.81,0.0792363552922521,0.680425894868717,0.680425894868717
"32",32,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","2","C","Inside Thalweg",0.32,"BF-2","SDC-BF-2-N-2","SDC-BF-2","SDC-BF-2-N-2_S0-0_F_18","18","black","Non-Fiber","Black",0,"rubbery texture, bounces back.","done",0.242,1.166,0.654,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1166,654,11.66,1166,588.83,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,116.6,1166,641.3,588.83,0.001166,0.000654,0.00058883,0.674297856579998,0.000765753062606057,998,1700,0.703406813627255,14.5785367233371,4.6,0.07881300696208,60.3513014544052,1.13424601532539,0.07881300696208,0.002,9.81,0.0792363552922521,2.48664286334819,2.48664286334819
"33",33,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","2","C","Inside Thalweg",0.32,"BF-2","SDC-BF-2-N-2","SDC-BF-2","SDC-BF-2-N-2_S0-0_F_20","20","black","Non-Fiber","Black",0,"rubbery texture, bounces back, could make dents.","done",0.169,0.716,0.368,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,368,7.16,716,361.58,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,71.6,716,393.8,361.58,0.000716,0.000368,0.00036158,0.704407513909508,0.000456725311291009,998,1700,0.703406813627255,8.69521396424234,4.6,0.0535099183638454,24.4393341218837,1.46757673526575,0.0535099183638454,0.002,9.81,0.0792363552922521,1.68830072277055,1.68830072277055
"34",34,"tire wear","rubbery fragment","tire wear","TRWP","SDC","Low Flow","2","C","Inside Thalweg",0.32,"BF-2","SDC-BF-2-N-2","SDC-BF-2","SDC-BF-2-N-2_S0-0_F_23","23","black","Non-Fiber","Black",0,"rubbery texture, bounces back, could make dents.","done",0.261,0.762,0.618,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,762,618,7.62,762,384.81,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,76.2,762,419.1,384.81,0.000762,0.000618,0.00038481,0.560756900065326,0.000565887279970799,998,1700,0.703406813627255,10.7734580443562,4.6,0.0553942335058247,31.3468921246784,1.69673935043311,0.0553942335058247,0.002,9.81,0.0792363552922521,1.74775307690236,1.74775307690236
