"","X","Material","Morphology","Material..Raw.Data.","Morphology..Raw.Data.","Site.Code","Flow.Type","Loc.Code","X.Sec.Loc","Test.Group","Depth..m.","Event","Field.ID","Sample.ID","Unique.ID","Particle","Color","X1st.Order.Morph","Color.Group","Confidence....","Comment","QA_Color.Morph","Projected.SA..mm2.","length_mm","width_mm","lengthfiber_mm","OS..Y.N.","filename","Batch..Y.N.","max_cor_new","SpectrumIdentity","Organization","SpectralCollectionMode","InstrumentMode","InstrumentMode.1","library_type","polymer_class","plastic_or_not","Length..microns.","Width..microns.","Min.Projected.Height..microns.","Max.Projected.Height..microns.","Projected.Height..microns.","Density..mg.microns3.","X5..Density..mg.microns3.","X95..Density..mg.microns3.","X10..Density..mg.microns3.","X90..Density..mg.microns3.","Min.Projected.Width..microns.","Max.Projected.Width..microns.","Projected.Width..microns.","Height..microns.","a","b","c","CSF","Deqi","water.density","particle.density","delta","D_dimless","P","W","Re","Cd","W_adj","slope","g","shear_velocity","Rouse","Rouse_adj"
"1",1,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_A_13",13,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.498",1.178,0.57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1178,570,11.78,570,290.89,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,117.8,1178,647.9,290.89,0.001178,0.00057,0.00029089,0.354992124704409,0.000580207020233147,998,1700,0.703406813627255,11.0460796889538,4.6,0.0429549730234932,24.9227769021562,2.8931462821607,0.0429549730234932,5e-04,9.81,0.0346659054403603,3.09778242323668,3.09778242323668
"2",2,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_A_23",23,"black","Non-Fiber","Black",0,"rubbery texture, bounces back, could make dents in the particle.","0","0.901",1.405,0.947,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1405,947,14.05,1405,709.525,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,140.5,1405,772.75,709.525,0.001405,0.000947,0.000709525,0.615112497330123,0.000980990199309239,998,1700,0.703406813627255,18.6762578489626,4.6,0.0909327449876596,89.2041316291805,1.09153679654142,0.0909327449876596,5e-04,9.81,0.0346659054403603,6.55779387791425,6.55779387791425
"3",3,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_A_38",38,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.204",0.826,0.458,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,826,458,8.26,826,417.13,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,82.6,826,454.3,417.13,0.000826,0.000458,0.00041713,0.678185754075215,0.000540387942584029,998,1700,0.703406813627255,10.2879973329767,4.6,0.0598397201668925,32.3366632657911,1.38848392847679,0.0598397201668925,5e-04,9.81,0.0346659054403603,4.31545919591237,4.31545919591237
"4",4,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_A_39",39,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.204",0.874,0.468,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,874,468,8.74,874,441.37,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,87.4,874,480.7,441.37,0.000874,0.000468,0.00044137,0.690119291682342,0.000565179887732961,998,1700,0.703406813627255,10.7599905909163,4.6,0.0626786589463334,35.4247174265412,1.32361482239324,0.0626786589463334,5e-04,9.81,0.0346659054403603,4.52019485356921,4.52019485356921
"5",5,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_B_6",6,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.096",0.572,0.374,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,572,374,5.72,572,288.86,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,57.2,572,314.6,288.86,0.000572,0.000374,0.00028886,0.624530411824851,0.000395352976326789,998,1700,0.703406813627255,7.52679703878093,4.6,0.0443543277207807,17.5356154773844,1.84895918935275,0.0443543277207807,5e-04,9.81,0.0346659054403603,3.19869964143072,3.19869964143072
"6",6,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_B_8",8,"black","Non-Fiber","Black",0,"rubbery texture, bounces back, breaks apart easily.","done","0.093",0.568,0.231,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,568,231,5.68,231,118.34,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,56.8,568,312.4,118.34,0.000568,0.000231,0.00011834,0.326701709626288,0.000249477065427074,998,1700,0.703406813627255,4.74958669780734,4.6,0.0208032496960204,5.18993368550983,5.3037442998546,0.0208032496960204,5e-04,9.81,0.0346659054403603,1.50026729662453,1.50026729662453
"7",7,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_B_11",11,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.236",0.94,0.37,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,940,370,9.4,370,189.7,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,94,940,517,189.7,0.00094,0.00037,0.0001897,0.321664062078222,0.000404078400299461,998,1700,0.703406813627255,7.69291314072558,4.6,0.0303130663600944,12.2488553629584,4.04594719658089,0.0303130663600944,5e-04,9.81,0.0346659054403603,2.18608644250223,2.18608644250223
"8",8,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_B_12",12,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.461",1.138,0.615,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1138,615,11.38,1138,574.69,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,113.8,1138,625.9,574.69,0.001138,0.000615,0.00057469,0.686949720648598,0.000738159714002767,998,1700,0.703406813627255,14.0532098711481,4.6,0.0773911104666694,57.1269999684332,1.13392021452852,0.0773911104666694,5e-04,9.81,0.0346659054403603,5.58121225189215,5.58121225189215
"9",9,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_B_14",14,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","3.857",2.92,1.838,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2920,1838,29.2,2920,1474.6,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,292,2920,1606,1474.6,0.00292,0.001838,0.0014746,0.636517063171427,0.00199281750475874,998,1700,0.703406813627255,37.939597756438,4.6,0.163634882794803,326.09445882263,0.684746884105809,0.163634882794803,5e-04,9.81,0.0346659054403603,11.8008516376648,11.8008516376648
"10",10,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_B_15",15,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.109",0.463,0.358,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,463,358,4.63,463,233.815,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,46.3,463,254.65,233.815,0.000463,0.000358,0.000233815,0.574302041782485,0.000338411772201157,998,1700,0.703406813627255,6.44274073400895,4.6,0.037244008926212,12.6038110645951,2.24464121507136,0.037244008926212,5e-04,9.81,0.0346659054403603,2.68592500708565,2.68592500708565
"11",11,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_B_16",16,"black","Non-Fiber","Black",0,"rubbery texture, bounces back, particle can be flattened.","0","0.168",0.744,0.346,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744,346,7.44,346,176.72,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,74.4,744,409.2,176.72,0.000744,0.000346,0.00017672,0.348306184391906,0.000356980844329927,998,1700,0.703406813627255,6.79626187961988,4.6,0.0287944294382189,10.2790597328539,3.96134139668852,0.0287944294382189,5e-04,9.81,0.0346659054403603,2.07656695191167,2.07656695191167
"12",12,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_B_21",21,"black","Non-Fiber","Black",0,"broke down into multiple pieces easily in a powdery form, rubbery texture, bounces back.","done","1.774",1.906,1.542,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1906,1542,19.06,1906,962.53,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,190.6,1906,1048.3,962.53,0.001906,0.001542,0.00096253,0.561449422437944,0.0014142966569596,998,1700,0.703406813627255,26.9256197043583,4.6,0.115354524030062,163.145517700882,0.977880005996913,0.115354524030062,5e-04,9.81,0.0346659054403603,8.31901854031475,8.31901854031475
"13",13,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_B_22",22,"black","Non-Fiber","Black",0,"broke down into multiple pieces easily in a powdery form, rubbery texture, bounces back.","done","2.313",3.285,1.322,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3285,1322,32.85,1322,677.425,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,328.5,3285,1806.75,677.425,0.003285,0.001322,0.000677425,0.325070684299988,0.00143287844537302,998,1700,0.703406813627255,27.2793829447539,4.6,0.0839788646874997,120.331505077616,1.86932005922059,0.0839788646874997,5e-04,9.81,0.0346659054403603,6.05630111349451,6.05630111349451
"14",14,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_B_24",24,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.143",0.642,0.401,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642,401,6.42,642,324.21,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,64.2,642,353.1,324.21,0.000642,0.000401,0.00032421,0.638979177303479,0.000437020626842061,998,1700,0.703406813627255,8.32007283861221,4.6,0.0487202387740237,21.2917492889187,1.69393770232745,0.0487202387740237,5e-04,9.81,0.0346659054403603,3.51355590998789,3.51355590998789
"15",15,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_B_30",30,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.126",0.544,0.347,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544,347,5.44,544,274.72,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,54.4,544,299.2,274.72,0.000544,0.000347,0.00027472,0.632304234947973,0.000372911878595217,998,1700,0.703406813627255,7.09955961281713,4.6,0.0426438556274061,15.9024003125592,1.88672065329488,0.0426438556274061,5e-04,9.81,0.0346659054403603,3.075345579879,3.075345579879
"16",16,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_B_31",31,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.133",0.642,0.343,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642,343,6.42,642,324.21,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,64.2,642,353.1,324.21,0.000642,0.000343,0.00032421,0.690894653865931,0.000414844354968167,998,1700,0.703406813627255,7.89787721225715,4.6,0.0489746209272146,20.3168450283608,1.59131931178041,0.0489746209272146,5e-04,9.81,0.0346659054403603,3.53190117963825,3.53190117963825
"17",17,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_C_2",2,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.388",0.84,0.679,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,840,679,8.4,840,424.2,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,84,840,462,424.2,0.00084,0.000679,0.0004242,0.561689278303249,0.00062312222489372,998,1700,0.703406813627255,11.863106636263,4.6,0.0598924542330264,37.3203193360287,1.59824493572405,0.0598924542330264,5e-04,9.81,0.0346659054403603,4.31926221688239,4.31926221688239
"18",18,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_C_5",5,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.045",0.408,0.161,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,408,161,4.08,161,82.54,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,40.8,408,224.4,82.54,0.000408,0.000161,8.254e-05,0.322048621828414,0.000175677779931202,998,1700,0.703406813627255,3.34458337977152,4.6,0.0155790930300687,2.73690047686414,6.65957950350482,0.0155790930300687,5e-04,9.81,0.0346659054403603,1.12351695651446,1.12351695651446
"19",19,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_C_7",7,"black","Non-Fiber","Black",0,"rubbery texture, bounces back, particle could be flattened.","0","0.505",1.19,0.78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1190,780,11.9,1190,600.95,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,119,1190,654.5,600.95,0.00119,0.00078,0.00060095,0.623760052074596,0.00082317713967708,998,1700,0.703406813627255,15.6717860451675,4.6,0.0796931533312768,65.6015820110875,1.19251978472045,0.0796931533312768,5e-04,9.81,0.0346659054403603,5.74722860393637,5.74722860393637
"20",20,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_C_9",9,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.187",0.852,0.444,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,852,444,8.52,852,430.26,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,85.2,852,468.6,430.26,0.000852,0.000444,0.00043026,0.699551497244697,0.000545989778820856,998,1700,0.703406813627255,10.3946460416593,4.6,0.0614688743835899,33.5613771290632,1.32949989268015,0.0614688743835899,5e-04,9.81,0.0346659054403603,4.4329488587383,4.4329488587383
"21",21,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_C_20",20,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.17",0.795,0.385,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795,385,7.95,385,196.475,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,79.5,795,437.25,196.475,0.000795,0.000385,0.000196475,0.355134912063796,0.000391782516858776,998,1700,0.703406813627255,7.45882202566578,4.6,0.0313825260922286,12.2951250577995,3.66002093510009,0.0313825260922286,5e-04,9.81,0.0346659054403603,2.26321263598751,2.26321263598751
"22",22,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_C_28",28,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.104",0.439,0.38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439,380,4.39,439,221.695,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,43.9,439,241.45,221.695,0.000439,0.00038,0.000221695,0.542790002525936,0.000333171623484683,998,1700,0.703406813627255,6.3429778937026,4.6,0.0355573465168301,11.8466988658197,2.42450805731818,0.0355573465168301,5e-04,9.81,0.0346659054403603,2.56428802775709,2.56428802775709
"23",23,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_C_31",31,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.135",2.845,0.579,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2845,579,28.45,579,303.725,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,284.5,2845,1564.75,303.725,0.002845,0.000579,0.000303725,0.236646520632563,0.000793865858980214,998,1700,0.703406813627255,15.1137529103172,4.6,0.043278640527943,34.3574351382114,3.89954754172153,0.043278640527943,5e-04,9.81,0.0346659054403603,3.12112434235997,3.12112434235997
"24",24,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_A_14",14,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.224",0.79,0.595,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790,595,7.9,790,398.95,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,79,790,434.5,398.95,0.00079,0.000595,0.00039895,0.581897432412912,0.000572384030971409,998,1700,0.703406813627255,10.8971442921427,4.6,0.0571575635196983,32.7160766079093,1.61196054760192,0.0571575635196983,5e-04,9.81,0.0370594117600374,3.85580617751018,3.85580617751018
"25",25,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_A_20",20,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.101",0.61,0.274,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,610,274,6.1,274,140.05,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,61,610,335.5,140.05,0.00061,0.000274,0.00014005,0.34256494114477,0.000286058267261761,998,1700,0.703406813627255,5.44602582469222,4.6,0.0238794977153796,6.83092773954266,4.61549668529422,0.0238794977153796,5e-04,9.81,0.0370594117600374,1.61089292714636,1.61089292714636
"26",26,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_A_23",23,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.09",0.584,0.311,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584,311,5.84,584,294.92,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,58.4,584,321.2,294.92,0.000584,0.000311,0.00029492,0.692018344458819,0.000376957585586397,998,1700,0.703406813627255,7.17658246890869,4.6,0.0454067470505545,17.1164177375093,1.68215504268316,0.0454067470505545,5e-04,9.81,0.0370594117600374,3.06310495054311,3.06310495054311
"27",27,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_A_24",24,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.071",0.422,0.284,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422,284,4.22,422,213.11,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,42.2,422,232.1,213.11,0.000422,0.000284,0.00021311,0.615585573735731,0.000294495190584463,998,1700,0.703406813627255,5.6066494023158,4.6,0.0347417316624366,10.2312728871635,2.24486174114988,0.0347417316624366,5e-04,9.81,0.0370594117600374,2.34365104655411,2.34365104655411
"28",28,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_A_25",25,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.112",0.651,0.448,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651,448,6.51,651,328.755,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,65.1,651,358.05,328.755,0.000651,0.000448,0.000328755,0.60875545428768,0.000457696006454716,998,1700,0.703406813627255,8.71369422345685,4.6,0.0491069830793277,22.4760700444476,1.74624401387187,0.0491069830793277,5e-04,9.81,0.0370594117600374,3.3127200856087,3.3127200856087
"29",29,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_A_27",27,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.172",0.686,0.477,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686,477,6.86,686,346.43,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,68.6,686,377.3,346.43,0.000686,0.000477,0.00034643,0.605611685510472,0.000483970989342137,998,1700,0.703406813627255,9.21392180547357,4.6,0.0511903203706489,24.7746299945239,1.69925262401826,0.0511903203706489,5e-04,9.81,0.0370594117600374,3.45326044987642,3.45326044987642
"30",30,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_A_30",30,"black","Non-Fiber","Black",0,"rubbery texture, tears apart easily.","done","0.079",0.781,0.191,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781,191,7.81,191,99.405,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,78.1,781,429.55,99.405,0.000781,0.000191,9.9405e-05,0.257374804111788,0.000245676835964727,998,1700,0.703406813627255,4.67723728455736,4.6,0.0178092988518791,4.3753321926799,7.12664099346654,0.0178092988518791,5e-04,9.81,0.0370594117600374,1.20140188457359,1.20140188457359
"31",31,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_A_33",33,"black","Non-Fiber","Black",0,"rubbery texture, tears apart easily.","done","0.121",0.592,0.43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592,430,5.92,592,298.96,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,59.2,592,325.6,298.96,0.000592,0.00043,0.00029896,0.592540450979097,0.000423774105374513,998,1700,0.703406813627255,8.06788331551204,4.6,0.0454311960897577,19.2525644790312,1.88903667133738,0.0454311960897577,5e-04,9.81,0.0370594117600374,3.06475426430998,3.06475426430998
"32",32,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_B_1",1,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.091",0.484,0.323,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484,323,4.84,484,244.42,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,48.4,484,266.2,244.42,0.000484,0.000323,0.00024442,0.618176936206944,0.000336817675710363,998,1700,0.703406813627255,6.41239205456326,4.6,0.038779250797472,13.0615371193938,2.06067907267157,0.038779250797472,5e-04,9.81,0.0370594117600374,2.61601904588844,2.61601904588844
"33",33,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_B_36",36,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.12",0.557,0.387,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557,387,5.57,557,281.285,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,55.7,557,306.35,281.285,0.000557,0.000387,0.000281285,0.60584774142363,0.000392859787889598,998,1700,0.703406813627255,7.47933129432007,4.6,0.0433335225799673,17.0239984892751,1.92488108175531,0.0433335225799673,5e-04,9.81,0.0370594117600374,2.92324678954399,2.92324678954399
"34",34,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_C_1",1,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.137",0.638,0.313,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638,313,6.38,313,159.69,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,63.8,638,350.9,159.69,0.000638,0.000313,0.00015969,0.35735117362025,0.000317113145664054,998,1700,0.703406813627255,6.03725386847677,4.6,0.0265977169686597,8.43448569541385,4.12420115899097,0.0265977169686597,5e-04,9.81,0.0370594117600374,1.79426195030307,1.79426195030307
"35",35,"tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_C_6",6,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.155",0.747,0.409,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,747,409,7.47,747,377.235,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,74.7,747,410.85,377.235,0.000747,0.000409,0.000377235,0.682480150978193,0.000486652131529097,998,1700,0.703406813627255,9.26496584531073,4.6,0.0552388660838275,26.882111922945,1.4673828356613,0.0552388660838275,5e-04,9.81,0.0370594117600374,3.72637229386582,3.72637229386582
