"","X","Material","Morphology","Material..Raw.Data.","Morphology..Raw.Data.","Site.Code","Flow.Type","Loc.Code","X.Sec.Loc","Test.Group","Depth..m.","Event","Field.ID","Sample.ID","Unique.ID","Particle","Color","X1st.Order.Morph","Color.Group","Confidence....","Comment","QA_Color.Morph","Projected.SA..mm2.","length_mm","width_mm","lengthfiber_mm","OS..Y.N.","filename","Batch..Y.N.","max_cor_new","SpectrumIdentity","Organization","SpectralCollectionMode","InstrumentMode","InstrumentMode.1","library_type","polymer_class","polymer","plastic_or_not","Length..microns.","Width..microns.","material.1","Min.Projected.Height..microns.","Max.Projected.Height..microns.","Projected.Height..microns.","Density..mg.microns3.","X5..Density..mg.microns3.","X95..Density..mg.microns3.","X10..Density..mg.microns3.","X90..Density..mg.microns3.","Min.Projected.Width..microns.","Max.Projected.Width..microns.","Projected.Width..microns.","Height..microns.","a","b","c","CSF","Deqi","water.density","particle.density","delta","D_dimless","P","W","Re","Cd","W_adj","slope","g","shear_velocity","Rouse","Rouse_adj"
"1",1,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Low Flow","1","RB","Outside Thalweg_1",0.193,"BF-1","SDC-BF-1-N-1","SDC-BF-1","SDC-BF-1-N-1_S0-0_A_9",9,"pink","Fiber","Red",0,"0","done",0.0003004,4.444,0.528,4.444,"Y","SDC-BF-1-N-1_A_9.SPA","Y",0.9,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",4444,528,NA,4.444,528,266.222,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,4.444,2222,1113.222,266.222,0.004444,0.000528,0.000266222,0.173796071485222,0.000266222,998,1440,0.442885771543086,4.34407705601359,NA,0.0265736273086451,7.07448420936212,2.18394518724188,0.0265736273086451,0.002,9.81,0.0615358432135288,1.07959954397776,1.07959954397776
"2",2,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Low Flow","1","RB","Outside Thalweg_1",0.193,"BF-1","SDC-BF-1-N-1","SDC-BF-1","SDC-BF-1-N-1_S0-0_A_12",12,"black","Fiber","Black",0,"0","done",0.11,1.909,0.693,0,"Y","SDC-BF-1-N-1_A_12.SPA","Y",0.9,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",1909,693,NA,1.909,954.5,478.2045,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,1.909,954.5,478.2045,478.2045,0.001909,0.000693,0.0004782045,0.415761314673721,0.0004782045,998,1440,0.442885771543086,7.80310115817795,NA,0.0401645273831126,19.2068577349777,1.71722739702843,0.0401645273831126,0.002,9.81,0.0615358432135288,1.63175335242186,1.63175335242186
"3",3,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Low Flow","1","RB","Outside Thalweg_1",0.193,"BF-1","SDC-BF-1-N-1","SDC-BF-1","SDC-BF-1-N-1_S0-0_A_22",22,"blue","Fiber","Blue",0,"0","done",0.123,1.508,0.83,0,"Y","SDC-BF-1-N-1_A_22.SPA","Y",0.8,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",1508,830,NA,1.508,754,377.754,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,1.508,754,377.754,377.754,0.001508,0.00083,0.000377754,0.337652021986849,0.000377754,998,1440,0.442885771543086,6.16400028629248,NA,0.0340050592044872,12.8455471347319,1.89243718559789,0.0340050592044872,0.002,9.81,0.0615358432135288,1.38151431054946,1.38151431054946
"4",4,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Low Flow","1","RB","Outside Thalweg_1",0.193,"BF-1","SDC-BF-1-N-1","SDC-BF-1","SDC-BF-1-N-1_S0-0_A_27",27,"blue","Fiber","Blue",0,"0","done",0.162,4.107,0.895,0,"Y","SDC-BF-1-N-1_A_27.SPA","Y",1,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",4107,895,NA,4.107,895,449.5535,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,4.107,2053.5,1028.8035,449.5535,0.004107,0.000895,0.0004495535,0.234480922546401,0.0004495535,998,1440,0.442885771543086,7.33558851184577,NA,0.0405307241747228,18.2207289102812,1.58530244086723,0.0405307241747228,0.002,9.81,0.0615358432135288,1.64663073008042,1.64663073008042
"5",5,"PE","fiber","POLY(ETHYLENE)","fiber","SDC","Low Flow","2","C","Inside Thalweg",0.2,"BF-1","SDC-BF-1-N-2","SDC-BF-1","SDC-BF-1-N-2_S0-0_A_4",4,"green","Fiber","Green",0,"0","done",0.0006008,8.94,2.366,8.94,"Y","SDC-BF-1-N-2_A_4.SPA","Y",0.9,"LDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",8940,2366,NA,8.94,4470,2239.47,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,8.94,4470,2239.47,2239.47,0.00894,0.002366,0.00223947,0.486932900531081,0.00223947,998,751,0.24749498997996,30.0993457313979,NA,0.0695409052568741,155.734771095612,1.49912803261776,-0.0695409052568741,0.002,9.81,0.0626418390534633,2.77533778971282,-2.77533778971282
"6",6,"PP","fiber","POLY(PROPYLENE)","fiber","SDC","Low Flow","1","RB","Outside Thalweg_1",0.193,"BF-1","SDC-BF-1-N-1","SDC-BF-1","SDC-BF-1-N-1_S0-0_B_20",20,"black","Fiber","Black",0,"0","done",0.0001888,2.088,0.371,2.088,"Y","SDC-BF-1-N-1_B_20.SPA","Y",0.9,"PP 8. White Toothbrush Fragment","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",2088,371,NA,2.088,371,186.544,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,2.088,1044,523.044,186.544,0.002088,0.000371,0.000186544,0.211947882962717,0.000186544,998,999,0.00100200400801603,0.399601804131147,NA,0.000363420327508756,0.0677938815747934,18.5114337378713,0.000363420327508756,0.002,9.81,0.0615358432135288,0.0147645790051048,0.0147645790051048
"7",7,"PP","fiber","POLY(PROPYLENE)","fiber","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_B_31",31,"gray","Fiber","Black",0,"0","done",0.188,3.14,0.987,0,"Y","SDC-BF-1-N-3_B_31.SPA","Y",0.9,"PP 19. White Fiber","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",3140,987,NA,3.14,1570,786.57,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,3.14,1570,786.57,786.57,0.00314,0.000987,0.00078657,0.446800836885905,0.00078657,998,999,0.00100200400801603,1.68493648187793,NA,0.00141945717120584,1.11650242715538,5.11646484546571,0.00141945717120584,0.002,9.81,0.0615358432135288,0.0576679012214207,0.0576679012214207
"8",8,"PP","fiber","POLY(PROPYLENE)","fiber","SDC","Low Flow","3","LB","Outside Thalweg_2",0.205,"BF-3","SDC-BF-3-N-3","SDC-BF-3","SDC-BF-3-N-3_S0-0_A_13",13,"red","Fiber","Red",0,"0","done",0.178,2.078,0.19,0,"Y","SDC-BF-3-N-3_A_13.SPA","Y",0.9,"PP 48. Brown Fragment","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",2078,190,NA,2.078,190,96.039,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,2.078,1039,520.539,96.039,0.002078,0.00019,9.6039e-05,0.152843881186355,9.6039e-05,998,999,0.00100200400801603,0.205728180305725,NA,0.000188860756898906,0.0181379982318141,35.2891648318705,0.000188860756898906,0.002,9.81,0.0634200283822075,0.00744483886701836,0.00744483886701836
"9",9,"Polyesters","fiber","POLYESTERS","fiber","SDC","Low Flow","1","RB","Outside Thalweg_1",0.15,"BF-4","SDC-BF-4-N-1","SDC-BF-4","SDC-BF-4-N-1_S0-0_A_3",3,"black","Fiber","Black",0,"0","0",0.024,2.532,0.555,2.532,"Y","SDC-BF-4-N-1_S0-0_A_3.SPA","Y",0.7,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",2532,555,NA,2.532,555,278.766,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,2.532,1266,634.266,278.766,0.002532,0.000555,0.000278766,0.23515892230488,0.000278766,998,751,0.24749498997996,3.74672320332885,NA,0.0124076210882045,3.45882290027443,5.86187988224652,-0.0124076210882045,0.002,9.81,0.0542494239600754,0.571785845013575,-0.571785845013575
"10",10,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Low Flow","1","RB","Outside Thalweg_1",0.15,"BF-4","SDC-BF-4-N-1","SDC-BF-4","SDC-BF-4-N-1_S0-0_A_7",7,"black","Fiber","Black",0,"0","0",0.018,1.998,0.501,1.998,"Y","SDC-BF-4-N-1_S0-0_A_7.SPA","Y",0.7,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",1998,501,NA,1.998,999,500.499,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,1.998,999,500.499,500.499,0.001998,0.000501,0.000500499,0.500249437780794,0.000500499,998,1440,0.442885771543086,8.1668916260029,NA,0.0407227863702429,20.3817138555202,1.74834732782563,0.0407227863702429,0.002,9.81,0.0542494239600754,1.8766460267031,1.8766460267031
"11",11,"PP","fiber","POLY(PROPYLENE)","fiber","SDC","Low Flow","1","RB","Outside Thalweg_1",0.15,"BF-4","SDC-BF-4-N-1","SDC-BF-4","SDC-BF-4-N-1_S0-0_B_13",13,"blue","Fiber","Blue",0,"0","0",0.022,2.741,0.638,2.741,"Y","SDC-BF-4-N-1_S0-0_B_13.SPA","Y",0.8,"PP 9. White Fork Fragment","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",2741,638,NA,2.741,638,320.3705,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,2.741,1370.5,686.6205,320.3705,0.002741,0.000638,0.0003203705,0.242263318528186,0.0003203705,998,999,0.00100200400801603,0.686275783677833,NA,0.000615756390347849,0.197270182653935,11.0741873473843,0.000615756390347849,0.002,9.81,0.0542494239600754,0.0283761718281567,0.0283761718281567
"12",12,"Polyesters","fiber","POLYESTERS","fiber","SDC","Low Flow","1","RB","Outside Thalweg_1",0.15,"BF-4","SDC-BF-4-N-1","SDC-BF-4","SDC-BF-4-N-1_S0-0_B_15",15,"red","Fiber","Red",0,"0","0",0.016,2.053,0.523,2.053,"Y","SDC-BF-4-N-1_S0-0_B_15.SPA","Y",0.8,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",2053,523,NA,2.053,1026.5,514.2765,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,2.053,1026.5,514.2765,514.2765,0.002053,0.000523,0.0005142765,0.496308096907001,0.0005142765,998,751,0.24749498997996,6.91207570319461,NA,0.0210972821977622,10.8498364481775,3.74039795977305,-0.0210972821977622,0.002,9.81,0.0542494239600754,0.972235309507096,-0.972235309507096
"13",13,"PE","fiber","POLY(ETHYLENE)","fiber","SDC","Low Flow","1","RB","Outside Thalweg_1",0.15,"BF-4","SDC-BF-4-N-1","SDC-BF-4","SDC-BF-4-N-1_S0-0_B_17",17,"gray","Fiber","Black",0,"0","0",10.082,8.282,4.239,0,"Y","SDC-BF-4-N-1_S0-0_B_17.SPA","Y",0.9,"LDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",8282,4239,NA,8.282,4141,2074.641,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,8.282,4141,2074.641,2074.641,0.008282,0.004239,0.002074641,0.350141537957113,0.002074641,998,751,0.24749498997996,27.8839800164918,NA,0.06852081212506,142.156086187947,1.43044811235017,-0.06852081212506,0.002,9.81,0.0542494239600754,3.15767464072465,-3.15767464072465
"14",14,"PVC","fiber","POLY(VINYL CHLORIDE)","fiber","SDC","Low Flow","2","C","Inside Thalweg",0.24,"BF-4","SDC-BF-4-N-2","SDC-BF-4","SDC-BF-4-N-2_S0-0_A_12",12,"brown","Fiber","Black",0,"0","0",0.262,2.758,2.28,0,"Y","SDC-BF-4-N-2_S0-0_A_12.SPA","Y",0.7,"PVC.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyhaloolefins (Vinylhalides)","POLY(VINYL CHLORIDE)","plastic",2758,2280,NA,2.758,1379,690.879,1.33e-09,1.33e-09,1.33e-09,1.33e-09,1.33e-09,2.758,1379,690.879,690.879,0.002758,0.00228,0.000690879,0.275510044950127,0.000690879,998,1330,0.332665330661323,10.2477260887042,NA,0.0472296869475185,32.6299988886146,1.34768112084299,0.0472296869475185,0.002,9.81,0.0686206965863798,1.72067937579392,1.72067937579392
"15",15,"PVC","fiber","POLY(VINYL CHLORIDE)","fiber","SDC","Low Flow","2","C","Inside Thalweg",0.24,"BF-4","SDC-BF-4-N-2","SDC-BF-4","SDC-BF-4-N-2_S0-0_A_13",13,"brown","Fiber","Black",0,"0","0",0.064,7.497,0.727,7.497,"Y","SDC-BF-4-N-2_S0-0_A_13.SPA","Y",0.7,"PVC.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyhaloolefins (Vinylhalides)","POLY(VINYL CHLORIDE)","plastic",7497,727,NA,7.497,727,367.2485,1.33e-09,1.33e-09,1.33e-09,1.33e-09,1.33e-09,7.497,3748.5,1877.9985,367.2485,0.007497,0.000727,0.0003672485,0.157307369840304,0.0003672485,998,1330,0.332665330661323,5.44735334912115,NA,0.029617425380526,10.8769550448601,1.82171616110833,0.029617425380526,0.002,9.81,0.0686206965863798,1.07902669507455,1.07902669507455
"16",16,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Low Flow","2","C","Inside Thalweg",0.24,"BF-4","SDC-BF-4-N-2","SDC-BF-4","SDC-BF-4-N-2_S0-0_A_18",18,"black","Fiber","Black",0,"0","0",0.083,1.565,0.4,0,"Y","SDC-BF-4-N-2_S0-0_A_18.SPA","Y",0.8,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",1565,400,NA,1.565,782.5,392.0325,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,1.565,782.5,392.0325,392.0325,0.001565,4e-04,0.0003920325,0.495490013143555,0.0003920325,998,1440,0.442885771543086,6.39698968703431,NA,0.0337272314688518,13.2221708708126,1.99645790576968,0.0337272314688518,0.002,9.81,0.0686206965863798,1.22875579623401,1.22875579623401
"17",17,"PET","fiber bundle","POLY(ETHYLENE TEREPHTHALATE)","fiber bundle","SDC","Low Flow","2","C","Inside Thalweg",0.24,"BF-4","SDC-BF-4-N-2","SDC-BF-4","SDC-BF-4-N-2_S0-0_A_26",26,"black","Fiber","Black",0,"0","0",0.031,0.65,0.396,3.91,"Y","SDC-BF-4-N-2_S0-0_A_26.SPA","Y",0.9,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",650,396,NA,0.65,65,32.825,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,65,650,357.5,32.825,0.00065,0.000396,3.2825e-05,0.0646994313278055,3.2825e-05,998,1440,0.442885771543086,0.535621884606254,NA,0.00372657686698616,0.122324885658821,13.692540664075,0.00372657686698616,0.002,9.81,0.0686206965863798,0.135767233953066,0.135767233953066
"18",18,"PE","fiber","POLY(ETHYLENE)","fiber","SDC","Low Flow","2","C","Inside Thalweg",0.24,"BF-4","SDC-BF-4-N-2","SDC-BF-4","SDC-BF-4-N-2_S0-0_A_28",28,"brown","Fiber","Black",0,"0","0",0.103,2.152,0.183,0,"Y","SDC-BF-4-N-2_S0-0_A_28.SPA","Y",0.9,"LDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",2152,183,NA,2.152,183,92.576,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,2.152,1076,539.076,92.576,0.002152,0.000183,9.2576e-05,0.147520281897127,9.2576e-05,998,751,0.24749498997996,1.24425736019232,NA,0.00429555071878654,0.397664903342383,16.2418264450881,-0.00429555071878654,0.002,9.81,0.0686206965863798,0.15649617872136,-0.15649617872136
"19",19,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Low Flow","2","C","Inside Thalweg",0.24,"BF-4","SDC-BF-4-N-2","SDC-BF-4","SDC-BF-4-N-2_S0-0_A_29",29,"red","Fiber","Red",0,"0","0",0.106,12.785,1.362,12.785,"Y","SDC-BF-4-N-2_S0-0_A_29.SPA","Y",0.8,"PET.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",12785,1362,NA,12.785,1362,687.3925,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,12.785,6392.5,3202.6425,687.3925,0.012785,0.001362,0.0006873925,0.164727409720873,0.0006873925,998,1440,0.442885771543086,11.2165260110953,NA,0.0590013399274807,40.5570785561008,1.14388011960014,0.0590013399274807,0.002,9.81,0.0686206965863798,2.14954608677025,2.14954608677025
"20",20,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Low Flow","2","C","Inside Thalweg",0.24,"BF-4","SDC-BF-4-N-2","SDC-BF-4","SDC-BF-4-N-2_S0-0_A_35",35,"brown","Fiber","Black",0,"0","0",0.205,4.514,0.466,0,"Y","SDC-BF-4-N-2_S0-0_A_35.SPA","Y",0.7,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",4514,466,NA,4.514,466,235.257,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,4.514,2257,1130.757,235.257,0.004514,0.000466,0.000235257,0.162206711188367,0.000235257,998,1440,0.442885771543086,3.83880571841016,NA,0.0239063787751252,5.62414295149963,2.38459393033977,0.0239063787751252,0.002,9.81,0.0686206965863798,0.870960947803547,0.870960947803547
"21",21,"PP","fiber bundle","POLY(PROPYLENE)","fiber bundle","SDC","Low Flow","2","C","Inside Thalweg",0.24,"BF-4","SDC-BF-4-N-2","SDC-BF-4","SDC-BF-4-N-2_S0-0_A_36",36,"blue","Fiber","Blue",0,"0","0",0.635,1.447,1.097,0,"Y","SDC-BF-4-N-2_S0-0_A_36.SPA","Y",0.8,"PP 52. White Fragment","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",1447,1097,NA,1.447,144.7,73.0735,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,144.7,1447,795.85,73.0735,0.001447,0.001097,7.30735e-05,0.0579992436218873,7.30735e-05,998,999,0.00100200400801603,0.156533056191447,NA,0.000144264751503767,0.0105419303190105,46.0168247189951,0.000144264751503767,0.002,9.81,0.0686206965863798,0.0052558760942541,0.0052558760942541
"22",22,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Low Flow","2","C","Inside Thalweg",0.24,"BF-4","SDC-BF-4-N-2","SDC-BF-4","SDC-BF-4-N-2_S0-0_A_40",40,"black","Fiber","Black",0,"0","0",0.118,2.477,0.666,0,"Y","SDC-BF-4-N-2_S0-0_A_40.SPA","Y",0.7,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",2477,666,NA,2.477,1238.5,620.4885,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,2.477,1238.5,620.4885,620.4885,0.002477,0.000666,0.0006204885,0.483096197263869,0.0006204885,998,1440,0.442885771543086,10.1248200989035,NA,0.0480685120552991,29.8259589424245,1.55564984858291,0.0480685120552991,0.002,9.81,0.0686206965863798,1.75123958392023,1.75123958392023
"23",23,"PP","fiber","POLY(PROPYLENE)","fiber","SDC","Low Flow","2","C","Inside Thalweg",0.24,"BF-4","SDC-BF-4-N-2","SDC-BF-4","SDC-BF-4-N-2_S0-0_A_42",42,"blue","Fiber","Blue",0,"thin and long particle, too thick to be a fiber, hard surface","done",0.105,12.281,1.719,12.281,"Y","SDC-BF-4-N-2_S0-0_A_42.SPA","Y",0.9,"PP 9. White Fork Fragment","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",12281,1719,NA,12.281,1719,865.6405,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,12.281,6140.5,3076.3905,865.6405,0.012281,0.001719,0.0008656405,0.188400808934031,0.0008656405,998,999,0.00100200400801603,1.85431590149771,NA,0.00160094516979456,1.38584297725354,4.42651411654011,0.00160094516979456,0.002,9.81,0.0686206965863798,0.05832588597302,0.05832588597302
"24",24,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Low Flow","3","LB","Outside Thalweg_2",0.21,"BF-4","SDC-BF-4-N-3","SDC-BF-4","SDC-BF-4-N-3_S0-0_A_1",1,"brown","Fiber","Black",0,"0","0",0.268,3.488,0.587,0,"Y","SDC-BF-4-N-3_S0-0_A_1.SPA","Y",0.8,"PET.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",3488,587,NA,3.488,587,295.244,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,3.488,1744,873.744,295.244,0.003488,0.000587,0.000295244,0.206335422602394,0.000295244,998,1440,0.442885771543086,4.81764349424794,NA,0.0287652790868393,8.49277605871479,2.06701376431569,0.0287652790868393,0.002,9.81,0.0641887840670004,1.12033899321157,1.12033899321157
"25",25,"PE","fiber","POLY(ETHYLENE)","fiber","SDC","Low Flow","3","LB","Outside Thalweg_2",0.21,"BF-4","SDC-BF-4-N-3","SDC-BF-4","SDC-BF-4-N-3_S0-0_A_34",34,"green","Fiber","Green",0,"very thin sheet particle","done",0.135,1.023,0.426,0,"Y","SDC-BF-4-N-3_S0-0_A_34.SPA","Y",0.9,"Polyethylene, low Mw ~4,000 by GPC","NIST Chem Web Book","0","Reflectance","0","Polymer, Minerals, Organic Materials","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1023,426,NA,1.023,511.5,256.2615,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,1.023,511.5,256.2615,256.2615,0.001023,0.000426,0.0002562615,0.388186785753718,0.0002562615,998,751,0.24749498997996,3.44425399141163,NA,0.0112969288012336,2.89496791999732,6.50034993293159,-0.0112969288012336,0.002,9.81,0.0641887840670004,0.439988424980984,-0.439988424980984
"26",26,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Low Flow","3","LB","Outside Thalweg_2",0.21,"BF-4","SDC-BF-4-N-3","SDC-BF-4","SDC-BF-4-N-3_S0-0_A_45",45,"blue","Fiber","Blue",0,"long and thin particle, hard surface","done",0.106,1.581,0.776,0,"Y","SDC-BF-4-N-3_S0-0_A_45.SPA","Y",0.7,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",1581,776,NA,1.581,790.5,396.0405,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,1.581,790.5,396.0405,396.0405,0.001581,0.000776,0.0003960405,0.357554958017054,0.0003960405,998,1440,0.442885771543086,6.46239022057587,NA,0.0351414050733636,13.9174196359574,1.85780799716018,0.0351414050733636,0.002,9.81,0.0641887840670004,1.36867388844299,1.36867388844299
"27",27,"PE","fiber","POLY(ETHYLENE)","fiber","SDC","Low Flow","3","LB","Outside Thalweg_2",0.21,"BF-4","SDC-BF-4-N-3","SDC-BF-4","SDC-BF-4-N-3_S0-0_B_3",3,"black","Fiber","Black",0,"0","0",0.156,2.117,0.986,0,"Y","SDC-BF-4-N-3_S0-0_B_3.SPA","Y",0.7,"MDPE","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",2117,986,NA,2.117,1058.5,530.3085,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,2.117,1058.5,530.3085,530.3085,0.002117,0.000986,0.0005303085,0.36705378072045,0.0005303085,998,751,0.24749498997996,7.12755200373258,NA,0.0220527082761595,11.6947386468677,3.5300339260951,-0.0220527082761595,0.002,9.81,0.0641887840670004,0.858900374757872,-0.858900374757872
"28",28,"PVC","fiber","POLY(VINYL CHLORIDE)","fiber","SDC","Low Flow","3","LB","Outside Thalweg_2",0.21,"BF-4","SDC-BF-4-N-3","SDC-BF-4","SDC-BF-4-N-3_S0-0_B_9",9,"gray","Fiber","Black",0,"0","0",0.13,2.494,0.317,0,"Y","SDC-BF-4-N-3_S0-0_B_9.SPA","Y",0.7,"PVC.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyhaloolefins (Vinylhalides)","POLY(VINYL CHLORIDE)","plastic",2494,317,NA,2.494,317,159.747,1.33e-09,1.33e-09,1.33e-09,1.33e-09,1.33e-09,2.494,1247,624.747,159.747,0.002494,0.000317,0.000159747,0.179661431331955,0.000159747,998,1330,0.332665330661323,2.36950826337495,NA,0.0139490105960885,2.22831259569336,3.57240911700529,0.0139490105960885,0.002,9.81,0.0641887840670004,0.543280683644379,0.543280683644379
"29",29,"PET","fiber","POLY(ETHYLENE TEREPHTHALATE)","fiber","SDC","Low Flow","1","RB","Outside Thalweg_1",0.2,"DF-1","SDC-DF-1-N-1","SDC-DF-1","SDC-DF-1-N-1_S0-0_A_9",9,"black","Fiber","Black",0,"0","0",0.032,0.997,0.429,0,"Y","SDC-DF-1-N-1_A_9.SPA","Y",0.9,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",997,429,NA,0.997,498.5,249.7485,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,0.997,498.5,249.7485,249.7485,0.000997,0.000429,0.0002497485,0.381879779621697,0.0002497485,998,1440,0.442885771543086,4.07527074630875,NA,0.0238484936689608,5.95612552108245,2.54378530617198,0.0238484936689608,0.002,9.81,0.0626418390534633,0.951779754127535,0.951779754127535
