"","X","Material","Morphology","Material..Raw.Data.","Morphology..Raw.Data.","Site.Code","Flow.Type","Loc.Code","X.Sec.Loc","Test.Group","Depth..m.","Event","Field.ID","Sample.ID","Unique.ID","Particle","Color","X1st.Order.Morph","Color.Group","Confidence....","Comment","QA_Color.Morph","Projected.SA..mm2.","length_mm","width_mm","lengthfiber_mm","OS..Y.N.","filename","Batch..Y.N.","max_cor_new","SpectrumIdentity","Organization","SpectralCollectionMode","InstrumentMode","InstrumentMode.1","library_type","polymer_class","polymer","plastic_or_not","Length..microns.","Width..microns.","material.1","Min.Projected.Height..microns.","Max.Projected.Height..microns.","Projected.Height..microns.","Density..mg.microns3.","X5..Density..mg.microns3.","X95..Density..mg.microns3.","X10..Density..mg.microns3.","X90..Density..mg.microns3.","Min.Projected.Width..microns.","Max.Projected.Width..microns.","Projected.Width..microns.","Height..microns.","a","b","c","CSF","Deqi","water.density","particle.density","delta","D_dimless","P","W","Re","Cd","W_adj","slope","g","shear_velocity","Rouse","Rouse_adj"
"361",362,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.235,"DF-1","SDC-DF-1-N-3","SDC-DF-1","SDC-DF-1-N-3_S0-0_A_34",34,"orange","Non-Fiber","Yellow",0,"0","0",0.498,1.812,0.759,0,"Y","SDC-DF-1-N-3_A_34.SPA","Y",0.9,"ULDPE","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1812,759,NA,18.12,759,388.56,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,181.2,1812,996.6,388.56,0.001812,0.000759,0.00038856,0.33132797473323,0.000811495320680546,998,1270,0.272545090180361,11.2630274683764,4.6,0.0305167718371784,24.7642175481462,3.10638260328762,0.0305167718371784,0.002,9.81,0.0679021354597924,1.12355714700787,1.12355714700787
"362",363,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.235,"DF-1","SDC-DF-1-N-3","SDC-DF-1","SDC-DF-1-N-3_S0-0_A_42",42,"gray","Non-Fiber","Black",0,"0","0",0.281,0.775,0.517,0,"Y","SDC-DF-1-N-3_A_42.SPA","Y",1,"LDPE.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",775,517,NA,7.75,775,391.375,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,77.5,775,426.25,391.375,0.000775,0.000517,0.000391375,0.618296741650002,0.000539256152464271,998,1270,0.272545090180361,7.48452480613505,4.6,0.0319969934866137,17.2545755980156,1.87768557408956,0.0319969934866137,0.002,9.81,0.0679021354597924,1.17805549376133,1.17805549376133
"363",364,"Polyesters","fragment","POLYESTERS","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.235,"DF-1","SDC-DF-1-N-3","SDC-DF-1","SDC-DF-1-N-3_S0-0_B_6",6,"white","Non-Fiber","White",0,"0","0",0.343,1.007,0.773,0,"Y","SDC-DF-1-N-3_B_6.SPA","Y",0.8,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",1007,773,NA,10.07,1007,508.535,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,100.7,1007,553.85,508.535,0.001007,0.000773,0.000508535,0.57638990571944,0.000734248843332378,998,1270,0.272545090180361,10.1908965835327,4.6,0.0392698595414471,28.8338489461325,1.69734717526313,0.0392698595414471,0.002,9.81,0.0679021354597924,1.44582564581862,1.44582564581862
"364",365,"Polyurethanes (isocyanates)","fragment","POLYURETHANES (ISOCYANATES)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.235,"DF-1","SDC-DF-1-N-3","SDC-DF-1","SDC-DF-1-N-3_S0-0_C_12",12,"black","Non-Fiber","Black",0,"0","0",0.149,0.836,0.65,0,"Y","SDC-DF-1-N-3_C_12.SPA","Y",0.8,"polyurethan","archaeometrielabor","0","transmittance","0","Paints","POLYURETHANES (ISOCYANATES)","0","plastic",836,650,NA,8.36,836,422.18,1.19e-09,1.19e-09,1.19e-09,1.19e-09,1.19e-09,83.6,836,459.8,422.18,0.000836,0.00065,0.00042218,0.572714051351444,0.000612170545688849,998,1190,0.192384769539078,7.56517528045973,4.6,0.0274444766227056,16.8007002302665,2.04522435251004,0.0274444766227056,0.002,9.81,0.0679021354597924,1.01044232397362,1.01044232397362
"365",366,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.235,"DF-1","SDC-DF-1-N-3","SDC-DF-1","SDC-DF-1-N-3_S0-0_C_28",28,"gray","Non-Fiber","Black",0,"0","0",0.121,0.858,0.432,0,"Y","SDC-DF-1-N-3_C_28.SPA","Y",0.9,"LDPE.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",858,432,NA,8.58,432,220.29,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,85.8,858,471.9,220.29,0.000858,0.000432,0.00022029,0.361833910312319,0.000433832355844909,998,1270,0.272545090180361,6.02131104890892,4.6,0.0194947657891132,8.45746016893573,4.06941519215966,0.0194947657891132,0.002,9.81,0.0679021354597924,0.717752308418078,0.717752308418078
"366",367,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","2","C","Inside Thalweg",0.29,"DF-1","SDC-DF-1-N-2","SDC-DF-1","SDC-DF-1-N-2_S0-0_B_10",10,"white","Non-Fiber","White",0,"0","0",0.383,1.259,0.656,0,"Y","SDC-DF-1-N-2_B_10.SPA","Y",1,"LDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1259,656,NA,12.59,1259,635.795,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,125.9,1259,692.45,635.795,0.001259,0.000656,0.000635795,0.699604063765059,0.000806768424909365,998,1270,0.272545090180361,11.1974212281996,4.6,0.0475625816164591,38.3719890553339,1.27134716984358,0.0475625816164591,0.002,9.81,0.0754307629551763,1.57636552227115,1.57636552227115
"367",368,"PET","fragment","POLY(ETHYLENE TEREPHTHALATE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.235,"DF-1","SDC-DF-1-N-3","SDC-DF-1","SDC-DF-1-N-3_S0-0_D_1",1,"blue","Non-Fiber","Blue",0,"0","0",0.000317,1.521,0.648,3.278,"Y","SDC-DF-1-N-3_D_1.SPA","Y",0.9,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",1521,648,NA,15.21,648,331.605,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,152.1,1521,836.55,331.605,0.001521,0.000648,0.000331605,0.334017299395107,0.000688824253264672,998,1460,0.462925851703407,11.4069247688501,4.6,0.0369612690718313,25.4598185681188,3.05304959745443,0.0369612690718313,0.002,9.81,0.0679021354597924,1.36082866987731,1.36082866987731
"368",369,"PET","fragment","POLY(ETHYLENE TEREPHTHALATE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.235,"DF-1","SDC-DF-1-N-3","SDC-DF-1","SDC-DF-1-N-3_S0-0_D_20",20,"black","Non-Fiber","Black",0,"0","0",0.00019,1.644,0.178,1.766,"Y","SDC-DF-1-N-3_D_20.SPA","Y",0.8,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",1644,178,NA,16.44,178,97.22,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,164.4,1644,904.2,97.22,0.001644,0.000178,9.722e-05,0.179719296117823,0.000305275869868947,998,1460,0.462925851703407,5.05536624884539,4.6,0.0132895281508498,4.05697226639854,10.4662844277108,0.0132895281508498,0.002,9.81,0.0679021354597924,0.489289771995429,0.489289771995429
"369",371,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","1","RB","Outside Thalweg_1",0.15,"DF-2","SDC-DF-2-N-1","SDC-DF-2","SDC-DF-2-N-1_S0-0_A_9",9,"black","Non-Fiber","Black",0,"0","0",0.25,1.202,0.823,0,"Y","SDC-DF-2-N-1_A_9.SPA","Y",0.9,"HDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1202,823,NA,12.02,1202,607.01,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,120.2,1202,661.1,607.01,0.001202,0.000823,0.00060701,0.610300455853961,0.000843658557811781,998,1270,0.272545090180361,11.7094322892658,4.6,0.045416587666554,38.3160928514973,1.45808828744605,0.045416587666554,0.002,9.81,0.0542494239600754,2.09295253070236,2.09295253070236
"370",372,"PP","fragment","POLY(PROPYLENE)","fragment","SDC","Low Flow","1","RB","Outside Thalweg_1",0.15,"DF-2","SDC-DF-2-N-1","SDC-DF-2","SDC-DF-2-N-1_S0-0_A_25",25,"gray","Non-Fiber","Black",0,"has a spiky appearance with fiber-like edges around the particle.","0",0.926,2.118,1.275,0,"Y","SDC-DF-2-N-1_A_25.SPA","Y",0.9,"PP 19. White Fiber","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",2118,1275,NA,21.18,2118,1069.59,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,211.8,2118,1164.9,1069.59,0.002118,0.001275,0.00106959,0.650877507225257,0.00142413499414253,998,1000,0.00200400801603218,3.8436217776521,4.6,0.00376506129489813,5.36195554515603,2.63338437730633,0.00376506129489813,0.002,9.81,0.0542494239600754,0.173506971137104,0.173506971137104
"371",373,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","1","RB","Outside Thalweg_1",0.15,"DF-2","SDC-DF-2-N-1","SDC-DF-2","SDC-DF-2-N-1_S0-0_A_29",29,"pink","Non-Fiber","Red",0,"0","0",0.204,3.016,1.391,0,"Y","SDC-DF-2-N-1_A_29.SPA","Y",1,"MDPE","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",3016,1391,NA,30.16,1391,710.58,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,301.6,3016,1658.8,710.58,0.003016,0.001391,0.00071058,0.346923521464613,0.00143920883244729,998,1270,0.272545090180361,19.9752829122781,4.6,0.049612854070787,71.4032577815951,2.08440208859782,0.049612854070787,0.002,9.81,0.0542494239600754,2.28633091603421,2.28633091603421
"372",374,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","2","C","Inside Thalweg",0.225,"DF-2","SDC-DF-2-N-2","SDC-DF-2","SDC-DF-2-N-2_S0-0_A_17",17,"blue","Non-Fiber","Blue",0,"0","0",0.064,1.99,0.386,0,"Y","SDC-DF-2-N-2_A_17.SPA","Y",0.9,"LDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1990,386,NA,19.9,386,202.95,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,199,1990,1094.5,202.95,0.00199,0.000386,0.00020295,0.231562838819014,0.000538199321077249,998,1270,0.272545090180361,7.46985667356777,4.6,0.0177219189798069,9.53792476311811,6.10896671458544,0.0177219189798069,0.002,9.81,0.0664417037710503,0.66682211525138,0.66682211525138
"373",375,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","2","C","Inside Thalweg",0.225,"DF-2","SDC-DF-2-N-2","SDC-DF-2","SDC-DF-2-N-2_S0-0_A_18",18,"blue","Non-Fiber","Blue",0,"0","0",0.064,0.524,0.26,0,"Y","SDC-DF-2-N-2_A_18.SPA","Y",0.9,"LDPE.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",524,260,NA,5.24,260,132.62,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,52.4,524,288.2,132.62,0.000524,0.00026,0.00013262,0.359299577152691,0.000262404464342546,998,1270,0.272545090180361,3.64200336637326,4.6,0.0129839223780191,3.40703919666931,5.54888220300384,0.0129839223780191,0.002,9.81,0.0664417037710503,0.488545658866609,0.488545658866609
"374",376,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","2","C","Inside Thalweg",0.225,"DF-2","SDC-DF-2-N-2","SDC-DF-2","SDC-DF-2-N-2_S0-0_A_25",25,"green","Non-Fiber","Green",0,"0","0",1.016,1.376,1.094,0,"Y","SDC-DF-2-N-2_A_25.SPA","Y",1,"HDPE.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1376,1094,NA,13.76,1376,694.88,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,137.6,1376,756.8,694.88,0.001376,0.001094,0.00069488,0.566359166666592,0.00101511486925668,998,1270,0.272545090180361,14.089134422127,4.6,0.0503526373858975,51.1137109167141,1.42730520598241,0.0503526373858975,0.002,9.81,0.0664417037710503,1.89461718047622,1.89461718047622
"375",377,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","2","C","Inside Thalweg",0.225,"DF-2","SDC-DF-2-N-2","SDC-DF-2","SDC-DF-2-N-2_S0-0_A_26",26,"gray","Non-Fiber","Black",0,"0","0",0.2,1.465,0.358,0,"Y","SDC-DF-2-N-2_A_26.SPA","Y",0.9,"HDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1465,358,NA,14.65,358,186.325,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,146.5,1465,805.75,186.325,0.001465,0.000358,0.000186325,0.257282830052692,0.000460607063579301,998,1270,0.272545090180361,6.39292658504942,4.6,0.0166673236505232,7.67708700439333,5.91078228423834,0.0166673236505232,0.002,9.81,0.0664417037710503,0.627140888347652,0.627140888347652
"376",378,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","2","C","Inside Thalweg",0.225,"DF-2","SDC-DF-2-N-2","SDC-DF-2","SDC-DF-2-N-2_S0-0_A_30",30,"green","Non-Fiber","Green",0,"0","0",0.255,1.361,0.866,0,"Y","SDC-DF-2-N-2_A_30.SPA","Y",1,"HDPE.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1361,866,NA,13.61,1361,687.305,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,136.1,1361,748.55,687.305,0.001361,0.000866,0.000687305,0.633084228896596,0.000932198729829478,998,1270,0.272545090180361,12.9383123136802,4.6,0.0502850184156785,46.8756302965474,1.31424818691116,0.0502850184156785,0.002,9.81,0.0664417037710503,1.89207288350681,1.89207288350681
"377",379,"PP","fragment","POLY(PROPYLENE)","fragment","SDC","Low Flow","2","C","Inside Thalweg",0.225,"DF-2","SDC-DF-2-N-2","SDC-DF-2","SDC-DF-2-N-2_S0-0_A_39",39,"gray","Non-Fiber","Black",0,"could make dents in the particle.","0",0.964,1.663,1.094,0,"Y","SDC-DF-2-N-2_A_39.SPA","Y",0.9,"polypropylene","Aline Carvalho","ATR","0","ATR","0","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",1663,1094,NA,16.63,1663,839.815,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,166.3,1663,914.65,839.815,0.001663,0.001094,0.000839815,0.622628278744046,0.00115176638576164,998,1000,0.00200400801603218,3.10852158067118,4.6,0.00309357315800256,3.56307357528182,3.15464733972496,0.00309357315800256,0.002,9.81,0.0664417037710503,0.116401784663087,0.116401784663087
"378",380,"PVC","fragment","POLY(VINYL CHLORIDE)","fragment","SDC","Low Flow","2","C","Inside Thalweg",0.225,"DF-2","SDC-DF-2-N-2","SDC-DF-2","SDC-DF-2-N-2_S0-0_A_43",43,"white","Non-Fiber","White",0,"0","0",1.889,2.151,1.456,0,"Y","SDC-DF-2-N-2_A_43.SPA","Y",0.9,"PVC.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyhaloolefins (Vinylhalides)","POLY(VINYL CHLORIDE)","plastic",2151,1456,NA,21.51,2151,1086.255,1.33e-09,1.33e-09,1.33e-09,1.33e-09,1.33e-09,215.1,2151,1183.05,1086.255,0.002151,0.001456,0.001086255,0.613805669908716,0.00150398853157045,998,1330,0.332665330661323,22.3084831237979,4.6,0.0815662650405654,122.674727184046,0.983645611309778,0.0815662650405654,0.002,9.81,0.0664417037710503,3.0690914143936,3.0690914143936
"379",381,"PP","fragment","POLY(PROPYLENE)","fragment","SDC","Low Flow","2","C","Inside Thalweg",0.225,"DF-2","SDC-DF-2-N-2","SDC-DF-2","SDC-DF-2-N-2_S0-0_A_51",51,"black","Non-Fiber","Black",0,"0","0",0.153,0.67,0.413,0,"Y","SDC-DF-2-N-2_A_51.SPA","Y",0.8,"PP 54. Red Fragment","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",670,413,NA,6.7,670,338.35,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,67,670,368.5,338.35,0.00067,0.000413,0.00033835,0.643211430487618,0.00045407787886245,998,1000,0.00200400801603218,1.22551838914444,4.6,0.00149812514847271,0.680265489688982,5.3032408898603,0.00149812514847271,0.002,9.81,0.0664417037710503,0.0563699101408906,0.0563699101408906
"380",382,"PVC","fragment","POLY(VINYL CHLORIDE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.22,"DF-2","SDC-DF-2-N-3","SDC-DF-2","SDC-DF-2-N-3_S0-0_B_3",3,"white","Non-Fiber","White",0,"0","0",0.208,0.979,0.552,0,"Y","SDC-DF-2-N-3_B_3.SPA","Y",0.9,"PVC.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyhaloolefins (Vinylhalides)","POLY(VINYL CHLORIDE)","plastic",979,552,NA,9.79,979,494.395,1.33e-09,1.33e-09,1.33e-09,1.33e-09,1.33e-09,97.9,979,538.45,494.395,0.000979,0.000552,0.000494395,0.672532358738763,0.000644068332737349,998,1330,0.332665330661323,9.5533890251415,4.6,0.0437189665455257,28.1580018919767,1.46624808632805,0.0437189665455257,0.002,9.81,0.0656993150649229,1.66360054523869,1.66360054523869
"381",383,"Polyesters","fragment","POLYESTERS","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.22,"DF-2","SDC-DF-2-N-3","SDC-DF-2","SDC-DF-2-N-3_S0-0_C_22",22,"brown","Non-Fiber","Black",0,"0","0",0.504,1.167,0.69,0,"Y","SDC-DF-2-N-3_C_22.SPA","Y",0.7,"PEST","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYESTERS","0","plastic",1167,690,NA,11.67,1167,589.335,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,116.7,1167,641.85,589.335,0.001167,0.00069,0.000589335,0.656753295617424,0.000779999025886358,998,1270,0.272545090180361,10.8258793735217,4.6,0.0445729641324693,34.7668686041936,1.39957809030114,0.0445729641324693,0.002,9.81,0.0656993150649229,1.69609698702426,1.69609698702426
"382",384,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.22,"DF-2","SDC-DF-2-N-3","SDC-DF-2","SDC-DF-2-N-3_S0-0_C_24",24,"gray","Non-Fiber","Black",0,"0","0",1.884,3.219,0.859,0,"Y","SDC-DF-2-N-3_C_24.SPA","Y",1,"HDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",3219,859,NA,32.19,859,445.595,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,321.9,3219,1770.45,445.595,0.003219,0.000859,0.000445595,0.267968187488752,0.00107205767376317,998,1270,0.272545090180361,14.8794635280855,4.6,0.0335721669643295,35.9912992189677,3.39082602631755,0.0335721669643295,0.002,9.81,0.0656993150649229,1.27749303516917,1.27749303516917
"383",385,"PVC","fragment","POLY(VINYL CHLORIDE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.22,"DF-2","SDC-DF-2-N-3","SDC-DF-2","SDC-DF-2-N-3_S0-0_C_35",35,"white","Non-Fiber","White",0,"0","0",0.536,1.096,0.756,0,"Y","SDC-DF-2-N-3_C_35.SPA","Y",0.8,"PVC.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyhaloolefins (Vinylhalides)","POLY(VINYL CHLORIDE)","plastic",1096,756,NA,10.96,1096,553.48,1.33e-09,1.33e-09,1.33e-09,1.33e-09,1.33e-09,109.6,1096,602.8,553.48,0.001096,0.000756,0.00055348,0.608045050196762,0.000771160472282916,998,1330,0.332665330661323,11.4385316247723,4.6,0.0475306421756096,36.6537524680534,1.48529487686419,0.0475306421756096,0.002,9.81,0.0656993150649229,1.80864298694136,1.80864298694136
"384",386,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.22,"DF-2","SDC-DF-2-N-3","SDC-DF-2","SDC-DF-2-N-3_S0-0_C_39",39,"green","Non-Fiber","Green",0,"0","0",0.492,1.616,0.791,0,"Y","SDC-DF-2-N-3_C_39.SPA","Y",1,"HDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1616,791,NA,16.16,791,403.58,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,161.6,1616,888.8,403.58,0.001616,0.000791,0.00040358,0.356960955979892,0.000802015001947804,998,1270,0.272545090180361,11.1314468078665,4.6,0.0316135549011992,25.3545452956623,2.86076332764402,0.0316135549011992,0.002,9.81,0.0656993150649229,1.20296364086746,1.20296364086746
"385",387,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.22,"DF-2","SDC-DF-2-N-3","SDC-DF-2","SDC-DF-2-N-3_S0-0_C_44",44,"gray","Non-Fiber","Black",0,"0","0",0.327,1.028,0.607,0,"Y","SDC-DF-2-N-3_C_44.SPA","Y",0.8,"LDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1028,607,NA,10.28,1028,519.14,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,102.8,1028,565.4,519.14,0.001028,0.000607,0.00051914,0.65719400017917,0.000686787053097952,998,1270,0.272545090180361,9.5321577917177,4.6,0.0402743689942014,27.6599151969071,1.5094221429418,0.0402743689942014,0.002,9.81,0.0656993150649229,1.53252621257935,1.53252621257935
"386",388,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.22,"DF-2","SDC-DF-2-N-3","SDC-DF-2","SDC-DF-2-N-3_S0-0_D_6",6,"blue","Non-Fiber","Blue",0,"0","0",0.587,2.759,0.607,0,"Y","SDC-DF-2-N-3_D_6.SPA","Y",0.9,"HDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",2759,607,NA,27.59,607,317.295,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,275.9,2759,1517.45,317.295,0.002759,0.000607,0.000317295,0.245184511889017,0.000809968022583053,998,1270,0.272545090180361,11.2418295637353,4.6,0.0254346068779781,20.6012182381333,4.46338059652321,0.0254346068779781,0.002,9.81,0.0656993150649229,0.967841401879308,0.967841401879308
"387",389,"PP","fragment","POLY(PROPYLENE)","fragment","SDC","Low Flow","2","C","Inside Thalweg",0.225,"DF-2","SDC-DF-2-N-2","SDC-DF-2","SDC-DF-2-N-2_S0-0_C_4",4,"gray","Non-Fiber","Black",0,"0","0",0.048,1.085,0.304,0,"Y","SDC-DF-2-N-2_C_4.SPA","Y",0.8,"PP 19. White Fiber","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",1085,304,NA,10.85,304,157.425,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,108.5,1085,596.75,157.425,0.001085,0.000304,0.000157425,0.274108208419582,0.000373071730173993,998,1000,0.00200400801603218,1.00688953829583,4.6,0.00076739446748854,0.286293181711899,16.6058921099531,0.00076739446748854,0.002,9.81,0.0664417037710503,0.0288747286693943,0.0288747286693943
"388",390,"PET","fragment","POLY(ETHYLENE TEREPHTHALATE)","fragment","SDC","Low Flow","2","C","Inside Thalweg",0.225,"DF-2","SDC-DF-2-N-2","SDC-DF-2","SDC-DF-2-N-2_S0-0_C_13",13,"white","Non-Fiber","White",0,"0","0",0.103,1.27,0.677,0,"Y","SDC-DF-2-N-2_C_13.SPA","Y",0.9,"PET.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",1270,677,NA,12.7,1270,641.35,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,127,1270,698.5,641.35,0.00127,0.000677,0.00064135,0.691669944170721,0.000820028908608039,998,1460,0.462925851703407,13.5796729346288,4.6,0.0657659998282352,53.9300210626642,1.14800951378992,0.0657659998282352,0.002,9.81,0.0664417037710503,2.47457530795931,2.47457530795931
"389",391,"PP","fragment","POLY(PROPYLENE)","fragment","SDC","Low Flow","2","C","Inside Thalweg",0.225,"DF-2","SDC-DF-2-N-2","SDC-DF-2","SDC-DF-2-N-2_S0-0_C_23",23,"gray","Non-Fiber","Black",0,"0","0",0.000252,0.828,0.563,2.825,"Y","SDC-DF-2-N-2_C_23.SPA","Y",0.9,"PP 50. Green Fragment","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",828,563,NA,8.28,828,418.14,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,82.8,828,455.4,418.14,0.000828,0.000563,0.00041814,0.612424207802038,0.00057981148744783,998,1000,0.00200400801603218,1.5648629303075,4.6,0.00176885579221386,1.02560290796423,4.85745915894178,0.00176885579221386,0.002,9.81,0.0664417037710503,0.0665566839732586,0.0665566839732586
"390",392,"PP","fragment","POLY(PROPYLENE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.22,"DF-2","SDC-DF-2-N-3","SDC-DF-2","SDC-DF-2-N-3_S0-0_E_7",7,"black","Non-Fiber","Black",0,"0","0",0.000189,0.812,0.33,1.563,"Y","SDC-DF-2-N-3_E_7.SPA","Y",0.9,"PP 19. White Fiber","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",812,330,NA,8.12,330,169.06,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,81.2,812,446.6,169.06,0.000812,0.00033,0.00016906,0.326592254000596,0.00035648145732012,998,1000,0.00200400801603218,0.962113773146734,4.6,0.000821986433748728,0.293022921800115,13.8297663580945,0.000821986433748728,0.002,9.81,0.0656993150649229,0.031278348675951,0.031278348675951
