"","X","Material","Morphology","Material..Raw.Data.","Morphology..Raw.Data.","Site.Code","Flow.Type","Loc.Code","X.Sec.Loc","Test.Group","Depth..m.","Event","Field.ID","Sample.ID","Unique.ID","Particle","Color","X1st.Order.Morph","Color.Group","Confidence....","Comment","QA_Color.Morph","Projected.SA..mm2.","length_mm","width_mm","lengthfiber_mm","OS..Y.N.","filename","Batch..Y.N.","max_cor_new","SpectrumIdentity","Organization","SpectralCollectionMode","InstrumentMode","InstrumentMode.1","library_type","polymer_class","polymer","plastic_or_not","Length..microns.","Width..microns.","material.1","Min.Projected.Height..microns.","Max.Projected.Height..microns.","Projected.Height..microns.","Density..mg.microns3.","X5..Density..mg.microns3.","X95..Density..mg.microns3.","X10..Density..mg.microns3.","X90..Density..mg.microns3.","Min.Projected.Width..microns.","Max.Projected.Width..microns.","Projected.Width..microns.","Height..microns.","a","b","c","CSF","Deqi","water.density","particle.density","delta","D_dimless","P","W","Re","Cd","W_adj","slope","g","shear_velocity","Rouse","Rouse_adj"
"231",231,"polystyrene","foam","POLYSTYRENE","foam","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_A_2",2,"white","Non-Fiber","White",0,"0","done",2.722,2.053,1.739,0,"Y","SDC-BF-1-N-3_A_2.SPA","Y",0.9,"EPS","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYSTYRENES (POLYPHENYLETHYLENES, Î±-Methylstyrene)","POLYSTYRENE","plastic",2053,1739,NA,20.53,2053,1036.765,3.1e-11,1.2e-11,5e-11,1.86e-11,4.34e-11,205.3,2053,1129.15,1036.765,0.002053,0.001739,0.001036765,0.548701391802775,0.00154687879573386,998,31,0.968937875751503,32.7675974496578,5,0.102303017277221,158.250368165728,1.87319537799369,-0.102303017277221,0.002,9.81,0.0615358432135288,4.15623691554168,-4.15623691554168
"232",232,"polystyrene","foam","POLYSTYRENE","foam","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_A_5",5,"white","Non-Fiber","White",0,"0","done",5.685,2.861,2.592,0,"Y","SDC-BF-1-N-3_A_5.SPA","Y",0.9,"EPS","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYSTYRENES (POLYPHENYLETHYLENES, Î±-Methylstyrene)","POLYSTYRENE","plastic",2861,2592,NA,28.61,2861,1444.805,3.1e-11,1.2e-11,5e-11,1.86e-11,4.34e-11,286.1,2861,1573.55,1444.805,0.002861,0.002592,0.001444805,0.53055792793245,0.00220455377537094,998,31,0.968937875751503,46.699153719544,5,0.132098343392278,291.217901645693,1.6011411941384,-0.132098343392278,0.002,9.81,0.0615358432135288,5.36672354248473,-5.36672354248473
"233",233,"PVC","fragment","POLY(VINYL CHLORIDE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_A_8",8,"blue","Non-Fiber","Blue",0,"0","done",0.102,0.5,0.349,0,"Y","SDC-BF-1-N-3_A_8.SPA","Y",0.8,"PVC 25. Green Yoga Mat Foam","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyhaloolefins (Vinylhalides)","POLY(VINYL CHLORIDE)","plastic",500,349,NA,5,500,252.5,1.33e-09,1.33e-09,1.33e-09,1.33e-09,1.33e-09,50,500,275,252.5,5e-04,0.000349,0.0002525,0.604454571918266,0.000353198571091157,998,1330,0.332665330661323,5.23895242359933,4.6,0.0253588625317896,8.95671401072515,2.38987224446521,0.0253588625317896,0.002,9.81,0.0615358432135288,1.03024762510341,1.03024762510341
"234",234,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_A_9",9,"green","Non-Fiber","Green",0,"0","done",0.062,0.649,0.447,0,"Y","SDC-BF-1-N-3_A_9.SPA","Y",0.7,"ULDPE","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",649,447,NA,6.49,649,327.745,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,64.9,649,356.95,327.745,0.000649,0.000447,0.000327745,0.608499134648529,0.000456418001432963,998,1010,0.0120240480961924,2.23839126474854,4.6,0.00426352199059215,1.94594818601156,3.94897331480078,0.00426352199059215,0.002,9.81,0.0615358432135288,0.173212950694353,0.173212950694353
"235",235,"PVC","fragment","POLY(VINYL CHLORIDE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_A_12",12,"blue","Non-Fiber","Blue",0,"0","done",0.27,1.792,0.511,0,"Y","SDC-BF-1-N-3_A_12.SPA","Y",0.8,"PVC.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyhaloolefins (Vinylhalides)","POLY(VINYL CHLORIDE)","plastic",1792,511,NA,17.92,511,264.46,1.33e-09,1.33e-09,1.33e-09,1.33e-09,1.33e-09,179.2,1792,985.6,264.46,0.001792,0.000511,0.00026446,0.276363408816863,0.000623313164946182,998,1330,0.332665330661323,9.24553008826691,4.6,0.0249775469097461,15.5688338169055,4.34732410778078,0.0249775469097461,0.002,9.81,0.0615358432135288,1.01475601882443,1.01475601882443
"236",236,"Polyurethanes (isocyanates)","fragment","POLYURETHANES (ISOCYANATES)","fragment","SDC","Low Flow","1","RB","Outside Thalweg_1",0.193,"BF-1","SDC-BF-1-N-1","SDC-BF-1","SDC-BF-1-N-1_S0-0_B_1",1,"black","Non-Fiber","Black",0,"looks like B-35","done",0.744,1.754,0.837,0,"Y","SDC-BF-1-N-1_B_1.SPA","Y",0.7,"polyurethan","archaeometrielabor","0","transmittance","0","Paints","POLYURETHANES (ISOCYANATES)","0","plastic",1754,837,NA,17.54,837,427.27,1.19e-09,1.19e-09,1.19e-09,1.19e-09,1.19e-09,175.4,1754,964.7,427.27,0.001754,0.000837,0.00042727,0.352634563266733,0.000856023753444194,998,1190,0.192384769539078,10.5787019395963,4.6,0.0268273567799132,22.9648546457279,2.99301213209811,0.0268273567799132,0.002,9.81,0.0615358432135288,1.08990774233899,1.08990774233899
"237",237,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","1","RB","Outside Thalweg_1",0.193,"BF-1","SDC-BF-1-N-1","SDC-BF-1","SDC-BF-1-N-1_S0-0_B_35",35,"black","Non-Fiber","Black",0,"0","done",0.674,1.278,0.98,0,"Y","SDC-BF-1-N-1_B_35.SPA","Y",0.8,"LDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1278,980,NA,12.78,1278,645.39,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,127.8,1278,702.9,645.39,0.001278,0.00098,0.00064539,0.576691788017956,0.000931521866196936,998,1010,0.0120240480961924,4.56842280907216,4.6,0.00730538350661683,6.80512447736803,2.74514609951263,0.00730538350661683,0.002,9.81,0.0615358432135288,0.296793832875062,0.296793832875062
"238",238,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","2","C","Inside Thalweg",0.2,"BF-1","SDC-BF-1-N-2","SDC-BF-1","SDC-BF-1-N-2_S0-0_B_2",2,"green","Non-Fiber","Green",0,"0","0",0.168,1.743,0.549,0,"Y","SDC-BF-1-N-2_B_2.SPA","Y",0.9,"LDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1743,549,NA,17.43,549,283.215,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,174.3,1743,958.65,283.215,0.001743,0.000549,0.000283215,0.289521876886212,0.000647135653465397,998,1010,0.0120240480961924,3.17371968081114,4.6,0.00361016797880754,2.33626841408547,7.80906354286231,0.00361016797880754,0.002,9.81,0.0626418390534633,0.144079741006899,0.144079741006899
"239",239,"PET","fragment","POLY(ETHYLENE TEREPHTHALATE)","fragment","SDC","Low Flow","2","C","Inside Thalweg",0.2,"BF-1","SDC-BF-1-N-2","SDC-BF-1","SDC-BF-1-N-2_S0-0_B_9",9,"white","Non-Fiber","White",0,"0","0",2.839,5.661,2.61,0,"Y","SDC-BF-1-N-2_B_9.SPA","Y",0.8,"PET.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyterephthalates","POLY(ETHYLENE TEREPHTHALATE)","plastic",5661,2610,NA,56.61,2610,1333.305,1.45e-09,1.44e-09,1.46e-09,1.44e-09,1.46e-09,566.1,5661,3113.55,1333.305,0.005661,0.00261,0.001333305,0.346866754363408,0.00270077076161852,998,1450,0.452905811623247,44.3996987674571,4.6,0.111322875133297,300.657566259319,1.29102464319188,0.111322875133297,0.002,9.81,0.0626418390534633,4.44283233121101,4.44283233121101
"240",240,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_B_4",4,"white","Non-Fiber","White",0,"0","0",0.653,1.517,0.828,0,"Y","SDC-BF-1-N-3_B_4.SPA","Y",1,"HDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1517,828,NA,15.17,1517,766.085,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,151.7,1517,834.35,766.085,0.001517,0.000828,0.000766085,0.683547973536316,0.00098725867562099,998,1010,0.0120240480961924,4.8417704573859,4.6,0.00847478098626901,8.36680105268189,2.16188426447408,0.00847478098626901,0.002,9.81,0.0615358432135288,0.344302626879655,0.344302626879655
"241",241,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_B_7",7,"gray","Non-Fiber","Black",0,"0","0",1.808,2.043,1.45,0,"Y","SDC-BF-1-N-3_B_7.SPA","Y",0.9,"LDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",2043,1450,NA,20.43,2043,1031.715,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,204.3,2043,1123.65,1031.715,0.002043,0.00145,0.001031715,0.599434259143138,0.00145121593293826,998,1010,0.0120240480961924,7.11713617200531,4.6,0.0106598939199188,15.4698079000178,2.00855958949174,0.0106598939199188,0.002,9.81,0.0615358432135288,0.433076616945388,0.433076616945388
"242",242,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_B_20",20,"blue","Non-Fiber","Blue",0,"0","0",0.184,0.858,0.367,0,"Y","SDC-BF-1-N-3_B_20.SPA","Y",1,"MDPE","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",858,367,NA,8.58,367,187.79,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,85.8,858,471.9,187.79,0.000858,0.000367,0.00018779,0.334653819343537,0.000389590721066713,998,1010,0.0120240480961924,1.91065309458637,4.6,0.00262401716529388,1.02229273951827,8.89884638792329,0.00262401716529388,0.002,9.81,0.0615358432135288,0.106605233156088,0.106605233156088
"243",243,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_B_32",32,"black","Non-Fiber","Black",0,"0","0",0.143,0.743,0.448,0,"Y","SDC-BF-1-N-3_B_32.SPA","Y",0.7,"Polyethylene, low Mw ~4,000 by GPC","NIST Chem Web Book","0","Reflectance","0","Polymer, Minerals, Organic Materials","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",743,448,NA,7.43,743,375.215,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,74.3,743,408.65,375.215,0.000743,0.000448,0.000375215,0.650349451050851,0.000499860715549954,998,1010,0.0120240480961924,2.4514455077695,4.6,0.00477188082035314,2.38527576138082,3.45245700155492,0.00477188082035314,0.002,9.81,0.0615358432135288,0.193865906890833,0.193865906890833
"244",244,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_B_38",38,"green","Non-Fiber","Green",0,"0","0",0.267,0.948,0.515,0,"Y","SDC-BF-1-N-3_B_38.SPA","Y",0.9,"HDPE.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",948,515,NA,9.48,948,478.74,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,94.8,948,521.4,478.74,0.000948,0.000515,0.00047874,0.685159892047034,0.000615987303316761,998,1010,0.0120240480961924,3.02096016066702,4.6,0.00581908745523864,3.58448398931684,2.86101701620703,0.00581908745523864,0.002,9.81,0.0615358432135288,0.236410486610481,0.236410486610481
"245",245,"PP","fragment","POLY(PROPYLENE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_B_44",44,"pink","Non-Fiber","Red",0,"0","0",0.096,1.022,0.537,0,"Y","SDC-BF-1-N-3_B_44.SPA","Y",0.9,"PP 58. Clear Film","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",1022,537,NA,10.22,1022,516.11,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,102.2,1022,562.1,516.11,0.001022,0.000537,0.00051611,0.696674128781327,0.000656733472138093,998,1000,0.00200400801603218,1.77246896256692,4.6,0.00211135226038377,1.38659570086844,3.86166819338547,0.00211135226038377,0.002,9.81,0.0615358432135288,0.0857773352132915,0.0857773352132915
"246",246,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_B_46",46,"black","Non-Fiber","Black",0,"0","0",0.178,0.654,0.442,0,"Y","SDC-BF-1-N-3_B_46.SPA","Y",0.7,"MDPE","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",654,442,NA,6.54,654,330.27,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,65.4,654,359.7,330.27,0.000654,0.000442,0.00033027,0.614283878396559,0.000457042283992524,998,1010,0.0120240480961924,2.24145290697928,4.6,0.00429248604646062,1.9618476266804,3.90118949385282,0.00429248604646062,0.002,9.81,0.0615358432135288,0.174389665530613,0.174389665530613
"247",247,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_B_47",47,"blue","Non-Fiber","Blue",0,"0","done",0.058,1.132,0.318,0,"Y","SDC-BF-1-N-3_B_47.SPA","Y",0.9,"LDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1132,318,NA,11.32,318,164.66,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,113.2,1132,622.6,164.66,0.001132,0.000318,0.00016466,0.274442481568525,0.000389900584258821,998,1010,0.0120240480961924,1.91217274337389,4.6,0.00233107489830453,0.908887464800008,11.2849562348563,0.00233107489830453,0.002,9.81,0.0615358432135288,0.0947039471863464,0.0947039471863464
"248",248,"PP","fragment","POLY(PROPYLENE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_B_49",49,"gray","Non-Fiber","Black",0,"0","0",0.451,1.213,0.688,0,"Y","SDC-BF-1-N-3_B_49.SPA","Y",0.9,"PP 19. White Fiber","FLOPP, De Frond et al. 2021","0","TRANSMITTANCE","0","Polymers","Polyolefins (POLYALKENES)","POLY(PROPYLENE)","plastic",1213,688,NA,12.13,1213,612.565,1e-09,9.98e-10,1e-09,9.99e-10,1e-09,121.3,1213,667.15,612.565,0.001213,0.000688,0.000612565,0.670544430182547,0.000799589604797389,998,1000,0.00200400801603218,2.15802577060746,4.6,0.00241535968590913,1.93129649669963,3.59261526644572,0.00241535968590913,0.002,9.81,0.0615358432135288,0.0981281623755384,0.0981281623755384
"249",249,"PVC","fragment","POLY(VINYL CHLORIDE)","fragment","SDC","Low Flow","3","LB","Outside Thalweg_2",0.193,"BF-1","SDC-BF-1-N-3","SDC-BF-1","SDC-BF-1-N-3_S0-0_B_50",50,"blue","Non-Fiber","Blue",0,"0","0",0.536,2.033,0.994,0,"Y","SDC-BF-1-N-3_B_50.SPA","Y",0.8,"PVC.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyhaloolefins (Vinylhalides)","POLY(VINYL CHLORIDE)","plastic",2033,994,NA,20.33,994,507.165,1.33e-09,1.33e-09,1.33e-09,1.33e-09,1.33e-09,203.3,2033,1118.15,507.165,0.002033,0.000994,0.000507165,0.356769231810483,0.00100822550434535,998,1330,0.332665330661323,14.9548890676612,4.6,0.0427735206766096,43.1253544568008,2.39785528403685,0.0427735206766096,0.002,9.81,0.0615358432135288,1.73774821481628,1.73774821481628
"250",250,"CA","fragment","CELLULOSE ACETATE","fragment","SDC","Low Flow","1","RB","Outside Thalweg_1",0.23,"BF-2","SDC-BF-2-N-1","SDC-BF-2","SDC-BF-2-N-1_S0-0_A_1",1,"red","Non-Fiber","Red",0,"rubbery texture.","done",0.265,0.833,0.637,0,"Y","SDC-BF-2-N-1_A_1.SPA","Y",0.9,"CA","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Cellulose Derivatives (Ether Cellulose)","CELLULOSE ACETATE","plastic",833,637,NA,8.33,833,420.665,1.3e-09,1.27e-09,1.33e-09,1.28e-09,1.32e-09,83.3,833,458.15,420.665,0.000833,0.000637,0.000420665,0.577489593645834,0.00060660632978991,998,1300,0.302605210420842,8.71810457427768,4.6,0.0359310395540209,21.7959960294007,1.85973694485801,0.0359310395540209,0.002,9.81,0.067175888531526,1.33720001102621,1.33720001102621
"251",251,"polystyrene","foam","POLYSTYRENE","foam","SDC","Low Flow","1","RB","Outside Thalweg_1",0.23,"BF-2","SDC-BF-2-N-1","SDC-BF-2","SDC-BF-2-N-1_S0-0_A_3",3,"white","Non-Fiber","White",0,"0","done",2.604,3.206,1.369,0,"Y","SDC-BF-2-N-1_A_3.SPA","Y",0.8,"polystyrene","Aline Carvalho","ATR","0","ATR","0","POLYSTYRENES (POLYPHENYLETHYLENES, Î±-Methylstyrene)","POLYSTYRENE","plastic",3206,1369,NA,32.06,1369,700.53,3.1e-11,1.2e-11,5e-11,1.86e-11,4.34e-11,320.6,3206,1763.3,700.53,0.003206,0.001369,0.00070053,0.334382280598469,0.0014541121443605,998,31,0.968937875751503,30.8025176403423,5,0.0916296360736971,133.239766598096,2.19497538844373,-0.0916296360736971,0.002,9.81,0.067175888531526,3.41006416426836,-3.41006416426836
"252",252,"PVC","fragment","POLY(VINYL CHLORIDE)","fragment","SDC","Low Flow","1","RB","Outside Thalweg_1",0.23,"BF-2","SDC-BF-2-N-1","SDC-BF-2","SDC-BF-2-N-1_S0-0_A_4",4,"pink","Non-Fiber","Red",0,"0","done",0.267,1.081,0.481,0,"Y","SDC-BF-2-N-1_A_4.SPA","Y",0.9,"PVC.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyhaloolefins (Vinylhalides)","POLY(VINYL CHLORIDE)","plastic",1081,481,NA,10.81,481,245.905,1.33e-09,1.33e-09,1.33e-09,1.33e-09,1.33e-09,108.1,1081,594.55,245.905,0.001081,0.000481,0.000245905,0.34102166793425,0.000503785940561207,998,1330,0.332665330661323,7.47259697604276,4.6,0.0238980484966708,12.0395008394726,3.83827823554073,0.0238980484966708,0.002,9.81,0.067175888531526,0.889383416397066,0.889383416397066
"253",253,"polystyrene","foam","POLYSTYRENE","foam","SDC","Low Flow","1","RB","Outside Thalweg_1",0.23,"BF-2","SDC-BF-2-N-1","SDC-BF-2","SDC-BF-2-N-1_S0-0_A_5",5,"white","Non-Fiber","White",0,"0","done",0.782,1.086,0.977,0,"Y","SDC-BF-2-N-1_A_5.SPA","Y",0.9,"EPS","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYSTYRENES (POLYPHENYLETHYLENES, Î±-Methylstyrene)","POLYSTYRENE","plastic",1086,977,NA,10.86,1086,548.43,3.1e-11,1.2e-11,5e-11,1.86e-11,4.34e-11,108.6,1086,597.3,548.43,0.001086,0.000977,0.00054843,0.532425697960303,0.000834862967920068,998,31,0.968937875751503,17.6849367473895,5,0.0610470254448332,50.9659008455653,2.83915994403687,-0.0610470254448332,0.002,9.81,0.067175888531526,2.27190986153401,-2.27190986153401
"254",254,"Polyamides (POLYLACTAMS)","fragment","POLYAMIDES (POLYLACTAMS)","fragment","SDC","Low Flow","1","RB","Outside Thalweg_1",0.23,"BF-2","SDC-BF-2-N-1","SDC-BF-2","SDC-BF-2-N-1_S0-0_A_6",6,"green","Non-Fiber","Green",0,"0","done",0.563,1.342,0.869,0,"Y","SDC-BF-2-N-1_A_6.SPA","Y",0.9,"PA66","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYAMIDES (POLYLACTAMS)","0","plastic",1342,869,NA,13.42,1342,677.71,1.15e-09,9.08e-10,1.7e-09,8.86e-10,1.4e-09,134.2,1342,738.1,677.71,0.001342,0.000869,0.00067771,0.627563603110766,0.000924567724614054,998,1150,0.152304609218437,10.5697832154806,4.6,0.0350481705270803,32.404407276108,1.49943903582626,0.0350481705270803,0.002,9.81,0.067175888531526,1.30434339214702,1.30434339214702
"255",255,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","1","RB","Outside Thalweg_1",0.23,"BF-2","SDC-BF-2-N-1","SDC-BF-2","SDC-BF-2-N-1_S0-0_B_5",5,"gray","Non-Fiber","Black",0,"0","done",0.66,1.853,0.762,0,"Y","SDC-BF-2-N-1_B_5.SPA","Y",0.8,"LDPE.2","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1853,762,NA,18.53,762,390.265,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,185.3,1853,1019.15,390.265,0.001853,0.000762,0.000390265,0.328431201444048,0.000819841688796536,998,1010,0.0120240480961924,4.02071449617965,4.6,0.00470514444454925,3.8574735674509,5.82428376505849,0.00470514444454925,0.002,9.81,0.067175888531526,0.175105404163769,0.175105404163769
"256",256,"Polyamides (POLYLACTAMS)","fragment","POLYAMIDES (POLYLACTAMS)","fragment","SDC","Low Flow","1","RB","Outside Thalweg_1",0.23,"BF-2","SDC-BF-2-N-1","SDC-BF-2","SDC-BF-2-N-1_S0-0_C_19",19,"green","Non-Fiber","Green",0,"0","done",0.125,1.674,0.324,0,"Y","SDC-BF-2-N-1_C_19.SPA","Y",0.9,"PA66","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","POLYAMIDES (POLYLACTAMS)","0","plastic",1674,324,NA,16.74,324,170.37,1.15e-09,9.08e-10,1.7e-09,8.86e-10,1.4e-09,167.4,1674,920.7,170.37,0.001674,0.000324,0.00017037,0.231335823946185,0.000452096552976318,998,1150,0.152304609218437,5.16842891030018,4.6,0.01086551743572,4.91226297899309,7.62871095738956,0.01086551743572,0.002,9.81,0.067175888531526,0.404368206853742,0.404368206853742
"257",257,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","2","C","Inside Thalweg",0.32,"BF-2","SDC-BF-2-N-2","SDC-BF-2","SDC-BF-2-N-2_S0-0_A_1",1,"white","Non-Fiber","White",0,"0","done",1.067,2.179,0.908,0,"Y","SDC-BF-2-N-2_A_1.SPA","Y",0.9,"ULDPE","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",2179,908,NA,21.79,908,464.895,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,217.9,2179,1198.45,464.895,0.002179,0.000908,0.000464895,0.33050903485494,0.000972521739088416,998,1010,0.0120240480961924,4.76949673045116,4.6,0.0054144178950769,5.26563910747162,5.21740105861568,0.0054144178950769,0.002,9.81,0.0792363552922521,0.170831238864615,0.170831238864615
"258",258,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","2","C","Inside Thalweg",0.32,"BF-2","SDC-BF-2-N-2","SDC-BF-2","SDC-BF-2-N-2_S0-0_A_4",4,"green","Non-Fiber","Green",0,"0","done",0.996,2.01,0.98,0,"Y","SDC-BF-2-N-2_A_4.SPA","Y",1,"HDPE.1","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",2010,980,NA,20.1,980,500.05,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,201,2010,1105.5,500.05,0.00201,0.00098,0.00050005,0.356288959657587,0.000994974281129453,998,1010,0.0120240480961924,4.87960977116881,4.6,0.00576837145923423,5.73938124593923,4.70287964907096,0.00576837145923423,0.002,9.81,0.0792363552922521,0.181998889208066,0.181998889208066
"259",259,"PE","fragment","POLY(ETHYLENE)","fragment","SDC","Low Flow","2","C","Inside Thalweg",0.32,"BF-2","SDC-BF-2-N-2","SDC-BF-2","SDC-BF-2-N-2_S0-0_A_5",5,"black","Non-Fiber","Black",0,"","done",0.296,1.04,0.677,0,"Y","SDC-BF-2-N-2_A_5.SPA","Y",0.8,"MDPE","Moore Institute for Plastic Pollution Research","Reflectance","0","Reflectance","0","Polyolefins (POLYALKENES)","POLY(ETHYLENE)","plastic",1040,677,NA,10.4,1040,525.2,1.01e-09,9.08e-10,1.7e-09,7.51e-10,1.27e-09,104,1040,572,525.2,0.00104,0.000677,0.0005252,0.625912627632514,0.000717764941431137,998,1010,0.0120240480961924,3.52010387407601,4.6,0.00622897141541683,4.47093730316289,2.90943068372769,0.00622897141541683,0.002,9.81,0.0792363552922521,0.196531358378429,0.196531358378429
