,X,Material,Morphology,Material..Raw.Data.,Morphology..Raw.Data.,Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample.ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,Confidence....,Comment,QA_Color.Morph,Projected.SA..mm2.,length_mm,width_mm,lengthfiber_mm,OS..Y.N.,filename,Batch..Y.N.,max_cor_new,SpectrumIdentity,Organization,SpectralCollectionMode,InstrumentMode,InstrumentMode.1,library_type,polymer_class,plastic_or_not,Length..microns.,Width..microns.,Min.Projected.Height..microns.,Max.Projected.Height..microns.,Projected.Height..microns.,Density..mg.microns3.,X5..Density..mg.microns3.,X95..Density..mg.microns3.,X10..Density..mg.microns3.,X90..Density..mg.microns3.,Min.Projected.Width..microns.,Max.Projected.Width..microns.,Projected.Width..microns.,Height..microns.,a,b,c,CSF,Deqi,water.density,particle.density_mean,W_adj_mean,Rouse_adj_mean,particle.density_10,W_adj_10,Rouse_adj_10,particle.density_90,W_adj_90,Rouse_adj_90
613,613,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_A_24,24,black,Non-Fiber,Black,0,"bounce back, retains original shape",done,0.298,0.777,0.675,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,777,675,7.77,777,392.385,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,77.7,777,427.35,392.385,0.000777,0.000675,0.000392385,0.541813724,0.000590399,998,1450,0.04310456,1.570392094,1290,0.033164226,1.208244287,1610,0.051700055,1.883544532
614,614,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_A_26,26,black,Non-Fiber,Black,0,"bounce back, retains original shape",done,0.233,0.932,0.747,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,932,747,9.32,932,470.66,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,93.2,932,512.6,470.66,0.000932,0.000747,0.00047066,0.564077833,0.000689416,998,1450,0.049990222,1.821251618,1290,0.038461987,1.401253146,1610,0.05995879,2.184428042
615,615,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_A_28,28,black,Non-Fiber,Black,0,"bounce back, retains original shape slightly",done,0.225,0.905,0.468,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,468,9.05,905,457.025,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,90.5,905,497.75,457.025,0.000905,0.000468,0.000457025,0.702251606,0.000578466,998,1450,0.049546705,1.805093343,1290,0.038120749,1.388821127,1610,0.059426831,2.16504764
616,616,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_A_38,38,black,Non-Fiber,Black,0,"bounce back, retains origianl shape",done,0.471,1.45,0.575,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1450,575,14.5,575,294.75,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,145,1450,797.5,294.75,0.00145,0.000575,0.00029475,0.322801757,0.000626368,998,1450,0.033122421,1.206721247,1290,0.025484066,0.928439501,1610,0.039727375,1.447353955
617,617,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_A_41,41,black,Non-Fiber,Black,0,"bounce back, retains original shape",done,0.186,0.609,0.465,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609,465,6.09,609,307.545,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,60.9,609,334.95,307.545,0.000609,0.000465,0.000307545,0.57792775,0.000443261,998,1450,0.035624475,1.297876461,1290,0.027409122,0.998573429,1610,0.042728364,1.556686461
618,618,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_A_43,43,black,Non-Fiber,Black,0,"bounce back, retains original shape",done,0.133,0.639,0.355,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,639,355,6.39,639,322.695,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,63.9,639,351.45,322.695,0.000639,0.000355,0.000322695,0.677528597,0.000418319,998,1450,0.037416135,1.36315052,1290,0.028787608,1.048794651,1610,0.0448773,1.634976844
619,619,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_A_44,44,black,Non-Fiber,Black,0,"bounce back, retains original shape",done,0.127,0.529,0.367,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,529,367,5.29,529,267.145,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,52.9,529,290.95,267.145,0.000529,0.000367,0.000267145,0.606298065,0.000372926,998,1450,0.031930571,1.163299572,1290,0.024567068,0.89503129,1610,0.038297857,1.395273547
620,620,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_A_50,50,black,Non-Fiber,Black,0,"slight bounce, retains original shape",done,0.206,0.691,0.502,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691,502,6.91,691,348.955,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,69.1,691,380.05,348.955,0.000691,0.000502,0.000348955,0.592486615,0.000494672,998,1450,0.039478206,1.438276195,1290,0.030374145,1.106595609,1610,0.047350569,1.725083356
621,621,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_A_53,53,black,Non-Fiber,Black,0,"slight bounce, does not really retain original shape",done,0.316,1.353,0.429,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1353,429,13.53,429,221.265,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,135.3,1353,744.15,221.265,0.001353,0.000429,0.000221265,0.290425789,0.000504533,998,1450,0.026147439,0.952607593,1290,0.020117583,0.732926946,1610,0.031361509,1.142567407
622,622,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_A_60,60,black,Non-Fiber,Black,0,"slight bounce, retains original shape",done,0.215,0.754,0.525,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754,525,7.54,754,380.77,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,75.4,754,414.7,380.77,0.000754,0.000525,0.00038077,0.605197882,0.000532187,998,1450,0.042392266,1.54444171,1290,0.032616194,1.188278315,1610,0.050845723,1.852419373
623,623,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_A_63,63,black,Non-Fiber,Black,0,"some parts slightly bounce, other parts have hard surface",done,0.404,1.222,0.482,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1222,482,12.22,482,247.11,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,122.2,1222,672.1,247.11,0.001222,0.000482,0.00024711,0.321981707,0.000526021,998,1450,0.02876058,1.047809952,1290,0.022128108,0.806174708,1610,0.034495737,1.256754102
624,624,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_B_7,7,black,Non-Fiber,Black,0,squishy when touched,done,0.431,1.283,0.667,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1283,667,12.83,1283,647.915,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,128.3,1283,705.65,647.915,0.001283,0.000667,0.000647915,0.700392988,0.00082153,998,1450,0.065493848,2.386082174,1290,0.050390325,1.83582824,1610,0.078554,2.861891657
625,625,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_B_12,12,black,Non-Fiber,Black,0,squishy when touched,done,0.104,0.513,0.285,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,285,5.13,513,259.065,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,51.3,513,282.15,259.065,0.000513,0.000285,0.000259065,0.677528597,0.000335833,998,1450,0.031387168,1.143502239,1290,0.02414898,0.879799416,1610,0.037646094,1.371528421
626,626,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_B_17,17,black,Non-Fiber,Black,0,squishy when touched,done,0.134,0.585,0.358,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585,358,5.85,585,295.425,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,58.5,585,321.75,295.425,0.000585,0.000358,0.000295425,0.645546897,0.000395514,998,1450,0.034752251,1.266099482,1290,0.026738042,0.974124533,1610,0.04168221,1.518572824
627,627,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_B_39,39,black,Non-Fiber,Black,0,0,done,0.119,0.497,0.354,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497,354,4.97,497,250.985,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,49.7,497,273.35,250.985,0.000497,0.000354,0.000250985,0.598367423,0.000353456,998,1450,0.030349116,1.105683747,1290,0.023350312,0.850702238,1610,0.036401043,1.32616853
628,628,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_B_49,49,black,Non-Fiber,Black,0,0,done,0.096,0.712,0.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,712,250,7.12,250,128.56,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,71.2,712,391.6,128.56,0.000712,0.00025,0.00012856,0.304716424,0.000283906,998,1450,0.016989257,0.618955269,1290,0.013071368,0.476218118,1610,0.02037709,0.742381357
629,629,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_B_50,50,black,Non-Fiber,Black,0,0,done,0.18,0.787,0.445,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,787,445,7.87,787,397.435,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,78.7,787,432.85,397.435,0.000787,0.000445,0.000397435,0.671581523,0.000518243,998,1450,0.044175632,1.609413551,1290,0.033988298,1.238267013,1610,0.05298471,1.930347271
630,630,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_D_1,1,black,Non-Fiber,Black,0,squishy when touched,done,0.327,0.913,0.519,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,913,519,9.13,913,461.065,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,91.3,913,502.15,461.065,0.000913,0.000519,0.000461065,0.66979683,0.000602282,998,1450,0.049739631,1.812122056,1290,0.038269185,1.39422895,1610,0.059658228,2.173477951
631,631,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_D_5,5,black,Non-Fiber,Black,0,0,done,0.083,0.406,0.321,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406,321,4.06,406,205.03,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,40.6,406,223.3,205.03,0.000406,0.000321,0.00020503,0.567939244,0.000298962,998,1450,0.025725906,0.937250262,1290,0.01979326,0.721111166,1610,0.030855918,1.124147666
632,632,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_D_9,9,black,Non-Fiber,Black,0,0,done,0.142,1.03,0.344,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1030,344,10.3,344,177.15,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,103,1030,566.5,177.15,0.00103,0.000344,0.00017715,0.297607124,0.000397416,998,1450,0.021921946,0.798663793,1290,0.016866531,0.614484095,1610,0.026293409,0.95792562
633,633,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_D_27,27,black,Non-Fiber,Black,0,0,done,0.084,0.502,0.297,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,297,5.02,502,253.51,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,50.2,502,276.1,253.51,0.000502,0.000297,0.00025351,0.656545777,0.000335597,998,1450,0.03078296,1.121489623,1290,0.023684107,0.862863125,1610,0.0369214,1.345126263
634,634,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_D_30,30,black,Non-Fiber,Black,0,0,done,0.153,0.847,0.274,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,847,274,8.47,274,141.235,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,84.7,847,465.85,141.235,0.000847,0.000274,0.000141235,0.293173929,0.000320031,998,1450,0.018269452,0.665595545,1290,0.014056337,0.512102689,1610,0.02191257,0.798322186
635,635,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_D_39,39,black,Non-Fiber,Black,0,0,done,0.226,0.744,0.419,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,744,419,7.44,744,375.72,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,74.4,744,409.2,375.72,0.000744,0.000419,0.00037572,0.672931463,0.000489272,998,1450,0.042239568,1.538878584,1290,0.03249871,1.183998101,1610,0.050662575,1.845746902
636,636,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_D_40,40,black,Non-Fiber,Black,0,0,done,0.062,0.423,0.226,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,423,226,4.23,423,213.615,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,42.3,423,232.65,213.615,0.000423,0.000226,0.000213615,0.690887511,0.000273334,998,1450,0.026933689,0.981252407,1290,0.020722517,0.754965985,1610,0.032304546,1.176924294
637,637,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_D_56,56,black,Non-Fiber,Black,0,0,done,0.163,0.792,0.301,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,792,301,7.92,301,154.46,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,79.2,792,435.6,154.46,0.000792,0.000301,0.00015446,0.316351714,0.000332687,998,1450,0.019725475,0.718641599,1290,0.015176587,0.552915803,1610,0.023658939,0.861946173
638,638,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_D_57,57,black,Non-Fiber,Black,0,0,done,0.103,0.442,0.342,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,442,342,4.42,442,223.21,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,44.2,442,243.1,223.21,0.000442,0.000342,0.00022321,0.574102529,0.000323137,998,1450,0.027554985,1.003887542,1290,0.021200535,0.772381236,1610,0.033049734,1.204073108
639,639,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-2_A_35,35,black,Non-Fiber,Black,0,0,done,0.259,1.342,0.43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1342,430,13.42,430,221.71,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,134.2,1342,738.1,221.71,0.001342,0.00043,0.00022171,0.291860147,0.00050389,998,1450,0.026198103,0.954453397,1290,0.020156564,0.73434709,1610,0.031422276,1.144781284
640,640,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-2_B_17,17,black,Non-Fiber,Black,0,0,0,0.11,0.736,0.266,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,736,266,7.36,266,136.68,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,73.6,736,404.8,136.68,0.000736,0.000266,0.00013668,0.308905218,0.000299103,998,1450,0.017858664,0.650629636,1290,0.013740281,0.500588066,1610,0.021419866,0.78037192
641,641,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-2_B_18,18,black,Non-Fiber,Black,0,0,0,0.273,1.485,0.373,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1485,373,14.85,373,193.925,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,148.5,1485,816.75,193.925,0.001485,0.000373,0.000193925,0.260565047,0.00047536,998,1450,0.023359565,0.851039334,1290,0.01797262,0.654781323,1610,0.028017704,1.020745386
642,642,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-2_B_19,19,black,Non-Fiber,Black,0,0,0,0.126,0.571,0.321,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,571,321,5.71,571,288.355,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,57.1,571,314.05,288.355,0.000571,0.000321,0.000288355,0.673529956,0.000375281,998,1450,0.034181864,1.245319053,1290,0.026299191,0.958136275,1610,0.040998082,1.493648562
643,643,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-2_B_21,21,black,Non-Fiber,Black,0,0,0,0.191,0.618,0.436,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618,436,6.18,618,312.09,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,61.8,618,339.9,312.09,0.000618,0.000436,0.00031209,0.601232393,0.000438112,998,1450,0.036140154,1.316663784,1290,0.027805881,1.013028211,1610,0.043346875,1.57922017
644,644,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-2_B_22,22,black,Non-Fiber,Black,0,0,0,0.119,0.507,0.382,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,507,382,5.07,507,256.035,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,50.7,507,278.85,256.035,0.000507,0.000382,0.000256035,0.581786549,0.000367387,998,1450,0.030778941,1.121343227,1290,0.023681016,0.862750489,1610,0.036916581,1.344950674
645,645,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-2_B_25,25,black,Non-Fiber,Black,0,0,0,0.000321,2.966,0.844,4.307,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2966,844,29.66,844,436.83,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,296.6,2966,1631.3,436.83,0.002966,0.000844,0.00043683,0.276093168,0.001030249,998,1450,0.044903856,1.635944346,1290,0.034548587,1.258679547,1610,0.05385815,1.962168582
646,646,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-2_B_64,64,black,Non-Fiber,Black,0,0,0,0.126,0.811,0.301,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,811,301,8.11,301,154.555,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,81.1,811,446.05,154.555,0.000811,0.000301,0.000154555,0.312816307,0.000335395,998,1450,0.019720399,0.718456683,1290,0.015172682,0.552773531,1610,0.023652851,0.861724383
647,647,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-2_B_65,65,black,Non-Fiber,Black,0,0,0,0.119,0.554,0.351,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,351,5.54,554,279.77,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,55.4,554,304.7,279.77,0.000554,0.000351,0.00027977,0.634443135,0.000378913,998,1450,0.033232554,1.210733643,1290,0.025568802,0.931526599,1610,0.03985947,1.452166463
648,648,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-2_B_68,68,black,Non-Fiber,Black,0,0,done,0.723,1.341,0.774,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1341,774,13.41,1341,677.205,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,134.1,1341,737.55,677.205,0.001341,0.000774,0.000677205,0.664714705,0.000889126,998,1450,0.067615839,2.463390865,1290,0.052022964,1.895308789,1610,0.081099137,2.954616501
649,649,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-2_C_6,6,black,Non-Fiber,Black,0,rubber-like texture,0,0.393,1.055,0.672,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1055,672,10.55,1055,532.775,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,105.5,1055,580.25,532.775,0.001055,0.000672,0.000532775,0.632751191,0.000722862,998,1450,0.05562635,2.026587926,1290,0.042798369,1.559236889,1610,0.06671882,2.430710535
650,650,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_1,1,black,Non-Fiber,Black,0,very squishy,done,0.601,1.118,0.852,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1118,852,11.18,1118,564.59,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,111.8,1118,614.9,564.59,0.001118,0.000852,0.00056459,0.578485506,0.000813214,998,1450,0.057920994,2.110186758,1290,0.044563845,1.623557011,1610,0.06947104,2.53097984
651,651,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_2,2,black,Non-Fiber,Black,0,very squishy,done,0.253,0.962,0.463,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,962,463,9.62,463,236.31,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,96.2,962,529.1,236.31,0.000962,0.000463,0.00023631,0.354082179,0.000472149,998,1450,0.02792689,1.01743686,1290,0.021486676,0.782805949,1610,0.033495801,1.220324301
652,652,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_7,7,black,Non-Fiber,Black,0,0,done,0.141,0.594,0.411,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,594,411,5.94,594,299.97,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,59.4,594,326.7,299.97,0.000594,0.000411,0.00029997,0.607104832,0.000418378,998,1450,0.035035619,1.276423194,1290,0.026956062,0.982067496,1610,0.042022085,1.53095519
653,653,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_9,9,black,Non-Fiber,Black,0,very squishy,done,0.437,0.925,0.689,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,925,689,9.25,925,467.125,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,92.5,925,508.75,467.125,0.000925,0.000689,0.000467125,0.585130361,0.000667726,998,1450,0.049811157,1.814727889,1290,0.038324216,1.396233853,1610,0.059744017,2.176603414
654,654,tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,0.24,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_14,14,black,Non-Fiber,Black,0,0,done,0.164,0.994,0.325,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,994,325,9.94,325,167.47,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,99.4,994,546.7,167.47,0.000994,0.000325,0.00016747,0.294647084,0.000378212,998,1450,0.020944326,0.763046976,1290,0.016114359,0.587080865,1610,0.025120841,0.915206441
