"","Material","Morphology","Material..Raw.Data.","Morphology..Raw.Data.","Site.Code","Flow.Type","Loc.Code","X.Sec.Loc","Test.Group","Depth..m.","Event","Field.ID","Sample.ID","Unique.ID","Particle","Color","X1st.Order.Morph","Color.Group","Confidence....","Comment","QA_Color.Morph","Projected.SA..mm2.","length_mm","width_mm","lengthfiber_mm","OS..Y.N.","filename","Batch..Y.N.","max_cor_new","SpectrumIdentity","Organization","SpectralCollectionMode","InstrumentMode","InstrumentMode.1","library_type","polymer_class","plastic_or_not","Length..microns.","Width..microns.","Min.Projected.Height..microns.","Max.Projected.Height..microns.","Projected.Height..microns.","Density..mg.microns3.","X5..Density..mg.microns3.","X95..Density..mg.microns3.","X10..Density..mg.microns3.","X90..Density..mg.microns3.","Min.Projected.Width..microns.","Max.Projected.Width..microns.","Projected.Width..microns.","Height..microns.","a","b","c","CSF","Deqi","water.density","particle.density","delta","D_dimless","P","W","Re","Cd","W_adj","slope","g","shear_velocity","Rouse","Rouse_adj"
"711","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_A_10",10,"black","Non-Fiber","Black",0,"0","done","0.103",0.494,0.334,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494,334,4.94,494,249.47,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,49.4,494,271.7,249.47,0.000494,0.000334,0.00024947,0.614160129502607,0.000345274030325734,998,1610,0.613226452905812,6.27953102296572,4.6,0.0362881246753871,12.5293470596336,2.10311726743327,0.0362881246753871,0.002,9.81,0.0686206965863798,1.32205465991254,1.32205465991254
"712","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_A_12",12,"black","Non-Fiber","Black",0,"0","done","0.212",0.691,0.543,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,691,543,6.91,691,348.955,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,69.1,691,380.05,348.955,0.000691,0.000543,0.000348955,0.569679362823734,0.000507788000819437,998,1610,0.613226452905812,9.2351877760027,4.6,0.0472268154433487,23.9812101990466,1.82613859714628,0.0472268154433487,0.002,9.81,0.0686206965863798,1.72057476070283,1.72057476070283
"713","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_A_15",15,"black","Non-Fiber","Black",0,"0","done","0.099",0.972,0.328,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,972,328,9.72,328,168.86,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,97.2,972,534.6,168.86,0.000972,0.000328,0.00016886,0.299058899355209,0.000377591577004969,998,1610,0.613226452905812,6.8672932614606,4.6,0.0253125733318088,9.55781448241163,4.72692079475587,0.0253125733318088,0.002,9.81,0.0686206965863798,0.922191648839696,0.922191648839696
"714","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_A_16",16,"black","Non-Fiber","Black",0,"0","done","0.088",0.502,0.325,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,502,325,5.02,502,253.51,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,50.2,502,276.1,253.51,0.000502,0.000325,0.00025351,0.62762691024329,0.000345828455007718,998,1610,0.613226452905812,6.28961439641589,4.6,0.0368106880664097,12.7301833817775,2.04711140834367,0.0368106880664097,0.002,9.81,0.0686206965863798,1.34109277148157,1.34109277148157
"715","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_A_19",19,"black","Non-Fiber","Black",0,"0","done","0.181",0.784,0.395,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,784,395,7.84,395,201.42,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,78.4,784,431.2,201.42,0.000784,0.000395,0.00020142,0.361947859375112,0.000396587099765557,998,1610,0.613226452905812,7.21276660725505,4.6,0.0295204447504107,11.7074275673548,3.65023996526366,0.0295204447504107,0.002,9.81,0.0686206965863798,1.0754934815202,1.0754934815202
"716","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_A_20",20,"black","Non-Fiber","Black",0,"0","done","0.233",1.091,0.317,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1091,317,10.91,317,163.955,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,109.1,1091,600.05,163.955,0.001091,0.000317,0.000163955,0.278793509658664,0.000384181303827489,998,1610,0.613226452905812,6.98714123837287,4.6,0.0246072452915555,9.45364357971264,5.08907503239398,0.0246072452915555,0.002,9.81,0.0686206965863798,0.896495026853154,0.896495026853154
"717","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_A_28",28,"black","Non-Fiber","Black",0,"0","done","0.207",0.851,0.499,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,851,499,8.51,851,429.755,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,85.1,851,468.05,429.755,0.000851,0.000499,0.000429755,0.659486462931256,0.000567218448959834,998,1610,0.613226452905812,10.316054884526,4.6,0.0563362884862127,31.9549821753033,1.43351588401921,0.0563362884862127,0.002,9.81,0.0686206965863798,2.05245251391818,2.05245251391818
"718","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_A_29",29,"black","Non-Fiber","Black",0,"0","done","0.113",0.746,0.276,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,746,276,7.46,276,141.73,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,74.6,746,410.3,141.73,0.000746,0.000276,0.00014173,0.312347354800548,0.000307871791525897,998,1610,0.613226452905812,5.59929301418652,4.6,0.0220669870730961,6.79380284377289,5.07121989475628,0.0220669870730961,0.002,9.81,0.0686206965863798,0.803947940302461,0.803947940302461
"719","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_A_34",34,"black","Non-Fiber","Black",0,"0","done","0.153",0.718,0.315,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,718,315,7.18,315,161.09,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,71.8,718,394.9,161.09,0.000718,0.000315,0.00016109,0.338727988015673,0.000331513480611751,998,1610,0.613226452905812,6.02926662068648,4.6,0.0245796687690882,8.14849154592438,4.40126750907524,0.0245796687690882,0.002,9.81,0.0686206965863798,0.895490354653689,0.895490354653689
"720","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_A_35",35,"black","Non-Fiber","Black",0,"0","done","0.126",0.687,0.462,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687,462,6.87,687,346.935,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,68.7,687,377.85,346.935,0.000687,0.000462,0.000346935,0.615812866878394,0.000479309028071648,998,1610,0.613226452905812,8.71723803995326,4.6,0.0472526494985327,22.648621504952,1.72183647862497,0.0472526494985327,0.002,9.81,0.0686206965863798,1.72151595106044,1.72151595106044
"721","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_A_36",36,"black","Non-Fiber","Black",0,"0","done","0.095",0.513,0.29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,513,290,5.13,513,259.065,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,51.3,513,282.15,259.065,0.000513,0.00029,0.000259065,0.671662438308473,0.000337785784604762,998,1610,0.613226452905812,6.1433415989651,4.6,0.0376242762174215,12.708945662288,1.91396364990364,0.0376242762174215,0.002,9.81,0.0686206965863798,1.37073354283354,1.37073354283354
"722","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_A_38",38,"black","Non-Fiber","Black",0,"0","done","0.267",0.871,0.508,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,871,508,8.71,871,439.855,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,87.1,871,479.05,439.855,0.000871,0.000508,0.000439855,0.661254437491623,0.000579513823796882,998,1610,0.613226452905812,10.5396720145355,4.6,0.057403268548191,33.2659876548015,1.41064970128599,0.057403268548191,0.002,9.81,0.0686206965863798,2.09132489918445,2.09132489918445
"723","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_A_47",47,"black","Non-Fiber","Black",0,"0","done","0.098",0.487,0.365,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,487,365,4.87,487,245.935,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,48.7,487,267.85,245.935,0.000487,0.000365,0.000245935,0.583323437619913,0.000352274106196955,998,1610,0.613226452905812,6.4068420563353,4.6,0.0357531783486012,12.5949189464538,2.21044664183619,0.0357531783486012,0.002,9.81,0.0686206965863798,1.30256541128211,1.30256541128211
"724","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_A_51",51,"black","Non-Fiber","Black",0,"0","done","0.2",0.733,0.451,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,733,451,7.33,733,370.165,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,73.3,733,403.15,370.165,0.000733,0.000451,0.000370165,0.643806110722779,0.000496468794815957,998,1610,0.613226452905812,9.02932431970065,4.6,0.0499149963759306,24.7812380940011,1.5983007138969,0.0499149963759306,0.002,9.81,0.0686206965863798,1.81851099081665,1.81851099081665
"725","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_A_56",56,"black","Non-Fiber","Black",0,"0","done","0.29",1.117,0.498,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1117,498,11.17,498,254.585,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,111.7,1117,614.35,254.585,0.001117,0.000498,0.000254585,0.341343434370675,0.000521240847833141,998,1610,0.613226452905812,9.47985596054606,4.6,0.03546582839402,18.4862384612037,3.32389159009088,0.03546582839402,0.002,9.81,0.0686206965863798,1.29209663258721,1.29209663258721
"726","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_A_57",57,"black","Non-Fiber","Black",0,"0","done","0.033",0.613,0.103,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,613,103,6.13,103,54.565,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,61.3,613,337.15,54.565,0.000613,0.000103,5.4565e-05,0.217152738166591,0.000151032572465361,998,1610,0.613226452905812,2.74684349523714,4.6,0.0100364494996305,1.51583078634788,12.0264939469042,0.0100364494996305,0.002,9.81,0.0686206965863798,0.365649505138608,0.365649505138608
"727","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_A_58",58,"black","Non-Fiber","Black",0,"0","done","0.198",0.643,0.501,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643,501,6.43,643,324.715,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,64.3,643,353.65,324.715,0.000643,0.000501,0.000324715,0.57210797488773,0.000471176566682293,998,1610,0.613226452905812,8.56933220545031,4.6,0.0445962323688651,21.0126996545276,1.90027287320065,0.0445962323688651,0.002,9.81,0.0686206965863798,1.62473694480525,1.62473694480525
"728","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_A_59",59,"black","Non-Fiber","Black",0,"0","done","0.143",0.678,0.359,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,678,359,6.78,678,342.39,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,67.8,678,372.9,342.39,0.000678,0.000359,0.00034239,0.693999249435668,0.000436799103304423,998,1610,0.613226452905812,7.9441060696516,4.6,0.0471308435713887,20.5867102099636,1.57724782390789,0.0471308435713887,0.002,9.81,0.0686206965863798,1.71707829838409,1.71707829838409
"729","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_A_69",69,"black","Non-Fiber","Black",0,"0","done","0.166",0.553,0.439,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553,439,5.53,553,279.265,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,55.3,553,304.15,279.265,0.000553,0.000439,0.000279265,0.566789353148791,0.000407757589916865,998,1610,0.613226452905812,7.41592535447011,4.6,0.039503818314598,16.1079817484742,2.09581299145831,0.039503818314598,0.002,9.81,0.0686206965863798,1.43920931583923,1.43920931583923
"730","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_B_14",14,"black","Non-Fiber","Black",0,"0","done","0.107",0.912,0.246,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,912,246,9.12,246,127.56,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,91.2,912,501.6,127.56,0.000912,0.000246,0.00012756,0.269308175615121,0.000305877936705703,998,1610,0.613226452905812,5.56303059043318,4.6,0.0200841134713908,6.14328718919223,6.08235051392015,0.0200841134713908,0.002,9.81,0.0686206965863798,0.731707577687909,0.731707577687909
"731","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_B_20",20,"black","Non-Fiber","Black",0,"0","done","0.09",0.798,0.397,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,798,397,7.98,397,202.49,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,79.8,798,438.9,202.49,0.000798,0.000397,0.00020249,0.359755035368692,0.000400312353815912,998,1610,0.613226452905812,7.28051815044398,4.6,0.0296338272702166,11.8627871471146,3.65638675782375,0.0296338272702166,0.002,9.81,0.0686206965863798,1.07962425129689,1.07962425129689
"732","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_B_28",28,"black","Non-Fiber","Black",0,"0","done","0.138",0.638,0.333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638,333,6.38,638,322.19,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,63.8,638,350.9,322.19,0.000638,0.000333,0.00032219,0.699003903033779,0.000409065000559062,998,1610,0.613226452905812,7.43970335387448,4.6,0.0449144453496582,18.3729276120679,1.62648051928903,0.0449144453496582,0.002,9.81,0.0686206965863798,1.63633013012043,1.63633013012043
"733","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_B_37",37,"black","Non-Fiber","Black",0,"0","done","0.052",0.421,0.269,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,421,269,4.21,421,212.605,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,42.1,421,231.55,212.605,0.000421,0.000269,0.000212605,0.631766053001352,0.000288759279780225,998,1610,0.613226452905812,5.25169197879872,4.6,0.0319909364905225,9.23767978049818,2.26313607521471,0.0319909364905225,0.002,9.81,0.0686206965863798,1.16549882476973,1.16549882476973
"734","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_B_39",39,"black","Non-Fiber","Black",0,"0","done","0.123",0.642,0.353,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642,353,6.42,642,324.21,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,64.2,642,353.1,324.21,0.000642,0.000353,0.00032421,0.681038304946596,0.000418837327578777,998,1610,0.613226452905812,7.61743357768822,4.6,0.0450612930348324,18.8733515519534,1.65449974825447,0.0450612930348324,0.002,9.81,0.0686206965863798,1.64168010806001,1.64168010806001
"735","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_C_4",4,"black","Non-Fiber","Black",0,"0","done","0.081",0.471,0.292,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,471,292,4.71,471,237.855,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,47.1,471,259.05,237.855,0.000471,0.000292,0.000237855,0.641372605037938,0.000319819800432431,998,1610,0.613226452905812,5.81659256758898,4.6,0.0350311943211567,11.203669576702,2.09037443206575,0.0350311943211567,0.002,9.81,0.0686206965863798,1.27626197575317,1.27626197575317
"736","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_C_8",8,"black","Non-Fiber","Black",0,"0","done","0.068",0.606,0.19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606,190,6.06,190,98.03,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,60.6,606,333.3,98.03,0.000606,0.00019,9.803e-05,0.288898901219672,0.000224316769887395,998,1610,0.613226452905812,4.07967003527741,4.6,0.0163456181892985,3.6665962740361,6.73422568785617,0.0163456181892985,0.002,9.81,0.0686206965863798,0.595506130163028,0.595506130163028
"737","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_C_17",17,"black","Non-Fiber","Black",0,"0","done","0.321",0.984,0.511,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,984,511,9.84,984,496.92,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,98.4,984,541.2,496.92,0.000984,0.000511,0.00049692,0.700774801841706,0.000629845684955786,998,1610,0.613226452905812,11.455062272218,4.6,0.0635329227767247,40.0159372635492,1.25159872756743,0.0635329227767247,0.002,9.81,0.0686206965863798,2.31464142515478,2.31464142515478
"738","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_C_18",18,"black","Non-Fiber","Black",0,"very squishy","done","0.961",1.476,1.042,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1476,1042,14.76,1476,745.38,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,147.6,1476,811.8,745.38,0.001476,0.001042,0.00074538,0.601036293180179,0.00104659166250818,998,1610,0.613226452905812,19.0344602717362,4.6,0.086981452779508,91.0340632718822,1.10956457201905,0.086981452779508,0.002,9.81,0.0686206965863798,3.16892195454529,3.16892195454529
"739","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_C_19",19,"black","Non-Fiber","Black",0,"0","done","0.085",0.478,0.332,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,478,332,4.78,478,241.39,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,47.8,478,262.9,241.39,0.000478,0.000332,0.00024139,0.605949295067476,0.000337102327961374,998,1610,0.613226452905812,6.13091150918697,4.6,0.0353130796641694,11.904121362277,2.16829909327176,0.0353130796641694,0.002,9.81,0.0686206965863798,1.28653166686079,1.28653166686079
"740","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_C_20",20,"black","Non-Fiber","Black",0,"0","done","0.176",0.79,0.431,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790,431,7.9,790,398.95,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,79,790,434.5,398.95,0.00079,0.000431,0.00039895,0.683701115822742,0.000514052659419353,998,1610,0.613226452905812,9.34912370680336,4.6,0.0532096354524762,27.3525546110796,1.45631615804706,0.0532096354524762,0.002,9.81,0.0686206965863798,1.93854179932055,1.93854179932055
"741","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_C_21",21,"black","Non-Fiber","Black",0,"0","done","0.137",0.65,0.349,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,650,349,6.5,650,328.25,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,65,650,357.5,328.25,0.00065,0.000349,0.00032825,0.689184248490026,0.000420708389751151,998,1610,0.613226452905812,7.65146276009223,4.6,0.0455460340076965,19.1615986269292,1.62670449024983,0.0455460340076965,0.002,9.81,0.0686206965863798,1.65934026734788,1.65934026734788
"742","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_C_22",22,"black","Non-Fiber","Black",0,"0","done","0.078",0.998,0.377,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,998,377,9.98,377,193.49,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,99.8,998,548.9,193.49,0.000998,0.000377,0.00019349,0.315444223479942,0.00041755158704231,998,1610,0.613226452905812,7.59404969451981,4.6,0.0283260541054856,11.8275888463919,4.17413607557977,0.0283260541054856,0.002,9.81,0.0686206965863798,1.03197925387673,1.03197925387673
"743","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_C_32",32,"black","Non-Fiber","Black",0,"very squishy","done","0.433",1.262,0.594,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1262,594,12.62,594,303.31,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,126.2,1262,694.1,303.31,0.001262,0.000594,0.00030331,0.350319110210829,0.00061034797728789,998,1610,0.613226452905812,11.1004556426323,4.6,0.0408700084266534,24.9449269749469,2.93087083975889,0.0408700084266534,0.002,9.81,0.0686206965863798,1.48898256866302,1.48898256866302
"744","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_C_33",33,"black","Non-Fiber","Black",0,"0","done","0.098",0.547,0.293,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547,293,5.47,547,276.235,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,54.7,547,300.85,276.235,0.000547,0.000293,0.000276235,0.690003400595073,0.000353762029742365,998,1610,0.613226452905812,6.43390306076238,4.6,0.0396774848397442,14.0363875719798,1.80240163691706,0.0396774848397442,0.002,9.81,0.0686206965863798,1.44553636197055,1.44553636197055
"745","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_C_34",34,"black","Non-Fiber","Black",0,"0","done","0.369",0.939,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939,600,9.39,939,474.195,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,93.9,939,516.45,474.195,0.000939,6e-04,0.000474195,0.631754798161439,0.000644057444273394,998,1610,0.613226452905812,11.7135328656815,4.6,0.060776156957882,39.1433363230521,1.39857821519656,0.060776156957882,0.002,9.81,0.0686206965863798,2.21420649968836,2.21420649968836
"746","tire wear","rubbery fragment","tire wear","TRWP","SAD","Stormflow","1","RB","Outside Thalweg_1",0.24,"SF-4","SAD-SF-4-N-1","SAD-SF-4","SAD-SF-4-N-1_S1-5_C_36",36,"black","Non-Fiber","Black",0,"0","done","0.361",1.471,0.53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1471,530,14.71,530,272.355,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,147.1,1471,809.05,272.355,0.001471,0.00053,0.000272355,0.308454479387665,0.000596588162240322,998,1610,0.613226452905812,10.8502046017997,4.6,0.0371808039598039,22.1816275049971,3.46151090348141,0.0371808039598039,0.002,9.81,0.0686206965863798,1.35457689186384,1.35457689186384
