"","Material","Morphology","Material..Raw.Data.","Morphology..Raw.Data.","Site.Code","Flow.Type","Loc.Code","X.Sec.Loc","Test.Group","Depth..m.","Event","Field.ID","Sample.ID","Unique.ID","Particle","Color","X1st.Order.Morph","Color.Group","Confidence....","Comment","QA_Color.Morph","Projected.SA..mm2.","length_mm","width_mm","lengthfiber_mm","OS..Y.N.","filename","Batch..Y.N.","max_cor_new","SpectrumIdentity","Organization","SpectralCollectionMode","InstrumentMode","InstrumentMode.1","library_type","polymer_class","plastic_or_not","Length..microns.","Width..microns.","Min.Projected.Height..microns.","Max.Projected.Height..microns.","Projected.Height..microns.","Density..mg.microns3.","X5..Density..mg.microns3.","X95..Density..mg.microns3.","X10..Density..mg.microns3.","X90..Density..mg.microns3.","Min.Projected.Width..microns.","Max.Projected.Width..microns.","Projected.Width..microns.","Height..microns.","a","b","c","CSF","Deqi","water.density","particle.density","delta","D_dimless","P","W","Re","Cd","W_adj","slope","g","shear_velocity","Rouse","Rouse_adj"
"21","tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_C_20",20,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.17",0.795,0.385,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,795,385,7.95,385,196.475,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,79.5,795,437.25,196.475,0.000795,0.000385,0.000196475,0.355134912063796,0.000391782516858776,998,1610,0.613226452905812,7.12538520939237,4.6,0.0289025715239641,11.3235222153495,3.76184335656634,0.0289025715239641,0.002,9.81,0.0693318108807205,1.04218291563481,1.04218291563481
"22","tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_C_28",28,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.104",0.439,0.38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,439,380,4.39,439,221.695,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,43.9,439,241.45,221.695,0.000439,0.00038,0.000221695,0.542790002525936,0.000333171623484683,998,1610,0.613226452905812,6.05942341991422,4.6,0.0327474833569741,10.9105321950807,2.49195829479989,0.0327474833569741,0.002,9.81,0.0693318108807205,1.18082460781651,1.18082460781651
"23","tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","1","RB","Outside Thalweg_1",0.245,"DF-1","SAD-DF-1-N-1","SAD-DF-1","SAD-DF-1-N-1_S0-0_C_31",31,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.135",2.845,0.579,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2845,579,28.45,579,303.725,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,284.5,2845,1564.75,303.725,0.002845,0.000579,0.000303725,0.236646520632563,0.000793865858980214,998,1610,0.613226452905812,14.4381124894815,4.6,0.0398586143015607,31.6423930802696,4.00803363520612,0.0398586143015607,0.002,9.81,0.0693318108807205,1.43724120988755,1.43724120988755
"24","tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_A_14",14,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.224",0.79,0.595,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,790,595,7.9,790,398.95,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,79,790,434.5,398.95,0.00079,0.000595,0.00039895,0.581897432412912,0.000572384030971409,998,1610,0.613226452905812,10.4100018068091,4.6,0.0526407773201118,30.1307403159539,1.65680557148985,0.0526407773201118,0.002,9.81,0.0741188235200748,1.77555359151964,1.77555359151964
"25","tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_A_20",20,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.101",0.61,0.274,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,610,274,6.1,274,140.05,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,61,610,335.5,140.05,0.00061,0.000274,0.00014005,0.34256494114477,0.000286058267261761,998,1610,0.613226452905812,5.20256841196946,4.6,0.0219924581165571,6.29112446164916,4.74390060896009,0.0219924581165571,0.002,9.81,0.0741188235200748,0.741797328670513,0.741797328670513
"26","tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_A_23",23,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.09",0.584,0.311,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,584,311,5.84,584,294.92,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,58.4,584,321.2,294.92,0.000584,0.000311,0.00029492,0.692018344458819,0.000376957585586397,998,1610,0.613226452905812,6.85576280034408,4.6,0.0418185505667177,15.7638198543526,1.72895288968044,0.0418185505667177,0.002,9.81,0.0741188235200748,1.41052395938905,1.41052395938905
"27","tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_A_24",24,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.071",0.422,0.284,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,422,284,4.22,422,213.11,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,42.2,422,232.1,213.11,0.000422,0.000284,0.00021311,0.615585573735731,0.000294495190584463,998,1610,0.613226452905812,5.35601152407757,4.6,0.0319963211785109,9.42276270346724,2.30731418674896,0.0319963211785109,0.002,9.81,0.0741188235200748,1.07922386173078,1.07922386173078
"28","tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_A_25",25,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.112",0.651,0.448,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,651,448,6.51,651,328.755,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,65.1,651,358.05,328.755,0.000651,0.000448,0.000328755,0.60875545428768,0.000457696006454716,998,1610,0.613226452905812,8.32415999809904,4.6,0.045226381286363,20.6999341011666,1.79482482723777,0.045226381286363,0.002,9.81,0.0741188235200748,1.5254688059813,1.5254688059813
"29","tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_A_27",27,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.172",0.686,0.477,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686,477,6.86,686,346.43,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,68.6,686,377.3,346.43,0.000686,0.000477,0.00034643,0.605611685510472,0.000483970989342137,998,1610,0.613226452905812,8.8020255648021,4.6,0.0471450861380372,22.8168539808461,1.74652612871358,0.0471450861380372,0.002,9.81,0.0741188235200748,1.59018599793574,1.59018599793574
"30","tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_A_30",30,"black","Non-Fiber","Black",0,"rubbery texture, tears apart easily.","done","0.079",0.781,0.191,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,781,191,7.81,191,99.405,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,78.1,781,429.55,99.405,0.000781,0.000191,9.9405e-05,0.257374804111788,0.000245676835964727,998,1610,0.613226452905812,4.46814755111799,4.6,0.0164019471327884,4.02957847524419,7.32490539023987,0.0164019471327884,0.002,9.81,0.0741188235200748,0.553231498889955,0.553231498889955
"31","tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_A_33",33,"black","Non-Fiber","Black",0,"rubbery texture, tears apart easily.","done","0.121",0.592,0.43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,592,430,5.92,592,298.96,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,59.2,592,325.6,298.96,0.000592,0.00043,0.00029896,0.592540450979097,0.000423774105374513,998,1610,0.613226452905812,7.70721921633753,4.6,0.0418410675592054,17.7311609728168,1.94159000136604,0.0418410675592054,0.002,9.81,0.0741188235200748,1.41128344906449,1.41128344906449
"32","tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_B_1",1,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.091",0.484,0.323,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,484,323,4.84,484,244.42,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,48.4,484,266.2,244.42,0.000484,0.000323,0.00024442,0.618176936206944,0.000336817675710363,998,1610,0.613226452905812,6.12573451212382,4.6,0.03571478173955,12.0293697740182,2.11800752427468,0.03571478173955,0.002,9.81,0.0741188235200748,1.20464613587252,1.20464613587252
"33","tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_B_36",36,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.12",0.557,0.387,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557,387,5.57,557,281.285,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,55.7,557,306.35,281.285,0.000557,0.000387,0.000281285,0.60584774142363,0.000392859787889598,998,1610,0.613226452905812,7.14497763819974,4.6,0.0399091593860881,15.6787038912707,1.97843160954035,0.0399091593860881,0.002,9.81,0.0741188235200748,1.3461209140509,1.3461209140509
"34","tire wear","rubbery fragment","tire wear","TRWP","SAD","Low Flow","2","C","Inside Thalweg",0.28,"DF-1","SAD-DF-1-N-2","SAD-DF-1","SAD-DF-1-N-2_S0-0_C_1",1,"black","Non-Fiber","Black",0,"rubbery texture, bounces back.","0","0.137",0.638,0.313,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,638,313,6.38,313,159.69,1.45e-09,1.2e-09,1.7e-09,1.29e-09,1.61e-09,63.8,638,350.9,159.69,0.000638,0.000313,0.00015969,0.35735117362025,0.000317113145664054,998,1610,0.613226452905812,5.76736638463382,4.6,0.024495874385689,7.76796378223738,4.23893715533326,0.024495874385689,0.002,9.81,0.0741188235200748,0.826236616500477,0.826236616500477
