Site Code,Loc Code,Event,Field ID,Sample ID,Unique ID,Particle,Color,Morphology,1st Order Morph,Color-Group,Confidence (?),Comment,QA_Color-Morph,Projected SA [mm2],Feret,MinFeret,Length,
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-1_D_10,10,gray,fragment,Non-Fiber,Blacks,0,0,0,0.454,1.247,0.731,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-4_A_39,39,black,fragment,Non-Fiber,Blacks,0,0,0,0.738,1.247,0.984,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-5_D_38,38,pink,fragment,Non-Fiber,Reds,0,0,0,0.268,1.243,0.419,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-3_A_29,29,black,TRWP,Non-Fiber,Blacks,0,0,done,0.883,1.243,0.981,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-5_D_10,10,black,TRWP,Non-Fiber,Blacks,0,very squishy,done,0.475,1.242,0.616,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-4_B_48,48,gray,fragment,Non-Fiber,Blacks,0,0,0,0.119,1.241,0.321,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-3_A_41,41,brown,fragment,Non-Fiber,Blacks,0,0,0,0.427,1.239,0.605,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_A_26,26,blue,film,Non-Fiber,Blues,0,0,0,0.0000985,1.236,0.131,1.338,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-2_A_71,71,clear,fragment,Non-Fiber,Transparent,0,0,0,0.012,1.235,0.468,1.681,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-2_A_68,68,black,TRWP,Non-Fiber,Blacks,0,0,done,0.35,1.229,0.558,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-4_C_55,55,black,fragment,Non-Fiber,Blacks,0,0,done,0.433,1.227,0.718,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-3_B_1,1,black,TRWP,Non-Fiber,Blacks,0,0,done,0.61,1.224,0.892,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-4_B_22,22,pink,fragment,Non-Fiber,Reds,0,0,0,0.036,1.224,0.199,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-5_B_12,12,gray,fragment,Non-Fiber,Blacks,0,0,0,0.101,1.223,0.36,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_A_63,63,black,TRWP,Non-Fiber,Blacks,0,"some parts slightly bounce, other parts have hard surface",done,0.404,1.222,0.482,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-3_G_2,2,white,foam,Non-Fiber,Whites,0,0,0,0.334,1.222,0.541,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_C_19,19,blue,fragment,Non-Fiber,Blues,0,0,0,0.494,1.22,0.761,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_A_18,18,green,fragment,Non-Fiber,Greens,0,0,0,0.44,1.22,0.63,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-1_B_25,25,clear,fragment,Non-Fiber,Transparent,0,0,0,0.013,1.22,0.346,1.637,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-5_A_47,47,black,TRWP,Non-Fiber,Blacks,0,0,done,0.434,1.218,0.672,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-5_A_46,46,black,fragment,Non-Fiber,Blacks,0,0,done,0.339,1.216,0.523,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-3_G_32,32,gray,fragment,Non-Fiber,Blacks,0,0,0,0.148,1.216,0.286,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-4_A_69,69,black,TRWP,Non-Fiber,Blacks,0,0,done,0.531,1.213,0.697,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_B_8,8,black,fragment,Non-Fiber,Blacks,0,0,0,0.187,1.212,0.281,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-1_A_42,42,yellow,fragment,Non-Fiber,Yellows,0,long thin piece,done,0.03,1.212,0.778,3.381,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-2_A_8,8,clear,fragment,Non-Fiber,Transparent,0,thin long piece,0,0.000253,1.211,0.421,2.452,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-1_A_29,29,black,TRWP,Non-Fiber,Blacks,0,0,done,0.139,1.21,0.228,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-4_A_44,44,black,fragment,Non-Fiber,Blacks,0,0,0,0.136,1.209,0.216,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-5_B_9,9,green,fragment,Non-Fiber,Greens,0,0,0,0.121,1.208,0.694,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-2_A_51,51,black,TRWP,Non-Fiber,Blacks,0,0,0,0.699,1.207,1.047,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-2_A_19,19,black,TRWP,Non-Fiber,Blacks,0,0,done,0.387,1.207,0.636,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-5_A_37,37,black,TRWP,Non-Fiber,Blacks,0,0,done,0.302,1.204,0.472,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-1_D_22,22,clear,fragment,Non-Fiber,Transparent,0,thin long piece,0,0.017,1.203,0.636,2.113,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_C_41,41,green,fragment,Non-Fiber,Greens,0,0,0,0.000129,1.202,0.257,1.353,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_A_61,61,blue,film,Non-Fiber,Blues,0,"thin piece, breaks easily",done,0.48,1.2,0.594,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-2_A_2,2,pink,fragment,Non-Fiber,Reds,0,0,0,0.609,1.199,0.703,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-4_C_14,14,white,fragment,Non-Fiber,Whites,0,0,0,0.564,1.197,0.75,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_A_33,33,black,fragment,Non-Fiber,Blacks,0,0,done,0.337,1.195,0.561,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-2_A_31,31,black,TRWP,Non-Fiber,Blacks,0,0,done,0.37,1.194,0.551,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_48,48,black,TRWP,Non-Fiber,Blacks,0,0,done,0.175,1.189,0.275,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-2_A_34,34,green,fragment,Non-Fiber,Greens,0,0,0,0.377,1.188,0.654,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-5_B_35,35,black,TRWP,Non-Fiber,Blacks,0,0,0,0.222,1.188,0.427,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-5_D_1,1,green,fragment,Non-Fiber,Greens,0,0,0,0.153,1.185,0.231,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-3_D_92,92,black,fragment,Non-Fiber,Blacks,0,0,0,0.252,1.185,0.412,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-3_G_21,21,white,fragment,Non-Fiber,Whites,0,0,0,0.178,1.185,0.38,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-5_B_35,35,gray,fragment,Non-Fiber,Blacks,0,0,0,0.444,1.183,0.662,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-4_A_69,69,black,TRWP,Non-Fiber,Blacks,0,0,0,0.362,1.182,0.702,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-2_A_21,21,clear,fragment,Non-Fiber,Transparent,0,thin long piece,0,0.00019,1.181,0.887,2.295,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-1_B_8,8,pink,fragment,Non-Fiber,Reds,0,0,0,0.08,1.18,0.388,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-3_E_40,40,clear,fragment,Non-Fiber,Transparent,0,0,0,0.011,1.176,0.089,1.247,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_A_37,37,clear,fragment,Non-Fiber,Transparent,0,0,0,0.268,1.175,0.53,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-3_A_24,24,black,TRWP,Non-Fiber,Blacks,0,0,done,0.322,1.174,0.493,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-5_B_15,15,black,TRWP,Non-Fiber,Blacks,0,0,done,0.36,1.173,0.573,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-5_A_26,26,black,TRWP,Non-Fiber,Blacks,0,0,done,0.348,1.172,0.485,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-5_E_29,29,gray,fragment,Non-Fiber,Blacks,0,0,0,0.264,1.168,0.643,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-5_E_5,5,black,TRWP,Non-Fiber,Blacks,0,0,done,0.364,1.167,0.757,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-5_B_31,31,black,fragment,Non-Fiber,Blacks,0,0,done,0.273,1.166,0.553,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-1_A_4,4,black,TRWP,Non-Fiber,Blacks,0,"bounces back, retain original shape",done,0.491,1.162,0.839,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-5_B_18,18,black,fragment,Non-Fiber,Blacks,0,0,done,0.23,1.162,0.447,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_A_46,46,black,fragment,Non-Fiber,Blacks,0,0,done,0.17,1.159,0.515,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-5_B_26,26,black,TRWP,Non-Fiber,Blacks,0,0,0,0.308,1.158,0.482,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-2_D_7,7,black,TRWP,Non-Fiber,Blacks,0,slight bounce back,done,0.171,1.157,0.28,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-5_D_46,46,black,TRWP,Non-Fiber,Blacks,0,squishy when touched,done,0.513,1.157,0.711,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-5_D_27,27,black,TRWP,Non-Fiber,Blacks,0,0,done,0.206,1.155,0.291,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_A_12,12,blue,film,Non-Fiber,Blues,0,0,0,0.764,1.154,0.903,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-3_C_55,55,black,TRWP,Non-Fiber,Blacks,0,0,done,0.245,1.154,0.423,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-1_B_18,18,black,TRWP,Non-Fiber,Blacks,0,0,0,0.407,1.153,0.638,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_A_22,22,blue,fragment,Non-Fiber,Blues,0,0,0,0.311,1.152,0.507,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-2_A_46,46,clear,fragment,Non-Fiber,Transparent,0,thin long piece,0,0.000253,1.148,0.93,2.514,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-3_C_31,31,gray,fragment,Non-Fiber,Blacks,0,0,0,0.129,1.148,0.299,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-1_B_14,14,black,TRWP,Non-Fiber,Blacks,0,0,0,0.258,1.145,0.483,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-3_E_32,32,purple,fragment,Non-Fiber,Blues,0,0,0,0.017,1.143,0.441,1.938,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-1_C_64,64,pink,fragment,Non-Fiber,Reds,0,0,0,0.36,1.142,0.51,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-3_A_46,46,black,fragment,Non-Fiber,Blacks,0,0,done,0.272,1.141,0.466,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-2_B_52,52,black,TRWP,Non-Fiber,Blacks,0,0,done,0.27,1.141,0.516,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-3_B_6,6,green,fragment,Non-Fiber,Greens,0,0,0,0.236,1.141,0.333,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-3_A_7,7,blue,fragment,Non-Fiber,Blues,0,0,0,0.09,1.14,0.147,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-3_E_37,37,black,TRWP,Non-Fiber,Blacks,0,0,done,0.43,1.139,0.824,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_16,16,black,fragment,Non-Fiber,Blacks,0,0,done,0.386,1.138,0.559,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-5_E_48,48,black,fragment,Non-Fiber,Blacks,0,0,done,0.273,1.138,0.76,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-4_C_37,37,brown,fragment,Non-Fiber,Blacks,0,0,0,0.495,1.137,0.652,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-2_B_53,53,black,TRWP,Non-Fiber,Blacks,0,0,done,0.236,1.136,0.288,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-3_B_40,40,black,TRWP,Non-Fiber,Blacks,0,0,done,0.375,1.135,0.621,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-2_B_6,6,blue,fragment,Non-Fiber,Blues,0,consists of thin sheets,done,0.534,1.134,0.679,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-2_E_21,21,gray,fragment,Non-Fiber,Blacks,0,0,0,0.427,1.134,0.61,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-2_A_37,37,green,fragment,Non-Fiber,Greens,0,0,0,0.341,1.133,0.501,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-2_A_37,37,black,fragment,Non-Fiber,Blacks,0,0,done,0.033,1.132,0.201,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-2_A_50,50,black,TRWP,Non-Fiber,Blacks,0,0,0,0.33,1.131,0.627,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-4_C_28,28,black,fragment,Non-Fiber,Blacks,0,0,done,0.508,1.131,0.684,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-5_A_37,37,black,fragment,Non-Fiber,Blacks,0,0,done,0.178,1.128,0.305,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-2_C_33,33,gray,fragment,Non-Fiber,Blacks,0,0,0,0.408,1.127,0.714,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-2_A_33,33,black,fragment,Non-Fiber,Blacks,0,0,done,0.093,1.127,0.933,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_40,40,black,fragment,Non-Fiber,Blacks,0,0,done,0.176,1.122,0.264,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-1_D_9,9,clear,fragment,Non-Fiber,Transparent,0,thin long piece,0,0.018,1.122,0.604,2.062,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-3_A_50,50,black,TRWP,Non-Fiber,Blacks,0,0,done,0.244,1.121,0.406,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-5_A_18,18,black,fragment,Non-Fiber,Blacks,0,0,done,0.056,1.12,0.122,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-1_C_41,41,black,TRWP,Non-Fiber,Blacks,0,0,0,0.308,1.12,0.64,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-4_A_28,28,black,TRWP,Non-Fiber,Blacks,0,0,done,0.204,1.12,0.276,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-5_E_21,21,black,fragment,Non-Fiber,Blacks,0,0,done,0.229,1.119,0.448,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-3_E_36,36,clear,fragment,Non-Fiber,Transparent,0,0,0,0.027,1.119,0.481,3.23,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_B_1,1,black,TRWP,Non-Fiber,Blacks,0,very squishy,done,0.601,1.118,0.852,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-4_C_59,59,black,TRWP,Non-Fiber,Blacks,0,0,done,0.174,1.118,0.364,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-5_A_56,56,black,TRWP,Non-Fiber,Blacks,0,0,done,0.29,1.117,0.498,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-1_D_14,14,clear,fragment,Non-Fiber,Transparent,0,thin long piece,0,0.024,1.117,0.788,2.721,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-1_A_4,4,black,TRWP,Non-Fiber,Blacks,0,0,done,0.413,1.116,0.694,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-5_D_20,20,black,fragment,Non-Fiber,Blacks,0,0,done,0.593,1.116,0.671,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-5_B_28,28,black,TRWP,Non-Fiber,Blacks,0,0,done,0.289,1.116,0.428,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-2_A_39,39,black,fragment,Non-Fiber,Blacks,0,0,done,0.027,1.115,0.091,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-3_B_50,50,gray,fragment,Non-Fiber,Blacks,0,0,0,0.149,1.115,0.215,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_B_31,31,black,TRWP,Non-Fiber,Blacks,0,0,0,0.419,1.114,0.805,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-4_B_14,14,black,TRWP,Non-Fiber,Blacks,0,0,0,0.54,1.112,0.917,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-1_B_1,1,green,fragment,Non-Fiber,Greens,0,0,0,0.361,1.111,0.637,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-1_C_36,36,black,fragment,Non-Fiber,Blacks,0,0,0,0.254,1.111,0.534,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-3_A_39,39,blue,fragment,Non-Fiber,Blues,0,0,0,0.245,1.111,0.596,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-5_C_42,42,pink,fragment,Non-Fiber,Reds,0,0,0,0.292,1.11,0.555,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-3_A_45,45,white,fragment,Non-Fiber,Whites,0,0,0,0.223,1.11,0.373,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_A_31,31,black,fragment,Non-Fiber,Blacks,0,0,done,0.432,1.109,0.633,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_A_27,27,gray,fragment,Non-Fiber,Blacks,0,0,0,0.346,1.108,0.561,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-5_A_13,13,black,fragment,Non-Fiber,Blacks,0,0,done,0.345,1.108,0.667,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-3_A_58,58,black,fragment,Non-Fiber,Blacks,0,thin piece,done,0.052,1.108,0.159,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-3_C_19,19,green,fragment,Non-Fiber,Greens,0,0,0,0.044,1.106,0.159,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-2_D_69,69,black,TRWP,Non-Fiber,Blacks,0,"bounces back, retains original shape",done,0.391,1.106,0.565,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-3_A_67,67,white,fragment,Non-Fiber,Whites,0,0,0,0.24,1.104,0.465,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-5_A_46,46,black,TRWP,Non-Fiber,Blacks,0,0,done,0.427,1.102,0.634,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-3_B_19,19,yellow,fragment,Non-Fiber,Yellows,0,0,0,0.307,1.102,0.36,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-5_A_3,3,black,fragment,Non-Fiber,Blacks,0,0,done,0.531,1.1,0.773,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-2_A_41,41,clear,fragment,Non-Fiber,Transparent,0,0,0,0.000127,1.096,0.39,1.396,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-5_A_81,81,black,TRWP,Non-Fiber,Blacks,0,0,done,0.077,1.096,0.375,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-1_B_27,27,yellow,fragment,Non-Fiber,Yellows,0,thin long piece,done,0.023,1.094,0.28,2.542,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-2_F_56,56,gray,fragment,Non-Fiber,Blacks,0,"thin particle, breaks easily, matte appearance",done,0.614,1.093,0.74,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-3_B_15,15,black,fragment,Non-Fiber,Blacks,0,0,done,0.488,1.093,0.749,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-3_B_36,36,black,fragment,Non-Fiber,Blacks,0,0,done,0.308,1.092,0.592,0,sub
SAD,1,SF-4,SAD-SF-4-N-1,SAD-SF-4,SAD-SF-4-N-1_S1-5_A_20,20,black,TRWP,Non-Fiber,Blacks,0,0,done,0.233,1.091,0.317,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-3_A_5,5,black,TRWP,Non-Fiber,Blacks,0,0,done,0.395,1.091,0.68,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-3_D_37,37,black,TRWP,Non-Fiber,Blacks,0,0,0,0.224,1.09,0.478,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-5_B_44,44,black,TRWP,Non-Fiber,Blacks,0,0,0,0.235,1.089,0.499,0,sub
SAD,2,SF-4,SAD-SF-4-N-2,SAD-SF-4,SAD-SF-4-N-2_S1-2_D_63,63,black,TRWP,Non-Fiber,Blacks,0,hard surface throughout,done,0.322,1.088,0.797,0,sub
SAD,3,SF-4,SAD-SF-4-N-3,SAD-SF-4,SAD-SF-4-N-3_S1-2_A_65,65,red,fragment,Non-Fiber,Reds,0,0,0,0.079,1.087,0.435,0,sub
