Site Code,Loc Code,Event,Field ID,Sample ID,Unique ID,Particle,Color,Morphology,1st Order Morph,Color-Group,Confidence (?),Comment,QA_Color-Morph,Projected SA [mm2],Feret,MinFeret,Length
SDC,1,BF-1,SDC-BF-1-N-1,SDC-BF-1,SDC-BF-1-N-1_S0-0_A_1,1,blue,fragment,Non-Fiber,Blues,0,0,done,0.3,1.39,0.656,0
SDC,1,BF-1,SDC-BF-1-N-1,SDC-BF-1,SDC-BF-1-N-1_S0-0_A_2,2,black,TRWP,Non-Fiber,Blacks,0,0,done,0.45,1.418,0.715,0
SDC,1,BF-1,SDC-BF-1-N-1,SDC-BF-1,SDC-BF-1-N-1_S0-0_A_10,10,blue,fragment,Non-Fiber,Blues,0,0,done,0.662,1.159,0.77,0
SDC,1,BF-1,SDC-BF-1-N-1,SDC-BF-1,SDC-BF-1-N-1_S0-0_A_11,11,black,TRWP,Non-Fiber,Blacks,0,0,done,2.172,4.33,2.213,0
SDC,1,BF-1,SDC-BF-1-N-1,SDC-BF-1,SDC-BF-1-N-1_S0-0_A_13,13,white,foam,Non-Fiber,Whites,0,0,done,3.142,2.177,1.868,0
SDC,1,BF-1,SDC-BF-1-N-1,SDC-BF-1,SDC-BF-1-N-1_S0-0_A_14,14,blue,fragment,Non-Fiber,Blues,0,0,done,0.109,0.473,0.352,0
SDC,1,BF-1,SDC-BF-1-N-1,SDC-BF-1,SDC-BF-1-N-1_S0-0_A_15,15,black,fragment,Non-Fiber,Blacks,0,0,done,0.349,0.92,0.532,0
SDC,1,BF-1,SDC-BF-1-N-1,SDC-BF-1,SDC-BF-1-N-1_S0-0_A_19,19,white,foam,Non-Fiber,Whites,0,0,done,1.783,2.554,1.556,0
SDC,1,BF-1,SDC-BF-1-N-1,SDC-BF-1,SDC-BF-1-N-1_S0-0_A_20,20,black,fragment,Non-Fiber,Blacks,0,0,done,0.8,1.593,0.92,0
SDC,1,BF-1,SDC-BF-1-N-1,SDC-BF-1,SDC-BF-1-N-1_S0-0_A_21,21,blue,fragment,Non-Fiber,Blues,0,0,done,0.146,0.894,0.373,0
SDC,1,BF-1,SDC-BF-1-N-1,SDC-BF-1,SDC-BF-1-N-1_S0-0_A_23,23,white,foam,Non-Fiber,Whites,0,0,done,4.964,3.62,2.167,0
SDC,1,BF-1,SDC-BF-1-N-1,SDC-BF-1,SDC-BF-1-N-1_S0-0_A_24,24,blue,fragment,Non-Fiber,Blues,0,0,done,1.007,1.963,1.158,0
SDC,1,BF-1,SDC-BF-1-N-1,SDC-BF-1,SDC-BF-1-N-1_S0-0_A_25,25,blue,fragment,Non-Fiber,Blues,0,has a purple fiber attached to it.,done,0.407,1.848,0.744,0
SDC,1,BF-1,SDC-BF-1-N-1,SDC-BF-1,SDC-BF-1-N-1_S0-0_A_28,28,blue,fragment,Non-Fiber,Blues,0,0,done,0.07,0.459,0.319,0
SDC,1,BF-1,SDC-BF-1-N-1,SDC-BF-1,SDC-BF-1-N-1_S0-0_A_29,29,blue,fragment,Non-Fiber,Blues,0,0,done,0.107,1.645,0.299,0
SDC,1,BF-1,SDC-BF-1-N-1,SDC-BF-1,SDC-BF-1-N-1_S0-0_A_32,32,white,foam,Non-Fiber,Whites,0,0,done,0.966,1.204,1.054,0
