Site Code,Loc Code,Event,Field ID,Sample ID,Unique ID,Particle,Color,Morphology,1st Order Morph,Color-Group,Confidence (?),Comment,QA_Color-Morph,Projected SA [mm2],Feret,MinFeret,Length,combo
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_21,21,gray,fragment,Non-Fiber,Blacks,0,0,0,0.212,1.072,0.33,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_22,22,blue,fragment,Non-Fiber,Blues,0,0,0,0.265,1.164,0.511,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_23,23,clear,fragment,Non-Fiber,Transparent,0,0,done,0.376,0.921,0.509,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_24,24,gray,fragment,Non-Fiber,Blacks,0,0,0,0.108,0.695,0.328,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_25,25,white,fragment,Non-Fiber,Whites,0,0,0,0.089,0.613,0.264,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_27,27,blue,fragment,Non-Fiber,Blues,0,0,0,0.146,1.022,0.374,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_28,28,gray,fragment,Non-Fiber,Blacks,0,0,0,0.372,1.282,0.533,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_30,30,black,fragment,Non-Fiber,Blacks,0,0,0,0.231,0.665,0.494,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_32,32,green,fragment,Non-Fiber,Greens,0,0,0,0.114,0.534,0.345,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_33,33,black,fragment,Non-Fiber,Blacks,0,0,0,0.089,0.539,0.369,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_34,34,black,fragment,Non-Fiber,Blacks,0,0,0,0.076,0.445,0.223,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_35,35,white,fragment,Non-Fiber,Whites,0,0,0,0.088,1.02,0.172,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_36,36,gray,fragment,Non-Fiber,Blacks,0,0,0,0.161,0.638,0.375,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_37,37,gray,fragment,Non-Fiber,Blacks,0,0,0,0.045,0.409,0.247,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_38,38,black,fragment,Non-Fiber,Blacks,0,0,0,0.445,0.875,0.752,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_40,40,white,fragment,Non-Fiber,Whites,0,0,0,0.371,1.29,0.481,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_41,41,black,fragment,Non-Fiber,Blacks,0,0,0,0.443,1.466,0.457,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_42,42,green,fragment,Non-Fiber,Greens,0,0,0,1.025,2.515,1.099,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_43,43,black,fragment,Non-Fiber,Blacks,0,0,0,0.732,1.375,0.718,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_44,44,black,film,Non-Fiber,Blacks,0,0,done,0.126,1.245,0.317,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_47,47,white,fragment,Non-Fiber,Whites,0,0,0,0.539,1.083,0.642,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_48,48,white,fragment,Non-Fiber,Whites,0,0,0,0.081,0.399,0.286,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_49,49,green,fragment,Non-Fiber,Greens,0,0,0,0.307,0.967,0.549,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_50,50,gray,fragment,Non-Fiber,Blacks,0,0,0,0.255,0.917,0.53,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_52,52,black,fragment,Non-Fiber,Blacks,0,0,0,3.024,3.754,1.822,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_53,53,green,fragment,Non-Fiber,Greens,0,0,0,0.481,1.113,0.797,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_54,54,white,fragment,Non-Fiber,Whites,0,0,0,1.515,2.532,0.897,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_N_55,55,green,fragment,Non-Fiber,Greens,0,0,0,1.238,2.318,1.322,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_1,1,gray,fragment,Non-Fiber,Blacks,0,0,0,0.111,0.577,0.353,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_2,2,brown,fragment,Non-Fiber,Blacks,0,0,0,0.21,0.654,0.522,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_3,3,pink,fragment,Non-Fiber,Reds,0,0,0,0.17,0.602,0.419,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_4,4,green,fragment,Non-Fiber,Greens,0,0,0,0.338,0.99,0.7,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_6,6,black,fragment,Non-Fiber,Blacks,0,0,0,3.628,3.333,2.313,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_7,7,gray,fragment,Non-Fiber,Blacks,0,0,0,0.601,1.054,0.789,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_8,8,blue,fragment,Non-Fiber,Blues,0,0,0,0.21,0.691,0.562,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_9,9,black,fragment,Non-Fiber,Blacks,0,0,0,0.154,0.887,0.447,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_10,10,black,fragment,Non-Fiber,Blacks,0,0,0,0.229,1.044,0.436,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_11,11,white,fragment,Non-Fiber,Whites,0,0,0,0.241,0.888,0.477,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_12,12,black,fragment,Non-Fiber,Blacks,0,0,0,0.256,0.684,0.563,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_13,13,black,fragment,Non-Fiber,Blacks,0,0,0,0.262,0.848,0.59,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_14,14,black,fragment,Non-Fiber,Blacks,0,0,0,0.222,0.79,0.415,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_15,15,black,fragment,Non-Fiber,Blacks,0,0,0,0.088,0.464,0.31,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_16,16,black,fragment,Non-Fiber,Blacks,0,0,0,0.125,0.587,0.35,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_17,17,black,fragment,Non-Fiber,Blacks,0,0,0,0.179,0.621,0.401,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_18,18,yellow,fragment,Non-Fiber,Yellows,0,0,done,0.924,2.173,0.992,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_19,19,pink,fragment,Non-Fiber,Reds,0,0,done,0.269,1.158,0.439,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_20,20,white,foam,Non-Fiber,Whites,0,"has holes within the particle, could make dents.",0,0.191,0.824,0.438,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_21,21,black,fragment,Non-Fiber,Blacks,0,0,0,0.113,0.564,0.333,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_23,23,blue,fragment,Non-Fiber,Blues,0,0,0,0.187,0.93,0.264,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_24,24,black,fragment,Non-Fiber,Blacks,0,0,0,0.116,0.974,0.599,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_25,25,green,fragment,Non-Fiber,Greens,0,0,0,0.108,0.569,0.392,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_26,26,green,fragment,Non-Fiber,Greens,0,0,0,1.101,1.603,1.058,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_28,28,black,fragment,Non-Fiber,Blacks,0,0,0,0.115,0.82,0.296,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_29,29,white,fragment,Non-Fiber,Whites,0,0,0,0.54,1.065,0.674,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_30,30,gray,fragment,Non-Fiber,Blacks,0,0,0,0.136,0.71,0.332,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_31,31,black,fragment,Non-Fiber,Blacks,0,0,0,0.991,1.734,1.217,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_32,32,gray,fragment,Non-Fiber,Blacks,0,0,0,0.581,1.483,0.56,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_33,33,blue,fragment,Non-Fiber,Blues,0,0,0,0.351,1.017,0.464,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_34,34,white,foam,Non-Fiber,Whites,0,"has holes within the particle, could make dents.",0,0.863,1.582,0.83,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_35,35,black,TW,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.151,1.063,0.279,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_37,37,black,fragment,Non-Fiber,Blacks,0,0,0,0.147,0.674,0.421,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_39,39,black,fragment,Non-Fiber,Blacks,0,0,0,0.403,1.124,0.685,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_40,40,green,fragment,Non-Fiber,Greens,0,0,0,0.427,0.945,0.573,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_41,41,black,fragment,Non-Fiber,Blacks,0,0,0,0.115,0.709,0.239,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_42,42,white,foam,Non-Fiber,Whites,0,"has holes within the particle, could make dents.",0,2.162,1.929,1.466,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_43,43,black,fragment,Non-Fiber,Blacks,0,0,0,0.321,1.055,0.567,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_44,44,white,fragment,Non-Fiber,Whites,0,"has holes within the particle, could make dents.",0,1.034,1.432,1.131,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_45,45,black,fragment,Non-Fiber,Blacks,0,0,0,0.126,0.632,0.369,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_46,46,gray,fragment,Non-Fiber,Blacks,0,0,0,0.466,1.955,0.666,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_47,47,gray,fragment,Non-Fiber,Blacks,0,0,0,0.85,1.607,0.795,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_48,48,black,fragment,Non-Fiber,Blacks,0,0,0,0.208,0.783,0.471,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_49,49,black,fragment,Non-Fiber,Blacks,0,0,0,0.16,0.748,0.372,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_50,50,black,TW,Non-Fiber,Blacks,0,"rubbery texture, bounces back.",0,0.102,0.571,0.295,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_51,51,black,fragment,Non-Fiber,Blacks,0,0,0,0.179,0.946,0.394,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_52,52,green,fragment,Non-Fiber,Greens,0,0,0,0.337,0.843,0.629,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_53,53,white,fragment,Non-Fiber,Whites,0,0,0,0.236,1.103,0.334,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_54,54,black,fragment,Non-Fiber,Blacks,0,0,0,0.583,1.472,0.54,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_55,55,black,fragment,Non-Fiber,Blacks,0,0,0,0.23,1.13,0.507,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_56,56,black,fragment,Non-Fiber,Blacks,0,0,0,0.138,0.783,0.271,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_58,58,green,fragment,Non-Fiber,Greens,0,0,0,0.102,0.721,0.347,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_3,3,clear,fragment,Non-Fiber,Transparent,0,0,0,0.271,0.838,0.49,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_5,5,pink,fragment,Non-Fiber,Reds,0,0,0,0.116,0.873,0.219,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_6,6,green,fragment,Non-Fiber,Greens,0,0,0,0.575,2.812,0.466,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_7,7,gray,fragment,Non-Fiber,Blacks,0,0,0,0.289,1.474,0.424,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_8,8,pink,fragment,Non-Fiber,Reds,0,0,0,0.159,0.527,0.459,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_9,9,yellow,fragment,Non-Fiber,Yellows,0,0,0,0.123,0.717,0.231,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_10,10,black,fragment,Non-Fiber,Blacks,0,0,0,0.868,2.025,0.738,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_11,11,black,fragment,Non-Fiber,Blacks,0,0,0,0.32,0.993,0.468,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_12,12,black,fragment,Non-Fiber,Blacks,0,0,0,0.474,1.134,0.789,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_13,13,green,fragment,Non-Fiber,Greens,0,0,0,0.372,1.266,0.502,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_14,14,clear,fragment,Non-Fiber,Transparent,0,0,0,0.21,0.596,0.478,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_15,15,clear,fragment,Non-Fiber,Transparent,0,0,0,1.97,2.461,1.047,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_16,16,pink,fragment,Non-Fiber,Reds,0,0,0,0.052,1.014,0.098,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_17,17,gray,fragment,Non-Fiber,Blacks,0,0,0,0.675,2.296,1.207,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_18,18,black,fragment,Non-Fiber,Blacks,0,0,0,0.355,0.801,0.661,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_19,19,clear,fragment,Non-Fiber,Transparent,0,0,0,1.816,2.393,1.824,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_20,20,black,fragment,Non-Fiber,Blacks,0,0,0,0.196,0.93,0.629,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_22,22,blue,fragment,Non-Fiber,Blues,0,0,0,0.138,1.809,0.325,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_24,24,blue,fragment,Non-Fiber,Blues,0,0,0,0.197,0.749,0.448,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_25,25,gray,fragment,Non-Fiber,Blacks,0,0,0,2.063,2.823,1.648,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_26,26,white,foam,Non-Fiber,Whites,0,0,0,0.275,0.745,0.566,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_27,27,white,foam,Non-Fiber,Whites,0,0,0,1.037,1.76,0.911,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_29,29,black,fragment,Non-Fiber,Blacks,0,0,0,0.133,0.714,0.327,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_32,32,green,fragment,Non-Fiber,Greens,0,0,0,0.408,0.954,0.627,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_33,33,clear,fragment,Non-Fiber,Transparent,0,0,0,0.219,0.651,0.446,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_34,34,black,fragment,Non-Fiber,Blacks,0,0,0,0.157,0.799,0.505,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_35,35,white,fragment,Non-Fiber,Whites,0,0,0,0.307,1.213,0.456,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_36,36,white,fragment,Non-Fiber,Whites,0,0,0,0.156,0.781,0.356,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_37,37,white,foam,Non-Fiber,Whites,0,0,0,0.316,0.964,0.555,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_38,38,clear,fragment,Non-Fiber,Transparent,0,0,0,0.354,1.344,0.753,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_42,42,black,fragment,Non-Fiber,Blacks,0,0,0,0.084,0.378,0.315,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_43,43,gray,fragment,Non-Fiber,Blacks,0,0,0,0.124,1.016,0.406,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_44,44,black,fragment,Non-Fiber,Blacks,0,0,0,0.094,0.743,0.311,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_45,45,white,foam,Non-Fiber,Whites,0,0,0,0.106,0.611,0.419,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_47,47,clear,fragment,Non-Fiber,Transparent,0,0,0,0.23,0.883,0.405,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_50,50,black,fragment,Non-Fiber,Blacks,0,0,0,0.081,0.866,0.257,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_51,51,black,fragment,Non-Fiber,Blacks,0,0,0,0.057,1.056,0.416,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_52,52,blue,fragment,Non-Fiber,Blues,0,0,0,0.121,0.587,0.379,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_53,53,gray,fragment,Non-Fiber,Blacks,0,0,0,0.136,0.531,0.366,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_54,54,gray,fragment,Non-Fiber,Blacks,0,0,0,0.085,0.583,0.208,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_P_55,55,black,TW,Non-Fiber,Blacks,0,rubbery texture.,0,0.271,0.994,0.447,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_Q_1,1,white,fragment,Non-Fiber,Whites,0,0,0,0.223,0.738,0.451,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_Q_2,2,black,fragment,Non-Fiber,Blacks,0,0,0,0.218,0.76,0.521,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_Q_3,3,gray,fragment,Non-Fiber,Blacks,0,0,0,0.285,1.165,0.45,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_Q_4,4,gray,fragment,Non-Fiber,Blacks,0,0,0,0.000149,1.384,0.369,1.626,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_Q_8,8,gray,fragment,Non-Fiber,Blacks,0,0,0,0.424,1.186,0.588,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_Q_9,9,white,fragment,Non-Fiber,Whites,0,0,0,0.433,1.393,0.739,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_Q_12,12,yellow,fragment,Non-Fiber,Yellows,0,0,0,0.363,1.354,0.383,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_Q_16,16,blue,fragment,Non-Fiber,Blues,0,0,0,0.078,0.534,0.213,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_Q_17,17,gray,fragment,Non-Fiber,Blacks,0,0,0,0.193,0.603,0.465,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_Q_18,18,gray,fragment,Non-Fiber,Blacks,0,0,0,0.0000996,0.564,0,0.572,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_Q_23,23,white,fragment,Non-Fiber,Whites,0,0,0,0.185,0.631,0.474,2.526,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_Q_27,27,black,fragment,Non-Fiber,Blacks,0,0,0,0.049,0.715,0.187,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_Q_28,28,gray,fragment,Non-Fiber,Blacks,0,0,0,0.223,0.649,0.523,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_Q_29,29,blue,fragment,Non-Fiber,Blues,0,0,0,0.0000996,0.787,0.328,1.179,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_Q_30,30,gray,fragment,Non-Fiber,Blacks,0,0,0,0.000149,1.281,0.27,1.562,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_Q_33,33,black,TW,Non-Fiber,Blacks,0,0,done,0.772,1.296,0.999,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_Q_35,35,black,fragment,Non-Fiber,Blacks,0,0,0,0.22,0.892,0.367,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_Q_38,38,pink,fragment,Non-Fiber,Reds,0,0,0,0.458,1.236,0.789,0,All
SDC,1,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_Q_40,40,gray,fragment,Non-Fiber,Blacks,0,0,0,0.231,0.706,0.429,0,All
