,Material,Morphology,Material..Raw.Data.,Morphology..Raw.Data.,Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample.ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,Confidence....,Comment,QA_Color.Morph,Projected.SA..mm2.,length_mm,width_mm,lengthfiber_mm,OS..Y.N.,filename,Batch..Y.N.,max_cor_new,SpectrumIdentity,Organization,SpectralCollectionMode,InstrumentMode,InstrumentMode.1,library_type,polymer_class,polymer,plastic_or_not,Length..microns.,Width..microns.,material.1,Min.Projected.Height..microns.,Max.Projected.Height..microns.,Projected.Height..microns.,Density..mg.microns3.,X5..Density..mg.microns3.,X95..Density..mg.microns3.,X10..Density..mg.microns3.,X90..Density..mg.microns3.,Min.Projected.Width..microns.,Max.Projected.Width..microns.,Projected.Width..microns.
109,EVA,fiber,ETHYLENE-VINYL ACETATE,fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,1.18,SF-2,SAD-SF-2-N-3,SAD-SF-2,SAD-SF-2-N-3_S0-0_O_56,56,red,Fiber,Red,0,0,0,0.000254,2.282,0.513,2.282,Y,SAD-SF-2-N-3_S0-0_O_56.SPA,Y,0.7,PEVA 10. Yellow Fiber,"FLOPP, De Frond et al. 2021",0,TRANSMITTANCE,0,Polymers,Other Plastic,ETHYLENE-VINYL ACETATE,plastic,2282,513,NA,2.282,513,257.641,9.39E-10,9.31E-10,9.47E-10,9.34E-10,9.44E-10,2.282,1141,571.641
110,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,1.18,SF-2,SAD-SF-2-N-3,SAD-SF-2,SAD-SF-2-N-3_S0-0_P_62,62,black,Fiber,Black,0,0,0,0.000191,1.792,0.327,1.792,Y,SAD-SF-2-N-3_S0-0_P_62.SPA,Y,0.9,PET.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,1792,327,NA,1.792,327,164.396,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,1.792,896,448.896
111,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SAD,Stormflow,2,C,Inside Thalweg,1.19,SF-2,SAD-SF-2-N-2,SAD-SF-2,SAD-SF-2-N-2_S0-0_E_19,19,black,Fiber,Black,0,0,0,0.03,3.869,1.126,3.869,Y,SAD-SF-2-N-2_S0-0_E_19.SPA,Y,0.9,PET.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,3869,1126,NA,3.869,1934.5,969.1845,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,3.869,1934.5,969.1845
112,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-1_A_18,18,black,Fiber,Black,0,0,done,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-1_S1-1_A_18.SPA,0,0.7,PET.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,NA,NA,NA,0,0,0,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,0,0,0
113,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-1_F_13,13,black,Fiber,Black,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-1_S1-1_F_13.SPA,0,0.9,polytehylene_terephthalate,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,NA,NA,NA,0,0,0,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,0,0,0
114,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-1_F_33,33,blue,Fiber,Blue,0,fragment?,done,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-1_S1-1_F_33.SPA,0,0.9,PET.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,NA,NA,NA,0,0,0,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,0,0,0
115,Polyesters,fiber,POLYESTERS,fiber,SAD,Stormflow,2,C,Inside Thalweg,0.87,SF-6,SAD-SF-6-N-2,SAD-SF-6,SAD-SF-6-N-2_S1-1_A_4,4,blue,Fiber,Blue,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-2_S1-1_A_4.SPA,0,0.9,PES,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,NA,NA,NA,0,0,0,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,0,0,0
116,PAN,fiber,POLY(ACRYLONITRILE),fiber,SAD,Stormflow,2,C,Inside Thalweg,0.87,SF-6,SAD-SF-6-N-2,SAD-SF-6,SAD-SF-6-N-2_S1-1_D_5,5,brown,Fiber,Black,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-2_S1-1_D_5.SPA,0,0.9,Acrylic 1. Green Yarn Fiber,"FLOPP, De Frond et al. 2021",0,TRANSMITTANCE,0,Polymers,Polyacrylonitriles (Nitriles),POLY(ACRYLONITRILE),plastic,NA,NA,NA,0,0,0,1.18E-09,1.15E-09,1.21E-09,1.16E-09,1.20E-09,0,0,0
117,Polyesters,fiber,POLYESTERS,fiber,SAD,Stormflow,2,C,Inside Thalweg,0.87,SF-6,SAD-SF-6-N-2,SAD-SF-6,SAD-SF-6-N-2_S1-1_E_47,47,blue,Fiber,Blue,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-2_S1-1_E_47.SPA,0,0.9,PES,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,NA,NA,NA,0,0,0,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,0,0,0
118,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SAD,Stormflow,2,C,Inside Thalweg,0.87,SF-6,SAD-SF-6-N-2,SAD-SF-6,SAD-SF-6-N-2_S1-1_F_9,9,blue,Fiber,Blue,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-2_S1-1_F_9.SPA,0,0.7,PET,Win Cowger and Sebastian Primpke,Transmission,0,Transmission,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,NA,NA,NA,0,0,0,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,0,0,0
119,Polyesters,fiber,POLYESTERS,fiber,SAD,Stormflow,2,C,Inside Thalweg,0.87,SF-6,SAD-SF-6-N-2,SAD-SF-6,SAD-SF-6-N-2_S1-1_H_45,45,black,Fiber,Black,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-2_S1-1_H_45.SPA,0,0.8,PES,Win Cowger and Sebastian Primpke,Transmission,0,Transmission,0,POLYESTERS,0,plastic,NA,NA,NA,0,0,0,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,0,0,0
120,Polyesters,fiber,POLYESTERS,fiber,SAD,Stormflow,2,C,Inside Thalweg,0.87,SF-6,SAD-SF-6-N-2,SAD-SF-6,SAD-SF-6-N-2_S1-1_J_7,7,gray,Fiber,Black,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-2_S1-1_J_7.SPA,0,0.7,PEST,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,NA,NA,NA,0,0,0,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,0,0,0
121,Polyesters,fiber,POLYESTERS,fiber,SAD,Stormflow,2,C,Inside Thalweg,0.87,SF-6,SAD-SF-6-N-2,SAD-SF-6,SAD-SF-6-N-2_S1-2_D_34,34,gray,Fiber,Black,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-2_S1-2_D_34.SPA,0,0.8,PES,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,NA,NA,NA,0,0,0,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,0,0,0
122,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SAD,Stormflow,2,C,Inside Thalweg,0.87,SF-6,SAD-SF-6-N-2,SAD-SF-6,SAD-SF-6-N-2_S1-2_I_18,18,black,Fiber,Black,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-2_S1-2_I_18.SPA,0,0.8,Polyethylenterephthalat,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,NA,NA,NA,0,0,0,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,0,0,0
123,ABS,fiber,ACRYLONITRILE BUTADIENE STYRENE (ABS),fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,0.8,SF-6,SAD-SF-6-N-3,SAD-SF-6,SAD-SF-6-N-3_S1-1_C_44,44,black,Fiber,Black,0,crumbly,done,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-3_S1-1_C_44.SPA,0,1,ABS,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,Other Plastic,ACRYLONITRILE BUTADIENE STYRENE (ABS),plastic,NA,NA,NA,0,0,0,1.11E-09,1.11E-09,1.11E-09,1.11E-09,1.11E-09,0,0,0
124,Poly(ethylene glycol),fiber,POLY(ETHYLENE GLYCOL),fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,0.8,SF-6,SAD-SF-6-N-3,SAD-SF-6,SAD-SF-6-N-3_S1-1_C_59,59,black,Fiber,Black,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-3_S1-1_C_59.SPA,0,0.8,PET-G,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,"Polyethers (POLYGLYCOLS, Oxyalkylenes, GLYCIDYL ETHERS & CYCLIC ETHERS)",POLY(ETHYLENE GLYCOL),plastic,NA,NA,NA,0,0,0,1.13E-09,1.10E-09,1.16E-09,1.11E-09,1.15E-09,0,0,0
125,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,0.8,SF-6,SAD-SF-6-N-3,SAD-SF-6,SAD-SF-6-N-3_S1-1_D_25,25,black,Fiber,Black,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-3_S1-1_D_25.SPA,0,0.9,PET,Win Cowger and Sebastian Primpke,Transmission,0,Transmission,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,NA,NA,NA,0,0,0,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,0,0,0
126,Polyesters,fiber,POLYESTERS,fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,0.8,SF-6,SAD-SF-6-N-3,SAD-SF-6,SAD-SF-6-N-3_S1-1_G_51,51,black,Fiber,Black,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-3_S1-1_G_51.SPA,0,0.8,PES,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,NA,NA,NA,0,0,0,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,0,0,0
127,Polyesters,fiber,POLYESTERS,fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,0.8,SF-6,SAD-SF-6-N-3,SAD-SF-6,SAD-SF-6-N-3_S1-1_I_28,28,black,Fiber,Black,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-3_S1-1_I_28.SPA,0,0.7,PES,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,NA,NA,NA,0,0,0,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,0,0,0
128,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,0.8,SF-6,SAD-SF-6-N-3,SAD-SF-6,SAD-SF-6-N-3_S1-1_L_3,3,black,Fiber,Black,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-3_S1-1_L_3.SPA,0,0.9,PET,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,NA,NA,NA,0,0,0,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,0,0,0
129,Polyesters,fiber,POLYESTERS,fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,0.8,SF-6,SAD-SF-6-N-3,SAD-SF-6,SAD-SF-6-N-3_S1-1_N_56,56,gray,Fiber,Black,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-3_S1-1_N_56.SPA,0,0.8,PES,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,NA,NA,NA,0,0,0,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,0,0,0
130,Polyesters,fiber,POLYESTERS,fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,0.8,SF-6,SAD-SF-6-N-3,SAD-SF-6,SAD-SF-6-N-3_S1-2_A_44,44,blue,Fiber,Blue,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-3_S1-2_A_44.SPA,0,0.8,PES,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,NA,NA,NA,0,0,0,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,0,0,0
131,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,0.8,SF-6,SAD-SF-6-N-3,SAD-SF-6,SAD-SF-6-N-3_S1-2_D_51,51,pink,Fiber,Red,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-3_S1-2_D_51.SPA,0,0.9,PET,Win Cowger and Sebastian Primpke,Transmission,0,Transmission,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,NA,NA,NA,0,0,0,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,0,0,0
132,Polyesters,fiber,POLYESTERS,fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,0.8,SF-6,SAD-SF-6-N-3,SAD-SF-6,SAD-SF-6-N-3_S1-2_E_33,33,black,Fiber,Black,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-3_S1-2_E_33.SPA,0,0.9,PES,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,NA,NA,NA,0,0,0,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,0,0,0
133,Polyesters,fiber,POLYESTERS,fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,0.8,SF-6,SAD-SF-6-N-3,SAD-SF-6,SAD-SF-6-N-3_S1-2_E_57,57,black,Fiber,Black,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-3_S1-2_E_57.SPA,0,0.8,PEST,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,NA,NA,NA,0,0,0,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,0,0,0
134,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,0.8,SF-6,SAD-SF-6-N-3,SAD-SF-6,SAD-SF-6-N-3_S1-2_G_2,2,black,Fiber,Black,0,thick fiber; plasticy,done,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-3_S1-2_G_2.SPA,0,1,polytehylene_terephthalate,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,NA,NA,NA,0,0,0,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,0,0,0
135,PP,fiber,POLY(PROPYLENE),fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,0.8,SF-6,SAD-SF-6-N-3,SAD-SF-6,SAD-SF-6-N-3_S1-2_H_46,46,clear,Fiber,Transparent,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-3_S1-2_H_46.SPA,0,0.9,fibre_polypropylene_dyed,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(PROPYLENE),plastic,NA,NA,NA,0,0,0,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,0,0,0
136,Polyacrylonitriles (Nitriles),fiber,POLYACRYLONITRILES (NITRILES),fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,0.8,SF-6,SAD-SF-6-N-3,SAD-SF-6,SAD-SF-6-N-3_S1-2_J_19,19,black,Fiber,Black,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-3_S1-2_J_19.SPA,0,0.8,PAN,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYACRYLONITRILES (NITRILES),0,plastic,NA,NA,NA,0,0,0,1.12E-09,1.09E-09,1.14E-09,1.10E-09,1.13E-09,0,0,0
137,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,0.8,SF-6,SAD-SF-6-N-3,SAD-SF-6,SAD-SF-6-N-3_S1-2_J_28,28,gray,Fiber,Black,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-3_S1-2_J_28.SPA,0,0.7,PET,Win Cowger and Sebastian Primpke,ATR,0,ATR,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,NA,NA,NA,0,0,0,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,0,0,0
138,Polyesters,fiber,POLYESTERS,fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,0.8,SF-6,SAD-SF-6-N-3,SAD-SF-6,SAD-SF-6-N-3_S1-2_K_61,61,pink,Fiber,Red,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-3_S1-2_K_61.SPA,0,0.9,PES,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,NA,NA,NA,0,0,0,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,0,0,0
139,ABS,fiber,ACRYLONITRILE BUTADIENE STYRENE (ABS),fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,0.8,SF-6,SAD-SF-6-N-3,SAD-SF-6,SAD-SF-6-N-3_S1-2_L_61,61,black,Fiber,Black,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-3_S1-2_L_61.SPA,0,0.9,ABS,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,Other Plastic,ACRYLONITRILE BUTADIENE STYRENE (ABS),plastic,NA,NA,NA,0,0,0,1.11E-09,1.11E-09,1.11E-09,1.11E-09,1.11E-09,0,0,0
140,Polyesters,fiber,POLYESTERS,fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,0.8,SF-6,SAD-SF-6-N-3,SAD-SF-6,SAD-SF-6-N-3_S1-2_M_43,43,pink,Fiber,Red,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-3_S1-2_M_43.SPA,0,0.9,PES,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,NA,NA,NA,0,0,0,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,0,0,0
141,ABS,fiber,ACRYLONITRILE BUTADIENE STYRENE (ABS),fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,0.8,SF-6,SAD-SF-6-N-3,SAD-SF-6,SAD-SF-6-N-3_S1-2_M_62,62,gray,Fiber,Black,0,thick fiber; plasticy,done,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-3_S1-2_M_62.SPA,0,0.9,ABS,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,Other Plastic,ACRYLONITRILE BUTADIENE STYRENE (ABS),plastic,NA,NA,NA,0,0,0,1.11E-09,1.11E-09,1.11E-09,1.11E-09,1.11E-09,0,0,0
142,ABS,fiber,ACRYLONITRILE BUTADIENE STYRENE (ABS),fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,0.8,SF-6,SAD-SF-6-N-3,SAD-SF-6,SAD-SF-6-N-3_S1-2_O_22,22,black,Fiber,Black,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-3_S1-2_O_22.SPA,0,1,ABS,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,Other Plastic,ACRYLONITRILE BUTADIENE STYRENE (ABS),plastic,NA,NA,NA,0,0,0,1.11E-09,1.11E-09,1.11E-09,1.11E-09,1.11E-09,0,0,0
143,Polyacrylonitriles (Nitriles),fiber,POLYACRYLONITRILES (NITRILES),fiber,SAD,Stormflow,3,LB,Outside Thalweg_2,0.8,SF-6,SAD-SF-6-N-3,SAD-SF-6,SAD-SF-6-N-3_S1-2_O_51,51,brown,Fiber,Black,0,0,0,#N/A,NA,NA,#N/A,Y,SAD-SF-6-N-3_S1-2_O_51.SPA,0,0.8,PAN,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYACRYLONITRILES (NITRILES),0,plastic,NA,NA,NA,0,0,0,1.12E-09,1.09E-09,1.14E-09,1.10E-09,1.13E-09,0,0,0
144,PET,fragment,POLY(ETHYLENE TEREPHTHALATE),fragment,SAD,Low Flow,1,RB,Outside Thalweg_1,0.245,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_7,7,black,Non-Fiber,Black,0,0,0,0.02,0.347,0.122,0,Y,SAD-DF-1-N-1_S0-0_A_7.SPA,Y,0.7,PET.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,347,122,NA,3.47,122,62.735,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,34.7,347,190.85
145,PP,fragment,POLY(PROPYLENE),fragment,SAD,Low Flow,1,RB,Outside Thalweg_1,0.245,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_A_29,29,black,Non-Fiber,Black,0,particle could be flattened.,0,0.185,0.839,0.582,0,Y,SAD-DF-1-N-1_S0-0_A_29.SPA,Y,0.8,PP 52. White Fragment,"FLOPP, De Frond et al. 2021",0,TRANSMITTANCE,0,Polymers,Polyolefins (POLYALKENES),POLY(PROPYLENE),plastic,839,582,NA,8.39,839,423.695,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,83.9,839,461.45
146,PET,fragment,POLY(ETHYLENE TEREPHTHALATE),fragment,SAD,Low Flow,1,RB,Outside Thalweg_1,0.245,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_B_4,4,pink,Non-Fiber,Red,0,0,0,0.277,1.283,0.471,0,Y,SAD-DF-1-N-1_S0-0_B_4.SPA,Y,0.7,PET.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,1283,471,NA,12.83,471,241.915,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,128.3,1283,705.65
147,PET,fragment,POLY(ETHYLENE TEREPHTHALATE),fragment,SAD,Low Flow,1,RB,Outside Thalweg_1,0.245,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_B_5,5,pink,Non-Fiber,Red,0,0,0,0.401,1.066,0.579,0,Y,SAD-DF-1-N-1_S0-0_B_5.SPA,Y,0.8,PET.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,1066,579,NA,10.66,1066,538.33,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,106.6,1066,586.3
148,PET,rubbery fragment,POLY(ETHYLENE TEREPHTHALATE),TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.245,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_B_6,6,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.096,0.572,0.374,0,Y,SAD-DF-1-N-1_S0-0_B_6.SPA,Y,0.7,PET.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,572,374,NA,5.72,572,288.86,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,57.2,572,314.6
149,PE,fragment,POLY(ETHYLENE),fragment,SAD,Low Flow,1,RB,Outside Thalweg_1,0.245,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_B_7,7,black,Non-Fiber,Black,0,could make dents in the particle.,0,0.991,1.436,0.986,0,Y,SAD-DF-1-N-1_S0-0_B_7.SPA,Y,0.9,LDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,1436,986,NA,14.36,1436,725.18,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,143.6,1436,789.8
150,CA,fragment,CELLULOSE ACETATE,fragment,SAD,Low Flow,1,RB,Outside Thalweg_1,0.245,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_B_13,13,black,Non-Fiber,Black,0,"particle could be flattened, broke into multiple pieces.",0,0.148,0.553,0.346,0,Y,SAD-DF-1-N-1_S0-0_B_13.SPA,Y,0.8,CA,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Cellulose Derivatives (Ether Cellulose),CELLULOSE ACETATE,plastic,553,346,NA,5.53,553,279.265,1.30E-09,1.27E-09,1.33E-09,1.28E-09,1.32E-09,55.3,553,304.15
151,Polyesters,rubbery fragment,POLYESTERS,TRWP,SAD,Low Flow,1,RB,Outside Thalweg_1,0.245,DF-1,SAD-DF-1-N-1,SAD-DF-1,SAD-DF-1-N-1_S0-0_B_14,14,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,3.857,2.92,1.838,0,Y,SAD-DF-1-N-1_S0-0_B_14.SPA,Y,0.7,Polyesther from TS-1861 Block (Safi plaster),Kimmel_Center,0,absorbance,0,"Organic Materials, Minerals, Archeology",POLYESTERS,0,plastic,2920,1838,NA,29.2,2920,1474.6,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,292,2920,1606
