,Material,Morphology,Material..Raw.Data.,Morphology..Raw.Data.,Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample.ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,Confidence....,Comment,QA_Color.Morph,Projected.SA..mm2.,length_mm,width_mm,lengthfiber_mm,OS..Y.N.,filename,Batch..Y.N.,max_cor_new,SpectrumIdentity,Organization,SpectralCollectionMode,InstrumentMode,InstrumentMode.1,library_type,polymer_class,polymer,plastic_or_not,Length..microns.,Width..microns.,material.1,Min.Projected.Height..microns.,Max.Projected.Height..microns.,Projected.Height..microns.,Density..mg.microns3.,X5..Density..mg.microns3.,X95..Density..mg.microns3.,X10..Density..mg.microns3.,X90..Density..mg.microns3.,Min.Projected.Width..microns.,Max.Projected.Width..microns.,Projected.Width..microns.
31,Polyesters,fiber,POLYESTERS,fiber,SDC,Low Flow,3,LB,Outside Thalweg_2,0.22,DF-2,SDC-DF-2-N-3,SDC-DF-2,SDC-DF-2-N-3_S0-0_E_26,26,pink,Fiber,Red,0,0,0,0.000377,4.299,0.763,4.299,Y,SDC-DF-2-N-3_E_26.SPA,Y,0.8,PEST,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,4299,763,NA,4.299,763,383.6495,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,4.299,2149.5,1076.8995
32,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Low Flow,X,combine RB-C-LB,NA,0.18,DF-3,SDC-DF-3-N_S,SDC-DF-3,SDC-DF-3-N_S0-0_D_4,4,red,Fiber,Red,0,0,0,0.0002478,2.169,0.552,2.169,Y,SDC-DF-3-N_S0-0_D_4.SPA,Y,0.8,PET.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,2169,552,NA,2.169,1084.5,543.3345,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,2.169,1084.5,543.3345
33,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Low Flow,X,combine RB-C-LB,NA,0.18,DF-3,SDC-DF-3-N_S,SDC-DF-3,SDC-DF-3-N_S0-0_F_7,7,clear,Fiber,Transparent,0,0,0,0.0001926,1.682,0.498,1.682,Y,SDC-DF-3-N_S0-0_F_7.SPA,Y,0.9,PET.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,1682,498,NA,1.682,841,421.341,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,1.682,841,421.341
34,PP,fiber,POLY(PROPYLENE),fiber,SDC,Low Flow,X,combine RB-C-LB,NA,0.18,DF-3,SDC-DF-3-N_S,SDC-DF-3,SDC-DF-3-N_S0-0_F_10,10,purple,Fiber,Blue,0,0,0,0.0008986,12.128,2.157,12.128,Y,SDC-DF-3-N_S0-0_F_10.SPA,Y,0.9,PP 19. White Fiber,"FLOPP, De Frond et al. 2021",0,TRANSMITTANCE,0,Polymers,Polyolefins (POLYALKENES),POLY(PROPYLENE),plastic,12128,2157,NA,12.128,2157,1084.564,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,12.128,6064,3038.064
35,Polyesters,fiber,POLYESTERS,fiber,SDC,Low Flow,X,combine RB-C-LB,NA,0.18,DF-3,SDC-DF-3-N_S,SDC-DF-3,SDC-DF-3-N_S0-0_F_13,13,red,Fiber,Red,0,0,0,0.0001926,1.437,0.416,1.437,Y,SDC-DF-3-N_S0-0_F_13.SPA,Y,0.8,PEST,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,1437,416,NA,1.437,718.5,359.9685,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,1.437,718.5,359.9685
36,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Low Flow,X,combine RB-C-LB,NA,0.18,DF-3,SDC-DF-3-N_S,SDC-DF-3,SDC-DF-3-N_S0-0_F_40,40,red,Fiber,Red,0,0,0,0.0002568,2.632,0.398,2.632,Y,SDC-DF-3-N_S0-0_F_40.SPA,Y,0.9,PET.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,2632,398,NA,2.632,398,200.316,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,2.632,1316,659.316
37,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Low Flow,X,combine RB-C-LB,NA,0.18,DF-3,SDC-DF-3-N_S,SDC-DF-3,SDC-DF-3-N_S0-0_F_53,53,clear,Fiber,Transparent,0,0,0,0.0003209,3.424,0.402,3.424,Y,SDC-DF-3-N_S0-0_F_53.SPA,Y,0.7,PET.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,3424,402,NA,3.424,402,202.712,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,3.424,1712,857.712
38,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Low Flow,X,combine RB-C-LB,NA,0.18,DF-3,SDC-DF-3-N_S,SDC-DF-3,SDC-DF-3-N_S0-0_H_15,15,clear,Fiber,Transparent,0,0,0,0.0003851,5.152,1.239,5.152,Y,SDC-DF-3-N_S0-0_H_15.SPA,Y,0.8,PET.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,5152,1239,NA,5.152,1239,622.076,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,5.152,2576,1290.576
39,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Low Flow,X,combine RB-C-LB,NA,0.18,DF-3,SDC-DF-3-N_S,SDC-DF-3,SDC-DF-3-N_S0-0_H_16,16,clear,Fiber,Transparent,0,0,0,0.0002568,3.099,0.927,3.099,Y,SDC-DF-3-N_S0-0_H_16.SPA,Y,0.8,PET.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,3099,927,NA,3.099,1549.5,776.2995,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,3.099,1549.5,776.2995
40,EVA,fiber,ETHYLENE-VINYL ACETATE,fiber,SDC,Low Flow,X,combine RB-C-LB,NA,0.18,DF-3,SDC-DF-3-N_S,SDC-DF-3,SDC-DF-3-N_S0-0_I_42,42,blue,Fiber,Blue,0,0,done,0.000124,1.336,0.213,1.336,Y,SDC-DF-3-N_S0-0_I_42.SPA,Y,0.8,EVA 5. Green Fiber,"FLOPP, De Frond et al. 2021",0,TRANSMITTANCE,0,Polymers,Other Plastic,ETHYLENE-VINYL ACETATE,plastic,1336,213,NA,1.336,213,107.168,9.39E-10,9.31E-10,9.47E-10,9.34E-10,9.44E-10,1.336,668,334.668
41,PE,fiber,poly(ethylene),fiber,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_A_30,30,gray,Fiber,Black,0,0,done,0.649,8.324,3.676,0,Y,SDC-SF-2-N-1_S0-0_A_31.SPA,Y,0.966295577,pe,win cowger and sebastian primpke,transmission,transmission,transmission,"polymer, minerals, organic materials",polyolefins (polyalkenes),poly(ethylene),plastic,8324,3676,NA,8.324,4162,2085.162,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,8.324,4162,2085.162
42,PP,fiber,POLY(PROPYLENE),fiber,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_B_4,4,blue,Fiber,Blue,0,0,0,0.373,3.192,2.126,0,Y,SDC-SF-2-N-1_S0-0_B_4.SPA,Y,1,fibre_polypropylene_dyed,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(PROPYLENE),plastic,3192,2126,NA,3.192,1596,799.596,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,3.192,1596,799.596
43,ABS,fiber,ACRYLONITRILE BUTADIENE STYRENE (ABS),fiber,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_B_12,12,green,Fiber,Green,0,0,0,0.081,0.884,0.455,0,Y,SDC-SF-2-N-1_S0-0_B_12.SPA,Y,0.9,ABS,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,Other Plastic,ACRYLONITRILE BUTADIENE STYRENE (ABS),plastic,884,455,NA,0.884,442,221.442,1.11E-09,1.11E-09,1.11E-09,1.11E-09,1.11E-09,0.884,442,221.442
44,PP,fiber,POLY(PROPYLENE),fiber,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_B_15,15,blue,Fiber,Blue,0,0,0,0.131,3.728,0.792,0,Y,SDC-SF-2-N-1_S0-0_B_15.SPA,Y,1,polypropylene,Win Cowger and Sebastian Primpke,Transmission,0,Transmission,0,Polyolefins (POLYALKENES),POLY(PROPYLENE),plastic,3728,792,NA,3.728,792,397.864,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,3.728,1864,933.864
45,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_B_19,19,pink,Fiber,Red,0,0,0,0.054,0.687,0.372,0,Y,SDC-SF-2-N-1_S0-0_B_19.SPA,Y,0.9,PET.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,687,372,NA,0.687,343.5,172.0935,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,0.687,343.5,172.0935
46,Polyacrylonitriles (Nitriles),fiber,POLYACRYLONITRILES (NITRILES),fiber,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_B_25,25,blue,Fiber,Blue,0,0,0,0.137,3.171,1.98,0,Y,SDC-SF-2-N-1_S0-0_B_25.SPA,Y,0.9,PAN,Win Cowger and Sebastian Primpke,Reflectance,0,Reflectance,0,POLYACRYLONITRILES (NITRILES),0,plastic,3171,1980,NA,3.171,1585.5,794.3355,1.12E-09,1.09E-09,1.14E-09,1.10E-09,1.13E-09,3.171,1585.5,794.3355
47,PP,fiber,POLY(PROPYLENE),fiber,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_B_26,26,black,Fiber,Black,0,0,0,0.349,4.67,1.439,0,Y,SDC-SF-2-N-1_S0-0_B_26.SPA,Y,0.9,polypropylene,Win Cowger and Sebastian Primpke,Transmission,0,Transmission,0,Polyolefins (POLYALKENES),POLY(PROPYLENE),plastic,4670,1439,NA,4.67,2335,1169.835,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,4.67,2335,1169.835
48,PP,fiber,POLY(PROPYLENE),fiber,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_B_38,38,blue,Fiber,Blue,0,0,0,0.064,1.036,0.48,0,Y,SDC-SF-2-N-1_S0-0_B_38.SPA,Y,1,polypropylene,Win Cowger and Sebastian Primpke,Transmission,0,Transmission,0,Polyolefins (POLYALKENES),POLY(PROPYLENE),plastic,1036,480,NA,1.036,518,259.518,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,1.036,518,259.518
49,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,1,RB,Outside Thalweg_1,0.39,SF-2,SDC-SF-2-N-1,SDC-SF-2,SDC-SF-2-N-1_S0-0_D_4,4,blue,Fiber,Blue,0,0,0,0.099,1.628,0.385,0,Y,SDC-SF-2-N-1_S0-0_D_4.SPA,Y,0.9,PET.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,1628,385,NA,1.628,385,193.314,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,1.628,814,407.814
50,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_A_3,3,black,Fiber,Black,0,0,0,0.2,2.679,1.334,0,Y,SDC-SF-2-N-2_S0-0_A_3.SPA,Y,0.8,PET.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,2679,1334,NA,2.679,1339.5,671.0895,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,2.679,1339.5,671.0895
51,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_B_19,19,green,Fiber,Green,0,0,0,0.104,1.629,0.608,0,Y,SDC-SF-2-N-2_S0-0_B_19.SPA,Y,0.9,PET.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,1629,608,NA,1.629,814.5,408.0645,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,1.629,814.5,408.0645
52,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_E_28,28,red,Fiber,Red,0,0,0,0.084,1.475,0.712,0,Y,SDC-SF-2-N-2_S0-0_E_28.SPA,Y,0.8,PET.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,1475,712,NA,1.475,737.5,369.4875,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,1.475,737.5,369.4875
53,PE,fiber,POLY(ETHYLENE),fiber,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_G_35,35,black,Fiber,Black,0,has a natural organic in it.,done,0.119,2.224,0.926,0,Y,SDC-SF-2-N-2_S0-0_G_35.SPA,Y,0.9,LDPE.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,2224,926,NA,2.224,1112,557.112,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,2.224,1112,557.112
54,PE,fiber,POLY(ETHYLENE),fiber,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_H_18,18,gray,Fiber,Black,0,0,0,0.395,3.777,3.011,0,Y,SDC-SF-2-N-2_S0-0_H_18.SPA,Y,0.9,LDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,3777,3011,NA,3.777,1888.5,946.1385,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,3.777,1888.5,946.1385
55,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_J_24,24,purple,Fiber,Blue,0,0,0,0.049,1.425,0.923,0,Y,SDC-SF-2-N-2_S0-0_J_24.SPA,Y,0.7,PET.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,1425,923,NA,1.425,712.5,356.9625,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,1.425,712.5,356.9625
56,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_J_35,35,purple,Fiber,Blue,0,0,0,0.127,3.763,0.389,0,Y,SDC-SF-2-N-2_S0-0_J_35.SPA,Y,0.9,PEST,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,3763,389,NA,3.763,389,196.3815,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,3.763,1881.5,942.6315
57,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_33,33,red,Fiber,Red,0,0,0,0.063,2.176,0.564,0,Y,SDC-SF-2-N-2_S0-0_L_33.SPA,Y,0.9,PET.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,2176,564,NA,2.176,1088,545.088,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,2.176,1088,545.088
58,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_N_38,38,blue,Fiber,Blue,0,an organic is attached to it.,0,0.572,7.491,1.252,0,Y,SDC-SF-2-N-2_S0-0_N_38.SPA,Y,0.8,PEST,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,7491,1252,NA,7.491,1252,629.7455,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,7.491,3745.5,1876.4955
59,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-2_A_3,3,black,Fiber,Black,0,0,0,0.051,1.678,0.351,0,Y,SDC-SF-2-N-3_S1-2_A_3.SPA,Y,0.9,PET.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,1678,351,NA,1.678,351,176.339,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,1.678,839,420.339
60,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-2_A_11,11,black,Fiber,Black,0,0,0,0.035,0.579,0.356,0,Y,SDC-SF-2-N-3_S1-2_A_11.SPA,Y,0.9,PET.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,579,356,NA,0.579,289.5,145.0395,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,0.579,289.5,145.0395
61,PP,fiber,POLY(PROPYLENE),fiber,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-3_A_4,4,black,Fiber,Black,0,0,0,0.000185,2.18,0.273,2.18,Y,SDC-SF-2-N-3_S1-3_A_4.SPA,Y,0.9,PP 8. White Toothbrush Fragment,"FLOPP, De Frond et al. 2021",0,TRANSMITTANCE,0,Polymers,Polyolefins (POLYALKENES),POLY(PROPYLENE),plastic,2180,273,NA,2.18,273,137.59,1.00E-09,9.98E-10,1.00E-09,9.99E-10,1.00E-09,2.18,1090,546.09
62,PE,fiber,POLY(ETHYLENE),fiber,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-3_A_13,13,black,Fiber,Black,0,0,0,0.001,17.729,1.222,17.729,Y,SDC-SF-2-N-3_S1-3_A_13.SPA,Y,0.8,LDPE.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyolefins (POLYALKENES),POLY(ETHYLENE),plastic,17729,1222,NA,17.729,1222,619.8645,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,17.729,8864.5,4441.1145
63,EVA,fiber,ETHYLENE-VINYL ACETATE,fiber,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-4_A_1,1,red,Fiber,Red,0,0,0,0.000555,7.381,1.412,7.381,Y,SDC-SF-2-N-3_S1-4_A_1.SPA,Y,0.8,EVA 5. Green Fiber,"FLOPP, De Frond et al. 2021",0,TRANSMITTANCE,0,Polymers,Other Plastic,ETHYLENE-VINYL ACETATE,plastic,7381,1412,NA,7.381,1412,709.6905,9.39E-10,9.31E-10,9.47E-10,9.34E-10,9.44E-10,7.381,3690.5,1848.9405
64,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-4_A_9,9,red,Fiber,Red,0,0,0,0.000247,2.507,0.594,2.507,Y,SDC-SF-2-N-3_S1-4_A_9.SPA,Y,0.8,PET.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,2507,594,NA,2.507,594,298.2535,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,2.507,1253.5,628.0035
65,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-4_A_19,19,blue,Fiber,Blue,0,0,0,0.000555,7.472,0.961,7.472,Y,SDC-SF-2-N-3_S1-4_A_19.SPA,Y,0.9,PET.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,7472,961,NA,7.472,961,484.236,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,7.472,3736,1871.736
66,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-4_A_23,23,purple,Fiber,Blue,0,0,0,0.000247,3.376,0.92,3.376,Y,SDC-SF-2-N-3_S1-4_A_23.SPA,Y,0.9,PET.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,3376,920,NA,3.376,1688,845.688,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,3.376,1688,845.688
67,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-5_A_6,6,green,Fiber,Green,0,0,0,0.000247,3.186,1.024,3.186,Y,SDC-SF-2-N-3_S1-5_A_6.SPA,Y,0.9,PET.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,3186,1024,NA,3.186,1593,798.093,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,3.186,1593,798.093
68,PAN,fiber,POLY(ACRYLONITRILE),fiber,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-5_A_9,9,green,Fiber,Green,0,0,0,0.000308,3.301,0.564,3.301,Y,SDC-SF-2-N-3_S1-5_A_9.SPA,Y,0.9,Acrylic 1. Green Yarn Fiber,"FLOPP, De Frond et al. 2021",0,TRANSMITTANCE,0,Polymers,Polyacrylonitriles (Nitriles),POLY(ACRYLONITRILE),plastic,3301,564,NA,3.301,564,283.6505,1.18E-09,1.15E-09,1.21E-09,1.16E-09,1.20E-09,3.301,1650.5,826.9005
69,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-5_A_23,23,black,Fiber,Black,0,0,0,0.000493,6.421,1.957,6.421,Y,SDC-SF-2-N-3_S1-5_A_23.SPA,Y,1,PET.1,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,6421,1957,NA,6.421,3210.5,1608.4605,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,6.421,3210.5,1608.4605
70,Polyesters,fiber,POLYESTERS,fiber,SDC,Stormflow,3,T-1,Inside Thalweg,0.87,SF-2,SDC-SF-2-N-3,SDC-SF-2,SDC-SF-2-N-3_S1-5_A_33,33,green,Fiber,Green,0,0,0,0.000493,6.251,0.868,6.251,Y,SDC-SF-2-N-3_S1-5_A_33.SPA,Y,0.9,PEST,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,POLYESTERS,0,plastic,6251,868,NA,6.251,868,437.1255,1.01E-09,9.08E-10,1.70E-09,7.51E-10,1.27E-09,6.251,3125.5,1565.8755
71,EVA,fiber,ETHYLENE-VINYL ACETATE,fiber,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-1_A_2,2,black,Fiber,Black,0,0,0,0.00037,4.601,1.032,4.601,Y,SDC-SF-2-N-4_S1-1_A_2.SPA,Y,0.8,PEVA 10. Yellow Fiber,"FLOPP, De Frond et al. 2021",0,TRANSMITTANCE,0,Polymers,Other Plastic,ETHYLENE-VINYL ACETATE,plastic,4601,1032,NA,4.601,1032,518.3005,9.39E-10,9.31E-10,9.47E-10,9.34E-10,9.44E-10,4.601,2300.5,1152.5505
72,PET,fiber,POLY(ETHYLENE TEREPHTHALATE),fiber,SDC,Stormflow,4,T-2,NA,2.74,SF-2,SDC-SF-2-N-4,SDC-SF-2,SDC-SF-2-N-4_S1-1_A_9,9,blue,Fiber,Blue,0,0,0,0.000185,1.992,0.336,1.992,Y,SDC-SF-2-N-4_S1-1_A_9.SPA,Y,0.9,PET.2,Moore Institute for Plastic Pollution Research,Reflectance,0,Reflectance,0,Polyterephthalates,POLY(ETHYLENE TEREPHTHALATE),plastic,1992,336,NA,1.992,336,168.996,1.45E-09,1.44E-09,1.46E-09,1.44E-09,1.46E-09,1.992,996,498.996
