Material,Morphology,Material (Raw Data),Morphology (Raw Data),Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,Confidence....,Comment,QA_Color.Morph,Projected.SA..mm2.,length_mm,width_mm,lengthfiber_mm,OS..Y.N.,filename,Batch..Y.N.,max_cor_new,SpectrumIdentity,Organization,SpectralCollectionMode,InstrumentMode,InstrumentMode.1,library_type,polymer_class,plastic_or_not,Length (microns),Width (microns),Min Projected Height (microns),Max Projected Height (microns),Projected Height (microns),Density (mg/microns3),5% Density (mg/microns3),95% Density (mg/microns3),10% Density (mg/microns3),90% Density (mg/microns3),Min Projected Width (microns),Max Projected Width (microns),Projected Width (microns) 
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_G_32,32,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,1.053,2.178,1.096,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2178,1096,21.78,1096,558.89,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,217.8,2178,1197.9
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_H_27,27,black,Non-Fiber,Black,0,"rubbery texture, but tears apart easily.",done,0.069,0.53,0.229,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,229,5.3,229,117.15,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,53,530,291.5
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_I_1,1,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.396,1.158,0.485,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1158,485,11.58,485,248.29,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,115.8,1158,636.9
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_I_2,2,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.138,0.625,0.384,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,625,384,6.25,625,315.625,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,62.5,625,343.75
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_I_11,11,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.569,1.275,0.687,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1275,687,12.75,1275,643.875,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,127.5,1275,701.25
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_I_24,24,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.435,1.83,0.942,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1830,942,18.3,1830,924.15,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,183,1830,1006.5
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_I_26,26,black,Non-Fiber,Black,0,"rubbery texture, bounces back. some organics are in the circle.",done,0.45,1.576,0.729,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1576,729,15.76,729,372.38,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,157.6,1576,866.8
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_I_35,35,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,1.026,1.968,0.973,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1968,973,19.68,973,496.34,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,196.8,1968,1082.4
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_I_43,43,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.301,0.884,0.489,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,884,489,8.84,884,446.42,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,88.4,884,486.2
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_J_14,14,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.085,0.811,0.223,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,811,223,8.11,223,115.555,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,81.1,811,446.05
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_J_15,15,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.297,1.335,0.399,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1335,399,13.35,399,206.175,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,133.5,1335,734.25
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_J_16,16,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.17,0.807,0.32,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,807,320,8.07,320,164.035,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,80.7,807,443.85
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_J_26,26,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.206,0.903,0.683,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,903,683,9.03,903,456.015,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,90.3,903,496.65
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_J_27,27,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.097,0.648,0.382,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648,382,6.48,648,327.24,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,64.8,648,356.4
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_J_32,32,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.105,0.629,0.349,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629,349,6.29,629,317.645,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,62.9,629,345.95
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_K_1,1,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.119,1.106,0.783,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1106,783,11.06,1106,558.53,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,110.6,1106,608.3
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_K_2,2,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.037,0.858,0.154,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,858,154,8.58,154,81.29,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,85.8,858,471.9
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_K_4,4,black,Non-Fiber,Black,0,"could be tire wear, broke into multiple pieces.",done,0.092,1.646,0.171,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1646,171,16.46,171,93.73,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,164.6,1646,905.3
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_K_19,19,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.109,0.696,0.307,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,696,307,6.96,307,156.98,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,69.6,696,382.8
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_K_20,20,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.101,0.81,0.183,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,810,183,8.1,183,95.55,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,81,810,445.5
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_K_21,21,black,Non-Fiber,Black,0,"rubbery texture, bounces back, tears easily.",done,0.159,0.561,0.409,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561,409,5.61,561,283.305,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,56.1,561,308.55
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_K_30,30,black,Non-Fiber,Black,0,"rubbery texture, bounces back. a blue fiber is attached to the particle.",done,0.178,0.787,0.402,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,787,402,7.87,787,397.435,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,78.7,787,432.85
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_K_34,34,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.236,1.086,0.438,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1086,438,10.86,438,224.43,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,108.6,1086,597.3
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_K_35,35,black,Non-Fiber,Black,0,"rubbery texture, bounces back, but tears easily.",done,0.064,0.642,0.208,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642,208,6.42,208,107.21,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,64.2,642,353.1
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_1,1,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",0,0.34,0.947,0.603,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,947,603,9.47,947,478.235,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,94.7,947,520.85
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_3,3,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.27,0.734,0.556,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,734,556,7.34,734,370.67,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,73.4,734,403.7
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_4,4,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.131,0.525,0.444,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,444,5.25,525,265.125,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,52.5,525,288.75
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_5,5,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.246,1.269,0.612,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1269,612,12.69,612,312.345,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,126.9,1269,697.95
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_6,6,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.204,0.777,0.397,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,777,397,7.77,777,392.385,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,77.7,777,427.35
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_13,13,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,1.182,1.854,1.262,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1854,1262,18.54,1854,936.27,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,185.4,1854,1019.7
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_15,15,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.24,0.769,0.451,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,769,451,7.69,769,388.345,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,76.9,769,422.95
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_18,18,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.163,1.009,0.353,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1009,353,10.09,353,181.545,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,100.9,1009,554.95
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_20,20,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.215,0.869,0.47,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,869,470,8.69,869,438.845,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,86.9,869,477.95
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_21,21,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.238,1.203,0.838,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1203,838,12.03,1203,607.515,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,120.3,1203,661.65
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_28,28,black,Non-Fiber,Black,0,broke down to multiple pieces easily.,done,0.813,3.627,0.87,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3627,870,36.27,870,453.135,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,362.7,3627,1994.85
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_39,39,black,Non-Fiber,Black,0,"rubbery texture, bounces back. has a blue fiber in it.",done,0.957,5.427,0.715,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5427,715,54.27,715,384.635,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,542.7,5427,2984.85
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_40,40,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.149,0.652,0.424,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652,424,6.52,652,329.26,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,65.2,652,358.6
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_M_16,16,black,Non-Fiber,Black,0,"rubbery texture, bounces back slowly.",done,0.119,0.764,0.266,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,764,266,7.64,266,136.82,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,76.4,764,420.2
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_M_25,25,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.115,0.497,0.371,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,497,371,4.97,497,250.985,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,49.7,497,273.35
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_M_44,44,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.637,1.617,0.876,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1617,876,16.17,1617,816.585,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,161.7,1617,889.35
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_M_49,49,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.362,1.339,0.404,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1339,404,13.39,404,208.695,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,133.9,1339,736.45
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_M_54,54,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.376,1.235,0.707,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1235,707,12.35,1235,623.675,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,123.5,1235,679.25
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_M_62,62,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.488,1.077,0.593,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1077,593,10.77,1077,543.885,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,107.7,1077,592.35
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_N_23,23,black,Non-Fiber,Black,0,"rubbery texture, bounces back.",done,0.117,0.525,0.322,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,322,5.25,525,265.125,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,52.5,525,288.75
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_N_49 (1),49 (1),black,Non-Fiber,Black,0,"rubbery texture, bounces back, has a lot of white organics attached to the particle.",done,4.096,4.186,2.113,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4186,2113,41.86,2113,1077.43,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,418.6,4186,2302.3
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S1-1_A_1,1,black,Non-Fiber,Black,0,"bounces back, reatins original shape",done,0.356,1.266,0.389,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1266,389,12.66,389,200.83,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,126.6,1266,696.3
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S1-1_A_2,2,black,Non-Fiber,Black,0,"bounces back, reatins original shape",done,0.252,0.728,0.534,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,728,534,7.28,728,367.64,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,72.8,728,400.4
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S1-1_A_3,3,black,Non-Fiber,Black,0,"bounces back, reatins original shape",done,0.118,0.536,0.362,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,536,362,5.36,536,270.68,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,53.6,536,294.8
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S1-1_A_4,4,black,Non-Fiber,Black,0,"hard surface, creates dents with pressure",done,0.11,0.453,0.35,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,453,350,4.53,453,228.765,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,45.3,453,249.15
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S1-1_A_7,7,black,Non-Fiber,Black,0,"bounces back, retains original shape",done,0.131,0.53,0.351,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,530,351,5.3,530,267.65,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,53,530,291.5
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S1-1_A_12,12,black,Non-Fiber,Black,0,"bounces back slightly, retains original shape",done,0.109,0.475,0.372,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,475,372,4.75,475,239.875,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,47.5,475,261.25
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S1-1_A_14,14,black,Non-Fiber,Black,0,"bounces back slightly, retains original shape",done,0.229,0.905,0.474,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,905,474,9.05,905,457.025,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,90.5,905,497.75
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S1-1_A_18,18,black,Non-Fiber,Black,0,"compressible, creates dents with pressure",done,0.127,0.614,0.261,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614,261,6.14,261,133.57,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,61.4,614,337.7
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S1-1_A_20,20,black,Non-Fiber,Black,0,"bounces back, retains original shape",done,0.101,0.531,0.343,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,531,343,5.31,531,268.155,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,53.1,531,292.05
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S1-1_A_21,21,black,Non-Fiber,Black,0,"bounces back, retains original shape",done,0.081,0.474,0.315,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474,315,4.74,474,239.37,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,47.4,474,260.7
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S1-1_A_34,34,black,Non-Fiber,Black,0,bounces back slightly,done,0.302,0.812,0.527,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,812,527,8.12,812,410.06,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,81.2,812,446.6
tire wear,rubbery fragment,tire wear,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S1-1_A_36,36,black,Non-Fiber,Black,0,"bounces back, retains original shape",done,0.198,1.125,0.376,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1125,376,11.25,376,193.625,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,112.5,1125,618.75
