Material,Morphology,Material (Raw Data),Morphology (Raw Data),Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,Confidence....,Comment,QA_Color.Morph,Projected.SA..mm2.,length_mm,width_mm,lengthfiber_mm,OS..Y.N.,filename,Batch..Y.N.,max_cor_new,SpectrumIdentity,Organization,SpectralCollectionMode,InstrumentMode,InstrumentMode.1,library_type,polymer_class,plastic_or_not,Length (microns),Width (microns),Min Projected Height (microns),Max Projected Height (microns),Projected Height (microns),Density (mg/microns3),5% Density (mg/microns3),95% Density (mg/microns3),10% Density (mg/microns3),90% Density (mg/microns3),Min Projected Width (microns),Max Projected Width (microns),Projected Width (microns) 
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_R_32,32,black,Non-Fiber,Black,0,0,0,0.115,0.444,0.392,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,392,4.44,444,224.22,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,44.4,444,244.2
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_R_35,35,black,Non-Fiber,Black,0,0,0,0.113,0.707,0.253,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707,253,7.07,253,130.035,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,70.7,707,388.85
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_R_41,41,black,Non-Fiber,Black,0,0,0,0.131,1.09,0.297,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1090,297,10.9,297,153.95,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,109,1090,599.5
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_S_3,3,black,Non-Fiber,Black,0,0,0,0.097,0.661,0.379,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,661,379,6.61,661,333.805,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,66.1,661,363.55
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_S_7,7,black,Non-Fiber,Black,0,0,0,0.059,0.553,0.215,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553,215,5.53,215,110.265,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,55.3,553,304.15
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_S_8,8,black,Non-Fiber,Black,0,0,0,0.075,0.642,0.234,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642,234,6.42,234,120.21,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,64.2,642,353.1
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_S_9,9,black,Non-Fiber,Black,0,0,0,0.122,0.486,0.402,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,486,402,4.86,486,245.43,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,48.6,486,267.3
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_S_15,15,black,Non-Fiber,Black,0,0,0,0.198,0.684,0.473,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,684,473,6.84,684,345.42,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,68.4,684,376.2
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_S_16,16,black,Non-Fiber,Black,0,0,0,0.064,0.597,0.198,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,597,198,5.97,198,101.985,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,59.7,597,328.35
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_S_18,18,black,Non-Fiber,Black,0,0,0,0.491,1.146,0.78,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1146,780,11.46,1146,578.73,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,114.6,1146,630.3
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_S_19,19,black,Non-Fiber,Black,0,0,0,0.005,0.527,0.095,0.613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,527,95,5.27,95,50.135,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,52.7,527,289.85
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_S_23,23,black,Non-Fiber,Black,0,0,0,0.124,0.524,0.362,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524,362,5.24,524,264.62,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,52.4,524,288.2
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_S_32,32,black,Non-Fiber,Black,0,0,0,0.081,0.51,0.275,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,510,275,5.1,510,257.55,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,51,510,280.5
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_S_33,33,black,Non-Fiber,Black,0,0,0,0.17,0.743,0.339,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,743,339,7.43,339,173.215,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,74.3,743,408.65
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_S_36,36,black,Non-Fiber,Black,0,0,0,0.119,0.629,0.302,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629,302,6.29,302,154.145,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,62.9,629,345.95
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_T_8,8,black,Non-Fiber,Black,0,0,0,0.006,0.629,0.107,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629,107,6.29,107,56.645,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,62.9,629,345.95
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_T_11,11,black,Non-Fiber,Black,0,0,0,0.523,1.545,0.466,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1545,466,15.45,466,240.725,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,154.5,1545,849.75
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_T_12,12,black,Non-Fiber,Black,0,0,0,0.516,1.048,0.661,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1048,661,10.48,1048,529.24,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,104.8,1048,576.4
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_T_14,14,black,Non-Fiber,Black,0,0,0,0.012,1.217,0.272,1.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1217,272,12.17,272,142.085,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,121.7,1217,669.35
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_T_16,16,black,Non-Fiber,Black,0,0,0,0.649,1.345,1.063,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1345,1063,13.45,1345,679.225,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,134.5,1345,739.75
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_T_17,17,black,Non-Fiber,Black,0,0,0,0.459,1.048,0.677,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1048,677,10.48,1048,529.24,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,104.8,1048,576.4
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_T_18,18,black,Non-Fiber,Black,0,0,0,0.31,0.889,0.591,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889,591,8.89,889,448.945,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,88.9,889,488.95
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_T_19,19,black,Non-Fiber,Black,0,0,0,1.005,1.711,1.119,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1711,1119,17.11,1711,864.055,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,171.1,1711,941.05
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_T_25,25,black,Non-Fiber,Black,0,0,0,0.448,1.093,0.731,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1093,731,10.93,1093,551.965,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,109.3,1093,601.15
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_T_26,26,black,Non-Fiber,Black,0,0,0,0.177,0.877,0.308,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,877,308,8.77,308,158.385,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,87.7,877,482.35
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_T_33,33,black,Non-Fiber,Black,0,0,0,0.174,0.862,0.318,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,862,318,8.62,318,163.31,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,86.2,862,474.1
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_T_34,34,black,Non-Fiber,Black,0,0,0,0.112,0.56,0.334,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,560,334,5.6,560,282.8,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,56,560,308
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_T_35,35,black,Non-Fiber,Black,0,0,0,0.557,1.499,0.763,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1499,763,14.99,1499,756.995,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,149.9,1499,824.45
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_U_1,1,black,Non-Fiber,Black,0,0,0,0.282,0.759,0.507,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,759,507,7.59,759,383.295,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,75.9,759,417.45
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_U_8,8,black,Non-Fiber,Black,0,0,0,0.197,0.959,0.355,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,959,355,9.59,355,182.295,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,95.9,959,527.45
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_U_9,9,black,Non-Fiber,Black,0,0,0,0.088,0.641,0.233,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641,233,6.41,233,119.705,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,64.1,641,352.55
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_U_10,10,black,Non-Fiber,Black,0,0,0,0.048,0.385,0.213,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,213,3.85,385,194.425,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,38.5,385,211.75
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_U_11,11,black,Non-Fiber,Black,0,0,0,0.415,1.004,0.597,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1004,597,10.04,1004,507.02,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,100.4,1004,552.2
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_U_12,12,black,Non-Fiber,Black,0,0,0,0.176,0.582,0.417,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582,417,5.82,582,293.91,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,58.2,582,320.1
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_U_13,13,black,Non-Fiber,Black,0,0,0,0.078,0.656,0.278,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,656,278,6.56,278,142.28,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,65.6,656,360.8
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_U_14,14,black,Non-Fiber,Black,0,0,0,0.131,1.48,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1480,286,14.8,286,150.4,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,148,1480,814
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_U_18,18,black,Non-Fiber,Black,0,0,0,0.099,0.5,0.312,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,312,5,500,252.5,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,50,500,275
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_U_19,19,black,Non-Fiber,Black,0,0,0,0.104,0.953,0.26,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,953,260,9.53,260,134.765,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,95.3,953,524.15
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_U_20,20,black,Non-Fiber,Black,0,0,0,0.086,0.511,0.29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,511,290,5.11,511,258.055,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,51.1,511,281.05
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_U_22,22,black,Non-Fiber,Black,0,0,0,0.082,0.494,0.31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,494,310,4.94,494,249.47,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,49.4,494,271.7
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_U_25,25,black,Non-Fiber,Black,0,0,0,0.05,0.476,0.24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,476,240,4.76,240,122.38,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,47.6,476,261.8
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_U_30,30,black,Non-Fiber,Black,0,0,0,0.209,0.893,0.553,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,893,553,8.93,893,450.965,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,89.3,893,491.15
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_U_32,32,black,Non-Fiber,Black,0,0,0,1.082,1.677,1.023,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1677,1023,16.77,1677,846.885,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,167.7,1677,922.35
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_V_2,2,black,Non-Fiber,Black,0,0,0,0.066,0.444,0.271,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444,271,4.44,444,224.22,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,44.4,444,244.2
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_V_3,3,black,Non-Fiber,Black,0,0,0,0.084,0.491,0.365,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,491,365,4.91,491,247.955,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,49.1,491,270.05
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_V_4,4,black,Non-Fiber,Black,0,0,0,0.063,0.364,0.257,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364,257,3.64,364,183.82,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,36.4,364,200.2
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_V_5,5,black,Non-Fiber,Black,0,0,0,0.05,0.354,0.197,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,354,197,3.54,354,178.77,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,35.4,354,194.7
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_V_7,7,black,Non-Fiber,Black,0,0,0,0.112,0.521,0.325,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,521,325,5.21,521,263.105,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,52.1,521,286.55
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_V_9,9,black,Non-Fiber,Black,0,0,0,0.552,1.329,0.607,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1329,607,13.29,607,310.145,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,132.9,1329,730.95
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_V_11,11,black,Non-Fiber,Black,0,0,0,0.168,1.065,0.635,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1065,635,10.65,1065,537.825,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,106.5,1065,585.75
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_V_16,16,black,Non-Fiber,Black,0,0,0,0.52,1.097,0.764,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1097,764,10.97,1097,553.985,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,109.7,1097,603.35
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_V_20,20,black,Non-Fiber,Black,0,0,0,0.181,1.073,0.44,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1073,440,10.73,440,225.365,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,107.3,1073,590.15
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_V_24,24,black,Non-Fiber,Black,0,0,0,0.169,0.783,0.354,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,783,354,7.83,354,180.915,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,78.3,783,430.65
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_V_25,25,black,Non-Fiber,Black,0,0,0,0.113,0.525,0.375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,525,375,5.25,525,265.125,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,52.5,525,288.75
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_V_28,28,black,Non-Fiber,Black,0,0,0,0.263,0.979,0.475,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,979,475,9.79,475,242.395,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,97.9,979,538.45
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_V_30,30,black,Non-Fiber,Black,0,0,0,0.248,0.897,0.514,1.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,897,514,8.97,897,452.985,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,89.7,897,493.35
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_V_33,33,black,Non-Fiber,Black,0,0,0,0.11,0.552,0.35,1.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,552,350,5.52,552,278.76,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,55.2,552,303.6
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_V_34,34,black,Non-Fiber,Black,0,0,0,0.045,0.811,0.19,1.465,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,811,190,8.11,190,99.055,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,81.1,811,446.05
tire wear,rubbery fragment,tire wear,TRWP,SAD,Low Flow,X,combine RB-C-LB,NA,0.115,DF-3,SAD-DF-3-N_S,SAD-DF-3,SAD-DF-3-N_S0-0_V_37,37,black,Non-Fiber,Black,0,0,0,0.139,0.603,0.427,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,603,427,6.03,603,304.515,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,60.3,603,331.65
