Material,Morphology,Material (Raw Data),Morphology (Raw Data),Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,Confidence....,Comment,QA_Color.Morph,Projected.SA..mm2.,length_mm,width_mm,lengthfiber_mm,OS..Y.N.,filename,Batch..Y.N.,max_cor_new,SpectrumIdentity,Organization,SpectralCollectionMode,InstrumentMode,InstrumentMode.1,library_type,polymer_class,plastic_or_not,Length (microns),Width (microns),Min Projected Height (microns),Max Projected Height (microns),Projected Height (microns),Density (mg/microns3),5% Density (mg/microns3),95% Density (mg/microns3),10% Density (mg/microns3),90% Density (mg/microns3),Min Projected Width (microns),Max Projected Width (microns),Projected Width (microns) 
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_F_19,19,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_F_20,20,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_F_23,23,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_F_24,24,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_F_25,25,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_F_26,26,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_F_28,28,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_F_31,31,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_F_32,32,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_F_34,34,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_F_36,36,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_F_37,37,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_F_39,39,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_F_43,43,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_F_45,45,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_F_46,46,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_F_50,50,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_F_51,51,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_F_52,52,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_F_53,53,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_F_55,55,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_G_6,6,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_G_9,9,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_G_11,11,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_G_13,13,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_G_20,20,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_G_21,21,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_G_27,27,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_G_28,28,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_G_30,30,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_G_32,32,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_G_33,33,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_G_38,38,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_G_40,40,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_G_41,41,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_G_45,45,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_G_47,47,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_G_48,48,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_G_52,52,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_H_4,4,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_H_5,5,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_H_6,6,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_H_12,12,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_H_14,14,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_H_16,16,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_H_22,22,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_H_23,23,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_H_27,27,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_H_33,33,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_H_40,40,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_H_47,47,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_H_48,48,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_H_49,49,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_H_50,50,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_H_53,53,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_H_54,54,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_H_55,55,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_H_56,56,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_H_57,57,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
tire wear,rubbery fragment,tire wear,TRWP,SAD,Stormflow,1,RB,Outside Thalweg_1,1.09,SF-6,SAD-SF-6-N-1,SAD-SF-6,SAD-SF-6-N-1_S1-2_I_3,3,black,Non-Fiber,Black,0,0,0,#N/A,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1.45E-09,1.20E-09,1.70E-09,1.29E-09,1.61E-09,0,0,0
