X,Morphology..Raw.Data.,Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample.ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,a,b,c,CSF,Deqi,particle.density_mean,W_adj_mean,Rouse_adj_mean,particle.density_10,W_adj_10,Rouse_adj_10,particle.density_90,W_adj_90,Rouse_adj_90
180,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_B_38,38,black,Non-Fiber,Black,0.000616,0.000395,0.00031108,0.630642429,0.000423009,1450,0.036161506,0.442229001,1290,0.027822309,0.340246659,1610,0.043372485,0.530414041
181,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_B_40,40,black,Non-Fiber,Black,0.000928,0.000829,0.00046864,0.534303601,0.000711728,1450,0.049638729,0.60704566,1290,0.038191552,0.467054982,1610,0.059537205,0.728096848
182,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_B_48,48,black,Non-Fiber,Black,0.001739,0.000611,0.000314195,0.304809763,0.000693713,1450,0.034726257,0.424676936,1290,0.026718042,0.326742273,1610,0.041651032,0.509361913
183,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_B_53,53,black,Non-Fiber,Black,0.001491,0.000863,0.000752955,0.663780977,0.000989508,1450,0.07359475,0.900010423,1290,0.056623079,0.692459199,1610,0.088270305,1.079481817
184,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_C_3,3,black,Non-Fiber,Black,0.001304,0.000595,0.00030402,0.345147615,0.000617873,1450,0.034105049,0.417080018,1290,0.02624009,0.320897279,1610,0.040905949,0.500250091
185,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_C_5,5,black,Non-Fiber,Black,0.000999,0.000664,0.000504495,0.61942693,0.000694273,1450,0.053175893,0.650302615,1290,0.040913011,0.500336459,1610,0.063779717,0.779979687
186,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_C_13,13,black,Non-Fiber,Black,0.000573,0.000361,0.000289365,0.636231384,0.000391173,1450,0.034147672,0.417601267,1290,0.026272884,0.321298322,1610,0.040957071,0.500875282
187,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_C_18,18,black,Non-Fiber,Black,0.000432,0.000359,0.00021816,0.553969721,0.000323433,1450,0.026990803,0.330077943,1290,0.020766459,0.253958734,1610,0.032373048,0.395898901
188,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_C_33,33,black,Non-Fiber,Black,0.002204,0.001073,0.00054752,0.356036343,0.001089943,1450,0.05471624,0.669139931,1290,0.042098138,0.514829705,1610,0.065627224,0.80257336
189,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_C_34,34,black,Non-Fiber,Black,0.001702,0.001258,0.00085951,0.587395798,0.001225454,1450,0.081150793,0.992415346,1290,0.062436624,0.763554641,1610,0.097333101,1.190313238
190,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_C_36,36,black,Non-Fiber,Black,0.000803,0.000321,0.000164515,0.324037455,0.000348719,1450,0.02077945,0.254117603,1290,0.015987505,0.195515594,1610,0.024923087,0.304791284
191,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_C_37,37,black,Non-Fiber,Black,0.000815,0.000234,0.000121075,0.277247568,0.000284758,1450,0.016091557,0.19678807,1290,0.012380686,0.151406813,1610,0.01930038,0.236029648
192,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_C_40,40,black,Non-Fiber,Black,0.000884,0.000348,0.00017842,0.321682756,0.000380036,1450,0.022162222,0.271027909,1290,0.017051397,0.208526217,1610,0.026581599,0.32507368
193,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_C_41,41,black,Non-Fiber,Black,0.000812,0.00043,0.00041006,0.693961161,0.000523147,1450,0.045393838,0.555133716,1290,0.034925574,0.427114441,1610,0.054445839,0.665833126
194,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_C_42,42,black,Non-Fiber,Black,0.000593,0.000346,0.000299465,0.661120578,0.000394602,1450,0.035187807,0.43032136,1290,0.027073154,0.331085037,1610,0.04220462,0.516131893
195,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_D_4,4,black,Non-Fiber,Black,0.001499,0.000336,0.000175495,0.247283018,0.000445453,1450,0.021490905,0.26281819,1290,0.016534892,0.202209739,1610,0.025776414,0.315226857
196,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_D_11,11,black,Non-Fiber,Black,0.000464,0.000233,0.00011882,0.361370417,0.0002342,1450,0.016133866,0.19730548,1290,0.012413238,0.151804902,1610,0.019351126,0.236650234
197,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_D_20,20,black,Non-Fiber,Black,0.001096,0.000864,0.00055348,0.568774063,0.000806261,1450,0.056943063,0.696372373,1290,0.043811435,0.535782079,1610,0.0682981,0.835236232
198,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_D_23,23,black,Non-Fiber,Black,0.000825,0.000481,0.000416625,0.661372015,0.000548843,1450,0.045827125,0.560432506,1290,0.035258941,0.431191278,1610,0.054965528,0.672188549
199,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_D_27,27,black,Non-Fiber,Black,0.000864,0.000591,0.00043632,0.610596779,0.000606227,1450,0.047299625,0.578440108,1290,0.036391868,0.44504615,1610,0.056731659,0.693787053
200,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_D_32,32,black,Non-Fiber,Black,0.00083,0.00051,0.00041915,0.644236514,0.000561918,1450,0.045968665,0.562163443,1290,0.035367841,0.432523044,1610,0.055135293,0.674264653
201,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_D_35,35,black,Non-Fiber,Black,0.000566,0.000257,0.00013133,0.344341341,0.000267324,1450,0.017422898,0.213069409,1290,0.013405007,0.163933515,1610,0.020897204,0.255557655
202,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_D_38,38,black,Non-Fiber,Black,0.000836,0.000437,0.00042218,0.698479716,0.000536284,1450,0.046484162,0.568467595,1290,0.035764459,0.437373396,1610,0.055753585,0.681825917
203,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_D_40,40,black,Non-Fiber,Black,0.001168,0.000426,0.00021884,0.310241924,0.000477522,1450,0.026032229,0.318355286,1290,0.020028942,0.244939437,1610,0.031223325,0.381838626
204,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_D_41,41,black,Non-Fiber,Black,0.000693,0.000326,0.000166465,0.350225301,0.000335036,1450,0.02108522,0.257856956,1290,0.016222762,0.198392615,1610,0.025289832,0.309276302
205,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_E_2,2,black,Non-Fiber,Black,0.00085,0.000338,0.00017325,0.323225362,0.000367849,1450,0.021653873,0.264811165,1290,0.016660278,0.203743115,1610,0.025971879,0.317617252
206,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_E_5,5,black,Non-Fiber,Black,0.001704,0.000756,0.00038652,0.340546388,0.000792601,1450,0.041290102,0.504948008,1290,0.0317682,0.388502049,1610,0.049523776,0.605639868
207,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_E_7,7,black,Non-Fiber,Black,0.000751,0.00062,0.000379255,0.555796109,0.000561032,1450,0.042018065,0.513850465,1290,0.032328287,0.395351512,1610,0.050396902,0.616317567
208,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_E_11,11,black,Non-Fiber,Black,0.001449,0.00103,0.000731745,0.598972603,0.001029805,1450,0.071440569,0.873666352,1290,0.054965674,0.672190329,1610,0.085686558,1.047884466
209,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_E_12,12,black,Non-Fiber,Black,0.001056,0.000869,0.00053328,0.556690037,0.000788036,1450,0.055195257,0.674997973,1290,0.04246669,0.519336825,1610,0.066201763,0.809599556
210,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_E_13,13,black,Non-Fiber,Black,0.00102,0.000744,0.0005151,0.591296075,0.000731175,1450,0.053901006,0.659170214,1290,0.041470906,0.507159103,1610,0.064649424,0.790615578
211,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_E_17,17,black,Non-Fiber,Black,0.001004,0.00083,0.00050702,0.555417026,0.000750376,1450,0.053001885,0.648174618,1290,0.040779131,0.498699199,1610,0.063571009,0.777427346
212,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_E_24,24,black,Non-Fiber,Black,0.000892,0.000324,0.00016646,0.309638502,0.000363697,1450,0.020912287,0.25574211,1290,0.016089709,0.196765473,1610,0.025082414,0.306739734
213,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_E_29,29,black,Non-Fiber,Black,0.000658,2.00E-04,0.00010329,0.284728102,0.000238655,1450,0.014196194,0.173609164,1290,0.010922413,0.133573189,1610,0.017027063,0.208228628
214,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_E_30,30,black,Non-Fiber,Black,0.000974,0.000425,0.00021737,0.337851353,0.000448108,1450,0.026039823,0.31844815,1290,0.020034784,0.245010886,1610,0.031232433,0.381950007
215,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_E_31,31,black,Non-Fiber,Black,0.000638,0.00048,0.00032219,0.582211928,0.000462088,1450,0.036993465,0.452403255,1290,0.02846241,0.34807463,1610,0.044370345,0.542617146
216,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_E_35,35,black,Non-Fiber,Black,0.001125,0.000465,0.000238125,0.329232163,0.000499425,1450,0.027962378,0.34195961,1290,0.02151398,0.263100373,1610,0.033538366,0.410149896
217,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_E_37,37,black,Non-Fiber,Black,0.00101,0.000389,0.00019955,0.31835835,0.000427997,1450,0.024221392,0.29621006,1290,0.018635702,0.227901117,1610,0.029051388,0.355277412
218,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_F_1,1,black,Non-Fiber,Black,0.00155,0.000427,0.00022125,0.271959036,0.000527085,1450,0.026031757,0.318349514,1290,0.020028579,0.244934996,1610,0.031222759,0.381831702
219,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_F_6,6,black,Non-Fiber,Black,0.00085,0.000647,0.00042925,0.578826893,0.000618032,1450,0.046519473,0.568899421,1290,0.035791627,0.437705639,1610,0.055795937,0.682343854
220,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_F_19,19,black,Non-Fiber,Black,0.000476,0.000333,0.00024038,0.603771679,0.000336499,1450,0.029336399,0.358762892,1290,0.022571138,0.276028653,1610,0.035186381,0.430303926
221,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_F_20,20,black,Non-Fiber,Black,0.000601,0.000332,0.000303505,0.679453237,0.000392699,1450,0.035631979,0.435753269,1290,0.027414896,0.335264294,1610,0.042737365,0.522646981
222,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_G_14,14,black,Non-Fiber,Black,0.001026,0.000366,0.00018813,0.307003857,0.000413392,1450,0.023050092,0.28188591,1290,0.017734515,0.216880257,1610,0.027646519,0.338096878
223,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_G_32,32,black,Non-Fiber,Black,0.002178,0.001096,0.00055889,0.361736327,0.001100859,1450,0.055682301,0.680954166,1290,0.042841417,0.523919462,1610,0.066785929,0.816743475
224,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_H_27,27,black,Non-Fiber,Black,0.00053,0.000229,0.00011715,0.336268833,0.000242262,1450,0.015875823,0.194149798,1290,0.012214702,0.149376952,1610,0.019041626,0.232865278
225,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_I_1,1,black,Non-Fiber,Black,0.001158,0.000485,0.00024829,0.331309645,0.000518565,1450,0.028925416,0.353736866,1290,0.022254932,0.272161678,1610,0.034693444,0.424275658
226,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_I_2,2,black,Non-Fiber,Black,0.000625,0.000384,0.000315625,0.644266833,0.000423117,1450,0.036635726,0.448028358,1290,0.028187168,0.344708627,1610,0.043941269,0.537369849
227,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_I_11,11,black,Non-Fiber,Black,0.001275,0.000687,0.000643875,0.687967784,0.000826208,1450,0.065089223,0.795993996,1290,0.05007901,0.61242998,1610,0.078068688,0.954723438
228,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_I_24,24,black,Non-Fiber,Black,0.00183,0.000942,0.00092415,0.703868406,0.001167925,1450,0.087040899,1.064447078,1290,0.066968415,0.81897515,1610,0.104397755,1.276708843
229,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_I_26,26,black,Non-Fiber,Black,0.001576,0.000729,0.00037238,0.347411729,0.000753512,1450,0.040130571,0.490767783,1290,0.030876068,0.377591922,1610,0.048133022,0.588631958
230,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_I_35,35,black,Non-Fiber,Black,0.001968,0.000973,0.00049634,0.3586826,0.000983194,1450,0.050609736,0.61892037,1290,0.038938635,0.476191267,1610,0.060701841,0.742339499
231,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_I_43,43,black,Non-Fiber,Black,0.000884,0.000489,0.00044642,0.678989536,0.000577876,1450,0.048515713,0.593311986,1290,0.037327514,0.456488427,1610,0.058190248,0.711624537
232,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_J_14,14,black,Non-Fiber,Black,0.000811,0.000223,0.000115555,0.271722676,0.000275447,1450,0.015481131,0.189323004,1290,0.01191103,0.145663264,1610,0.018568229,0.227075971
233,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_J_15,15,black,Non-Fiber,Black,0.001335,0.000399,0.000206175,0.282493801,0.000478884,1450,0.024665279,0.301638472,1290,0.018977224,0.232077684,1610,0.029583791,0.361788306
234,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_J_16,16,black,Non-Fiber,Black,0.000807,0.00032,0.000164035,0.322793489,0.000348594,1450,0.020725618,0.253459285,1290,0.015946088,0.195009089,1610,0.024858521,0.304001689
235,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_J_26,26,black,Non-Fiber,Black,0.000903,0.000683,0.000456015,0.580664,0.000655183,1450,0.04883617,0.597230939,1290,0.03757407,0.459503631,1610,0.058574607,0.71632497
236,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_J_27,27,black,Non-Fiber,Black,0.000648,0.000382,0.00032724,0.657729316,0.000432681,1450,0.037762397,0.461806728,1290,0.029054018,0.35530957,1610,0.045292609,0.553895769
237,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_J_32,32,black,Non-Fiber,Black,0.000629,0.000349,0.000317645,0.677959869,0.000411597,1450,0.036948531,0.451853745,1290,0.028427838,0.347651843,1610,0.044316451,0.541958059
238,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_K_1,1,black,Non-Fiber,Black,0.001106,0.000783,0.00055853,0.60018904,0.000784973,1450,0.057564275,0.703969338,1290,0.044289389,0.541627109,1610,0.069043187,0.84434811
239,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_K_2,2,black,Non-Fiber,Black,0.000858,0.000154,8.13E-05,0.223631573,0.000220639,1450,0.01153352,0.141046585,1290,0.008873777,0.10851986,1610,0.013833423,0.169172734
240,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_K_4,4,black,Non-Fiber,Black,0.001646,0.000171,9.37E-05,0.176671154,0.000297693,1450,0.012723616,0.155600602,1290,0.009789426,0.119717578,1610,0.015260837,0.186628972
241,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_K_19,19,black,Non-Fiber,Black,0.000696,0.000307,0.00015698,0.339602217,0.000322501,1450,0.020077214,0.245529773,1290,0.015447212,0.188908201,1610,0.024080819,0.294490951
242,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_K_20,20,black,Non-Fiber,Black,0.00081,0.000183,9.56E-05,0.248177632,0.000241948,1450,0.013216974,0.161634004,1290,0.01016901,0.124359618,1610,0.015852575,0.193865497
243,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_K_21,21,black,Non-Fiber,Black,0.000561,0.000409,0.000283305,0.591440629,0.000402081,1450,0.033411356,0.408596652,1290,0.02570637,0.31437026,1610,0.040073926,0.490075053
244,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_K_30,30,black,Non-Fiber,Black,0.000787,0.000402,0.000397435,0.706587122,0.000500982,1450,0.044325526,0.542069041,1290,0.034103625,0.417062608,1610,0.053164495,0.650163219
245,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_K_34,34,black,Non-Fiber,Black,0.001086,0.000438,0.00022443,0.325408536,0.000474382,1450,0.026647509,0.325879713,1290,0.020502332,0.250728658,1610,0.031961298,0.390863501
246,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_K_35,35,black,Non-Fiber,Black,0.000642,0.000208,0.00010721,0.29338379,0.000242816,1450,0.014654824,0.179217871,1290,0.011275278,0.137888473,1610,0.017577148,0.214955769
247,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_1,1,black,Non-Fiber,Black,0.000947,0.000603,0.000478235,0.632860094,0.000648788,1450,0.051022715,0.623970803,1290,0.039256377,0.48007702,1610,0.061197172,0.748397039
248,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_3,3,black,Non-Fiber,Black,0.000734,0.000556,0.00037067,0.580232448,0.000532827,1450,0.041373924,0.50597309,1290,0.031832692,0.389290737,1610,0.049624313,0.606869361
249,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_4,4,black,Non-Fiber,Black,0.000525,0.000444,0.000265125,0.549135531,0.000395364,1450,0.03152844,0.385569954,1290,0.024257672,0.296653744,1610,0.037815537,0.462456593
250,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_5,5,black,Non-Fiber,Black,0.001269,0.000612,0.000312345,0.35442801,0.000623662,1450,0.034911846,0.426946559,1290,0.026860832,0.328488498,1610,0.041873629,0.512084122
251,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_6,6,black,Non-Fiber,Black,0.000777,0.000397,0.000392385,0.706491001,0.000494661,1450,0.043873976,0.536546906,1290,0.033756207,0.412813931,1610,0.0526229,0.643539913
252,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_13,13,black,Non-Fiber,Black,0.001854,0.001262,0.00093627,0.612091806,0.001298744,1450,0.087137538,1.065628906,1290,0.067042768,0.819884436,1610,0.104513665,1.27812634
253,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_15,15,black,Non-Fiber,Black,0.000769,0.000451,0.000388345,0.65942632,0.000512594,1450,0.043312697,0.52968287,1290,0.033324364,0.407532809,1610,0.051949697,0.635307117
254,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_18,18,black,Non-Fiber,Black,0.001009,0.000353,0.000181545,0.304194499,0.000401375,1450,0.022388628,0.27379669,1290,0.017225591,0.21065649,1610,0.026853153,0.328394583
255,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_20,20,black,Non-Fiber,Black,0.000869,0.00047,0.000438845,0.686676741,0.000563823,1450,0.047891934,0.585683624,1290,0.036847585,0.45061924,1610,0.057442081,0.702475001
256,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_21,21,black,Non-Fiber,Black,0.001203,0.000838,0.000607515,0.60506521,0.000849224,1450,0.061602128,0.753349351,1290,0.047396073,0.579619607,1610,0.07388623,0.903575009
257,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_28,28,black,Non-Fiber,Black,0.003627,0.00087,0.000453135,0.255090452,0.001126587,1450,0.045996522,0.562504113,1290,0.035389273,0.432785151,1610,0.055168705,0.674673255
258,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_39,39,black,Non-Fiber,Black,0.005427,0.000715,0.000384635,0.195261162,0.001142803,1450,0.039631763,0.484667725,1290,0.03049229,0.372898598,1610,0.047534747,0.581315486
259,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_L_40,40,black,Non-Fiber,Black,0.000652,0.000424,0.00032926,0.626227662,0.000449832,1450,0.037824799,0.462569859,1290,0.029102029,0.355896716,1610,0.045367455,0.554811077
260,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_M_16,16,black,Non-Fiber,Black,0.000764,0.000266,0.00013682,0.303502371,0.000302953,1450,0.017852283,0.21832048,1290,0.013735372,0.167973637,1610,0.021412213,0.261855843
261,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_M_25,25,black,Non-Fiber,Black,0.000497,0.000371,0.000250985,0.584497446,0.000359026,1450,0.030301702,0.370567837,1290,0.023313832,0.285111262,1610,0.036344175,0.4444629
262,TRWP,SDC,Stormflow,2,SC,NA,2.13,SF-2,SDC-SF-2-N-2,SDC-SF-2,SDC-SF-2-N-2_S0-0_M_44,44,black,Non-Fiber,Black,0.001617,0.000876,0.000816585,0.686110925,0.001049716,1450,0.078702894,0.962479325,1290,0.060553236,0.74052216,1610,0.094397066,1.154407665
