X,Material,Morphology,Material..Raw.Data.,Morphology..Raw.Data.,Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample.ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,a,b,c,CSF,Deqi,particle.density_mean,W_adj_mean,Rouse_adj_mean,particle.density_10,W_adj_10,Rouse_adj_10,particle.density_90,W_adj_90,Rouse_adj_90
652,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_A_63,63,purple,Non-Fiber,Blue,0.00138,0.000799,0.0006969,0.663678168,0.000915937,1010,0.00784132,0.190450807,751,-0.02786686,-0.676833208,1270,0.051006061,1.23884055
653,other plastic,fragment,other plastic,fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_A_64,64,clear,Non-Fiber,Transparent,0.000712,0.000512,0.00035956,0.595520059,0.000507973,1380,0.03656468,0.888086778,1360,0.03540372,0.859889268,1410,0.038261509,0.929299527
654,other plastic,fragment,other plastic,fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_A_65,65,clear,Non-Fiber,Transparent,0.000869,0.000399,0.000203845,0.346181398,0.000413458,1380,0.022396417,0.543966531,1360,0.021685312,0.526695132,1410,0.02343575,0.569209961
655,PP,fragment,poly(propylene),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_A_66,66,black,Non-Fiber,Black,0.000755,0.000518,0.000381275,0.609677228,0.00053028,1000,0.001642463,0.03989231,999,0.001083621,0.02631911,1000,0.001642463,0.03989231
656,PVC,fragment,poly(vinyl chloride),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_A_67,67,blue,Non-Fiber,Blue,0.001003,0.000387,0.000198515,0.318630525,0.000425535,1330,0.020045501,0.486867219,1330,0.020045501,0.486867219,1330,0.020045501,0.486867219
657,PE,fragment,poly(ethylene),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_A_68,68,orange,Non-Fiber,Yellow,0.002119,0.000416,0.000218595,0.232824179,0.000577592,1010,0.002892254,0.070247358,751,-0.015145467,-0.36785468,1270,0.018813472,0.45694359
658,PP,fragment,poly(propylene),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_A_69,69,black,Non-Fiber,Black,0.001984,0.000614,0.00031692,0.287140616,0.000728148,1000,0.0013473,0.03272336,999,0.000888886,0.021589366,1000,0.0013473,0.03272336
659,PP,fragment,poly(propylene),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_A_71,71,pink,Non-Fiber,Red,0.000938,0.000504,0.00047369,0.688933858,0.000607262,1000,0.001969875,0.047844542,999,0.001299633,0.031565626,1000,0.001969875,0.047844542
660,PE,fragment,poly(ethylene),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_A_72,72,green,Non-Fiber,Green,0.000572,0.000236,0.00012086,0.328949003,0.000253628,1010,0.001842286,0.044745626,751,-0.005303893,-0.128821504,1270,0.011983662,0.29106044
661,PE,fragment,poly(ethylene),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_A_73,73,black,Non-Fiber,Black,0.000455,0.000187,9.58E-05,0.32834141,0.000201234,1010,0.001529252,0.037142635,751,-0.003734186,-0.09069631,1270,0.009947448,0.241604662
662,other plastic,fragment,other plastic,fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_A_74,74,black,Non-Fiber,Black,0.000479,0.000351,0.000241895,0.58993692,0.000343893,1380,0.026611752,0.646349026,1360,0.025766807,0.625826895,1410,0.027846703,0.67634364
663,PE,fragment,poly(ethylene),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_A_75,75,black,Non-Fiber,Black,0.000686,0.00046,0.00034643,0.616700812,0.000478152,1010,0.004460871,0.108346106,751,-0.013340603,-0.324017956,1270,0.029016984,0.704767553
664,PP,fragment,poly(propylene),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_A_77,77,blue,Non-Fiber,Blue,0.000536,0.000368,0.00027068,0.609466534,0.00037655,1000,0.001248705,0.030328676,999,0.000823838,0.020009464,1000,0.001248705,0.030328676
665,PE,fragment,poly(ethylene),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_A_79,79,green,Non-Fiber,Green,0.001089,0.000659,0.000549945,0.649176232,0.000733518,1010,0.006478412,0.157348349,751,-0.022006781,-0.534503005,1270,0.042140643,1.023516352
666,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_B_14,14,orange,Non-Fiber,Yellow,0.001105,0.000443,0.000227025,0.324482054,0.00048078,1010,0.003047853,0.074026566,751,-0.012482583,-0.303178278,1270,0.019825611,0.481526506
667,polystyrene,foam,POLYSTYRENE,foam,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_C_11,11,white,Non-Fiber,White,0.001615,0.001456,0.000815575,0.53185954,0.001242413,31,-0.085627404,-2.079727354,18.6,-0.086287497,-2.095759777,43.4,-0.084963625,-2.063605418
668,EVA,fragment,ETHYLENE-VINYL ACETATE,fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_C_61,61,clear,Non-Fiber,Transparent,0.000701,0.000477,0.000354005,0.612197001,0.000491,939,-0.004580518,-0.111252095,934,-0.00488755,-0.118709325,944,-0.004266758,-0.103631461
669,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_D_59,59,gray,Non-Fiber,Black,0.001103,0.000722,0.000557015,0.624180987,0.000762652,1010,0.006527845,0.158548994,751,-0.022778688,-0.553251158,1270,0.042462197,1.031326285
670,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_E_30,30,gray,Non-Fiber,Black,0.000705,0.000397,0.000356025,0.672962219,0.000463611,1010,0.004586057,0.111386627,751,-0.01303246,-0.31653375,1270,0.029831289,0.724545472
671,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_G_17,17,black,Non-Fiber,Black,0.001644,0.000886,0.00083022,0.687900181,0.001065392,1010,0.009041599,0.219603298,751,-0.032615922,-0.792178919,1270,0.058813608,1.428471082
672,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_G_27,27,pink,Non-Fiber,Red,0.002914,0.000639,0.00033407,0.244817396,0.000853642,1010,0.004074257,0.098955987,751,-0.023086476,-0.560726743,1270,0.026502146,0.643686902
673,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_G_30,30,clear,Non-Fiber,Transparent,0.002122,0.001051,0.00053611,0.358987941,0.001061371,1010,0.006101886,0.14820325,751,-0.029440681,-0.715058337,1270,0.039691425,0.964029497
674,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_I_38,38,green,Non-Fiber,Green,0.000691,0.000566,0.000348955,0.557984566,0.000514859,1010,0.004457035,0.108252922,751,-0.014368802,-0.348990963,1270,0.028992028,0.704161416
675,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_I_52,52,clear,Non-Fiber,Transparent,0.000601,0.000457,0.000303505,0.579122601,0.000436836,1010,0.003996131,0.097058444,751,-0.011812053,-0.286892376,1270,0.025993951,0.631343799
676,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_J_7,7,green,Non-Fiber,Green,0.001082,0.000825,0.00054641,0.57833308,0.000787167,1010,0.006395617,0.155337409,751,-0.023245533,-0.564589933,1270,0.041602078,1.01043563
677,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_J_42,42,gray,Non-Fiber,Black,0.001037,0.00081,0.000523685,0.571397383,0.000760521,1010,0.006176953,0.150026485,751,-0.022372127,-0.543376568,1270,0.04017972,0.975889239
678,polystyrene,fragment,POLYSTYRENE,fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_L_24,24,gray,Non-Fiber,Black,0.000989,0.00081,0.000499445,0.558016466,0.000736868,1050,0.0143125,0.347623509,1050,0.0143125,0.347623509,1050,0.0143125,0.347623509
679,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_L_27,27,black,Non-Fiber,Black,0.000577,0.000362,0.000291385,0.63756578,0.000393354,1010,0.003892821,0.094549237,751,-0.010484709,-0.254653718,1270,0.025321941,0.615021963
680,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_4,4,green,Non-Fiber,Green,0.00099,7.00E-04,0.00049995,0.600564913,0.000702349,1010,0.00597174,0.145042251,751,-0.020708027,-0.502958727,1270,0.038844855,0.943467897
681,PP,fragment,POLY(PROPYLENE),fragment,SDC,Stormflow,1,RB,Outside Thalweg_1,0.54,SF-3,SDC-SF-3-N-1,SDC-SF-3,SDC-SF-3-N-1_S0-0_O_28,28,black,Non-Fiber,Black,0.00082,0.000296,0.0001521,0.308728293,0.000332975,1000,0.0007525,0.018276807,999,0.000496465,0.012058196,1000,0.0007525,0.018276807
682,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_2,2,green,Non-Fiber,Green,0.002659,0.001159,0.000592795,0.337678683,0.001222462,1010,0.006585865,0.114169586,751,-0.033359272,-0.578301269,1270,0.042839604,0.742648009
683,PVC,fragment,POLY(VINYL CHLORIDE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_3,3,blue,Non-Fiber,Blue,0.000698,0.000396,0.00035249,0.670457875,0.00046015,1330,0.033345607,0.578064368,1330,0.033345607,0.578064368,1330,0.033345607,0.578064368
684,PVC,fragment,POLY(VINYL CHLORIDE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_5,5,gray,Non-Fiber,Black,0.001095,0.000748,0.000552975,0.611009044,0.000767963,1330,0.047511345,0.823635203,1330,0.047511345,0.823635203,1330,0.047511345,0.823635203
685,Polyurethanes (isocyanates),fragment,POLYURETHANES (ISOCYANATES),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_6,6,black,Non-Fiber,Black,0.001211,0.00095,0.000611555,0.570166435,0.000889408,1190,0.036904232,0.639755076,1190,0.036904232,0.639755076,1190,0.036904232,0.639755076
686,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_8,8,green,Non-Fiber,Green,0.001152,0.000782,0.00058176,0.612934746,0.000806246,1010,0.006750641,0.117026062,751,-0.024074569,-0.417345854,1270,0.043911433,0.761228759
687,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_10,10,black,Non-Fiber,Black,0.001213,0.000847,0.000612565,0.604338237,0.00085697,1010,0.007028501,0.121842922,751,-0.025579606,-0.443436494,1270,0.045718853,0.79256137
688,EVA,fragment,ETHYLENE-VINYL ACETATE,fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_11,11,blue,Non-Fiber,Blue,0.000899,0.00073,0.000453995,0.560415055,0.0006679,939,-0.006823662,-0.118291913,934,-0.00725704,-0.125804763,944,-0.006379193,-0.110586811
689,CA,fragment,CELLULOSE ACETATE,fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_23,23,blue,Non-Fiber,Blue,0.000412,0.000243,0.00020806,0.657562214,0.000275147,1300,0.020636264,0.357740938,1280,0.019805069,0.343331729,1320,0.02144571,0.37177313
690,PVC,fragment,POLY(VINYL CHLORIDE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_24,24,gray,Non-Fiber,Black,0.00105,0.000866,0.00053025,0.556066948,0.000784144,1330,0.045655114,0.791456422,1330,0.045655114,0.791456422,1330,0.045655114,0.791456422
691,PVC,fragment,POLY(VINYL CHLORIDE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_25,25,black,Non-Fiber,Black,0.000692,0.000548,0.00034946,0.567484686,0.000509833,1330,0.032750003,0.567739243,1330,0.032750003,0.567739243,1330,0.032750003,0.567739243
692,EVA,fragment,ETHYLENE-VINYL ACETATE,fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_84,84,black,Non-Fiber,Black,0.000874,0.000632,0.00044137,0.593866128,0.000624708,939,-0.006312513,-0.109430864,934,-0.00671833,-0.116465927,944,-0.00589664,-0.102221487
693,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_86,86,green,Non-Fiber,Green,0.000842,0.000551,0.00042521,0.624268792,0.000582133,1010,0.005259727,0.091180249,751,-0.016889187,-0.292783317,1270,0.034213365,0.593107437
694,PET,fragment,POLY(ETHYLENE TEREPHTHALATE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_88,88,brown,Non-Fiber,Black,0.000995,0.000529,0.000502475,0.692588191,0.000641896,1450,0.053401469,0.925743725,1440,0.05268943,0.913400148,1460,0.054107233,0.937978538
695,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_93,93,black,Non-Fiber,Black,0.002012,0.000543,0.00028156,0.269374855,0.000675045,1010,0.003576044,0.061992687,751,-0.018177288,-0.315113253,1270,0.02326138,0.403248773
696,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_A_94,94,black,Non-Fiber,Black,0.001269,0.000297,0.000154845,0.252225012,0.000387887,1010,0.002206781,0.038255761,751,-0.009373546,-0.162495557,1270,0.014354626,0.248845301
697,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_B_41,41,black,Non-Fiber,Black,0.00059,0.000379,0.00029795,0.630083024,0.000405395,1010,0.003959712,0.068643769,751,-0.010880907,-0.188626492,1270,0.025757051,0.446512597
698,CA,fragment,CELLULOSE ACETATE,fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_B_103,103,green,Non-Fiber,Green,0.000554,0.000355,0.00027977,0.630858682,0.000380347,1300,0.026080793,0.452124834,1280,0.025030302,0.433913999,1320,0.027103798,0.469859183
699,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_C_3,3,clear,Non-Fiber,Transparent,0.003281,0.002302,0.001656905,0.60289521,0.002321684,1010,0.015577934,0.270052022,751,-0.062369808,-1.081214799,1270,0.101331029,1.756628919
700,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_D_10,10,green,Non-Fiber,Green,0.000546,0.000265,0.00013523,0.355511611,0.000269466,1010,0.002025992,0.035121677,751,-0.005830065,-0.101067371,1270,0.01317863,0.228458775
701,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_E_13,13,green,Non-Fiber,Green,0.000597,0.000473,0.000301485,0.567345969,0.000439913,1010,0.003969399,0.068811706,751,-0.011881175,-0.20596668,1270,0.025820066,0.447604988
702,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_E_14,14,green,Non-Fiber,Green,0.000839,0.000518,0.000423695,0.642698785,0.000568916,1010,0.005254912,0.091096787,751,-0.016528071,-0.286523163,1270,0.034182048,0.592564535
703,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_E_17,17,gray,Non-Fiber,Black,0.000738,0.00031,0.00015869,0.331772612,0.000331123,1010,0.002292018,0.039733386,751,-0.007741151,-0.134197086,1270,0.014909071,0.258456923
704,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_F_14,14,orange,Non-Fiber,Yellow,0.001679,0.000874,0.000847895,0.699940317,0.00107556,1010,0.00920591,0.159589489,751,-0.033048981,-0.572922196,1270,0.059882415,1.038094474
705,PP,fragment,POLY(PROPYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_F_54,54,black,Non-Fiber,Black,0.000862,0.000594,0.00043531,0.608347585,0.000606314,1000,0.001825915,0.03165324,999,0.001204655,0.020883351,1000,0.001825915,0.03165324
706,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_F_69,69,red,Non-Fiber,Red,0.000992,0.000349,0.00017946,0.30499949,0.000396067,1010,0.002514875,0.043596735,751,-0.009751341,-0.169044837,1270,0.016358707,0.283587156
707,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_F_70,70,green,Non-Fiber,Green,0.000852,0.000671,0.00043026,0.569049329,0.000626562,1010,0.005276959,0.091478984,751,-0.018093635,-0.31366307,1270,0.034325459,0.595050638
708,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_F_71,71,black,Non-Fiber,Black,0.000945,0.000518,0.000477225,0.682091131,0.000615878,1010,0.005802614,0.100591496,751,-0.018304257,-0.317314332,1270,0.037744727,0.654325524
709,EVA,fragment,ETHYLENE-VINYL ACETATE,fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_F_72,72,blue,Non-Fiber,Blue,0.000424,0.000316,0.00021412,0.58496619,0.000306128,939,-0.002250475,-0.039013223,934,-0.002413255,-0.0418351,944,-0.002085089,-0.036146153
710,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_F_75,75,green,Non-Fiber,Green,0.000729,0.000455,0.000368145,0.639218659,0.000496119,1010,0.004694407,0.081380117,751,-0.01403578,-0.243317929,1270,0.030536083,0.529359739
711,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_G_23,23,black,Non-Fiber,Black,0.000473,0.000342,0.000238865,0.593893942,0.000338075,1010,0.0033049,0.057292244,751,-0.00848246,-0.147048086,1270,0.021497643,0.372673427
712,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_G_30,30,black,Non-Fiber,Black,0.000633,0.00037,0.000319665,0.660529732,0.00042147,1010,0.004202147,0.072846516,751,-0.01152535,-0.199798258,1270,0.027334039,0.473850541
713,PP,fragment,POLY(PROPYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_G_117,117,green,Non-Fiber,Green,0.001694,0.000368,0.00019247,0.243771222,0.000493221,1000,0.00089424,0.015502143,999,0.000589978,0.0102276,1000,0.00089424,0.015502143
714,Polyesters,fragment,POLYESTERS,fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_H_59,59,clear,Non-Fiber,Transparent,0.001356,0.00074,0.00068478,0.683605208,0.000882431,1010,0.007747297,0.134303636,751,-0.026996793,-0.468004192,1270,0.050394459,0.873615567
715,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_H_105,105,green,Non-Fiber,Green,0.001233,0.000473,0.000242665,0.317756932,0.000521127,1010,0.003210217,0.055650868,751,-0.013723405,-0.237902743,1270,0.020881753,0.361996636
716,polystyrene,foam,POLYSTYRENE,foam,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_H_106,106,white,Non-Fiber,White,0.001627,0.00073,0.000373135,0.342381887,0.000762416,31,-0.053670931,-0.930414999,18.6,-0.054107306,-0.937979793,43.4,-0.053232255,-0.922810319
717,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_H_109,109,green,Non-Fiber,Green,0.000921,0.000789,0.000465105,0.545610465,0.000696566,1010,0.005600438,0.097086656,751,-0.020213359,-0.350409661,1270,0.036429614,0.631527313
718,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_I_18,18,green,Non-Fiber,Green,0.000581,0.000343,0.000293405,0.657252708,0.000388132,1010,0.003922339,0.0679959,751,-0.01035526,-0.179514099,1270,0.025513953,0.442298351
719,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_I_20,20,clear,Non-Fiber,Transparent,0.000644,0.000438,0.00032522,0.612346523,0.000451003,1010,0.004239005,0.073485475,751,-0.012397589,-0.214919003,1270,0.027573794,0.478006827
720,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_I_21,21,white,Non-Fiber,White,0.000826,0.000529,0.00041713,0.631035171,0.000566982,1010,0.00518334,0.089856039,751,-0.016410972,-0.284493189,1270,0.033716485,0.584493739
721,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_I_22,22,clear,Non-Fiber,Transparent,0.000728,0.00035,0.00017864,0.353898725,0.000357048,1010,0.002530641,0.04387005,751,-0.008612996,-0.149311008,1270,0.016461263,0.28536501
722,Polyesters,fragment,POLYESTERS,fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_I_68,68,black,Non-Fiber,Black,0.001509,0.000882,0.000762045,0.660543929,0.001004723,1010,0.008419771,0.145961337,751,-0.030529508,-0.529245748,1270,0.054768753,0.949446345
723,PE,fragment,POLY(ETHYLENE),fragment,SDC,Stormflow,2,SC,NA,1.06,SF-3,SDC-SF-3-N-2,SDC-SF-3,SDC-SF-3-N-2_S0-0_I_84,84,green,Non-Fiber,Green,0.001309,0.000914,0.000661045,0.604349411,0.000924781,1010,0.007470099,0.129498255,751,-0.027633223,-0.479037065,1270,0.048591347,0.842357627
