X,Material,Morphology,Material..Raw.Data.,Morphology..Raw.Data.,Site.Code,Flow.Type,Loc.Code,X.Sec.Loc,Test.Group,Depth..m.,Event,Field.ID,Sample.ID,Unique.ID,Particle,Color,X1st.Order.Morph,Color.Group,a,b,c,CSF,Deqi,particle.density_mean,W_adj_mean,Rouse_adj_mean,particle.density_10,W_adj_10,Rouse_adj_10,particle.density_90,W_adj_90,Rouse_adj_90
227,PVC,fragment,POLY(VINYL CHLORIDE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.2,BF-1,SDC-BF-1-N-2,SDC-BF-1,SDC-BF-1-N-2_S0-0_A_13,13,blue,Non-Fiber,Blue,0.000843,0.00047,0.000425715,0.676326238,0.00055252,1330,0.0388033,1.548617537,1330,0.0388033,1.548617537,1330,0.0388033,1.548617537
228,PVC,fragment,POLY(VINYL CHLORIDE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.2,BF-1,SDC-BF-1-N-2,SDC-BF-1,SDC-BF-1-N-2_S0-0_A_14,14,blue,Non-Fiber,Blue,0.000525,0.000338,0.000265125,0.629379626,0.000361001,1330,0.026439372,1.055180246,1330,0.026439372,1.055180246,1330,0.026439372,1.055180246
229,PVC,fragment,POLY(VINYL CHLORIDE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.2,BF-1,SDC-BF-1-N-2,SDC-BF-1,SDC-BF-1-N-2_S0-0_A_15,15,blue,Non-Fiber,Blue,0.000819,0.00036,0.000184095,0.339038324,0.000378625,1330,0.018950177,0.756290727,1330,0.018950177,0.756290727,1330,0.018950177,0.756290727
230,PVC,fragment,POLY(VINYL CHLORIDE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.2,BF-1,SDC-BF-1-N-2,SDC-BF-1,SDC-BF-1-N-2_S0-0_A_16,16,blue,Non-Fiber,Blue,0.000643,0.000274,0.000140215,0.334051717,0.000291241,1330,0.015226015,0.607661549,1330,0.015226015,0.607661549,1330,0.015226015,0.607661549
231,polystyrene,foam,POLYSTYRENE,foam,SDC,Low Flow,3,LB,Outside Thalweg_2,0.193,BF-1,SDC-BF-1-N-3,SDC-BF-1,SDC-BF-1-N-3_S0-0_A_2,2,white,Non-Fiber,White,0.002053,0.001739,0.001036765,0.548701392,0.001546879,31,-0.102303017,-4.156236916,18.6,-0.103074159,-4.187565892,43.4,-0.101527473,-4.124729073
232,polystyrene,foam,POLYSTYRENE,foam,SDC,Low Flow,3,LB,Outside Thalweg_2,0.193,BF-1,SDC-BF-1-N-3,SDC-BF-1,SDC-BF-1-N-3_S0-0_A_5,5,white,Non-Fiber,White,0.002861,0.002592,0.001444805,0.530557928,0.002204554,31,-0.132098343,-5.366723542,18.6,-0.13306131,-5.405845737,43.4,-0.131129707,-5.327371021
233,PVC,fragment,POLY(VINYL CHLORIDE),fragment,SDC,Low Flow,3,LB,Outside Thalweg_2,0.193,BF-1,SDC-BF-1-N-3,SDC-BF-1,SDC-BF-1-N-3_S0-0_A_8,8,blue,Non-Fiber,Blue,5.00E-04,0.000349,0.0002525,0.604454572,0.000353199,1330,0.025358863,1.030247625,1330,0.025358863,1.030247625,1330,0.025358863,1.030247625
234,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,3,LB,Outside Thalweg_2,0.193,BF-1,SDC-BF-1-N-3,SDC-BF-1,SDC-BF-1-N-3_S0-0_A_9,9,green,Non-Fiber,Green,0.000649,0.000447,0.000327745,0.608499135,0.000456418,1010,0.004263522,0.173212951,751,-0.012570566,-0.510700965,1270,0.027733271,1.126712091
235,PVC,fragment,POLY(VINYL CHLORIDE),fragment,SDC,Low Flow,3,LB,Outside Thalweg_2,0.193,BF-1,SDC-BF-1-N-3,SDC-BF-1,SDC-BF-1-N-3_S0-0_A_12,12,blue,Non-Fiber,Blue,0.001792,0.000511,0.00026446,0.276363409,0.000623313,1330,0.024977547,1.014756019,1330,0.024977547,1.014756019,1330,0.024977547,1.014756019
236,Polyurethanes (isocyanates),fragment,POLYURETHANES (ISOCYANATES),fragment,SDC,Low Flow,1,RB,Outside Thalweg_1,0.193,BF-1,SDC-BF-1-N-1,SDC-BF-1,SDC-BF-1-N-1_S0-0_B_1,1,black,Non-Fiber,Black,0.001754,0.000837,0.00042727,0.352634563,0.000856024,1190,0.026827357,1.089907742,1190,0.026827357,1.089907742,1190,0.026827357,1.089907742
237,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,1,RB,Outside Thalweg_1,0.193,BF-1,SDC-BF-1-N-1,SDC-BF-1,SDC-BF-1-N-1_S0-0_B_35,35,black,Non-Fiber,Black,0.001278,0.00098,0.00064539,0.576691788,0.000931522,1010,0.007305384,0.296793833,751,-0.027605832,-1.12153464,1270,0.047519911,1.930578508
238,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.2,BF-1,SDC-BF-1-N-2,SDC-BF-1,SDC-BF-1-N-2_S0-0_B_2,2,green,Non-Fiber,Green,0.001743,0.000549,0.000283215,0.289521877,0.000647136,1010,0.003610168,0.144079741,751,-0.017445411,-0.696236393,1270,0.023483347,0.937206979
239,PET,fragment,POLY(ETHYLENE TEREPHTHALATE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.2,BF-1,SDC-BF-1-N-2,SDC-BF-1,SDC-BF-1-N-2_S0-0_B_9,9,white,Non-Fiber,White,0.005661,0.00261,0.001333305,0.346866754,0.002700771,1450,0.111322875,4.442832331,1440,0.109838531,4.383592996,1460,0.11279414,4.501549686
240,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,3,LB,Outside Thalweg_2,0.193,BF-1,SDC-BF-1-N-3,SDC-BF-1,SDC-BF-1-N-3_S0-0_B_4,4,white,Non-Fiber,White,0.001517,0.000828,0.000766085,0.683547974,0.000987259,1010,0.008474781,0.344302627,751,-0.030226623,-1.228008815,1270,0.055126584,2.239612749
241,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,3,LB,Outside Thalweg_2,0.193,BF-1,SDC-BF-1-N-3,SDC-BF-1,SDC-BF-1-N-3_S0-0_B_7,7,gray,Non-Fiber,Black,0.002043,0.00145,0.001031715,0.599434259,0.001451216,1010,0.010659894,0.433076617,751,-0.042150325,-1.712429818,1270,0.069340262,2.817068
242,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,3,LB,Outside Thalweg_2,0.193,BF-1,SDC-BF-1-N-3,SDC-BF-1,SDC-BF-1-N-3_S0-0_B_20,20,blue,Non-Fiber,Blue,0.000858,0.000367,0.00018779,0.334653819,0.000389591,1010,0.002624017,0.106605233,751,-0.009613793,-0.390576971,1270,0.017068654,0.69344356
243,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,3,LB,Outside Thalweg_2,0.193,BF-1,SDC-BF-1-N-3,SDC-BF-1,SDC-BF-1-N-3_S0-0_B_32,32,black,Non-Fiber,Black,0.000743,0.000448,0.000375215,0.650349451,0.000499861,1010,0.004771881,0.193865907,751,-0.014205598,-0.57712698,1270,0.031040034,1.261055022
244,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,3,LB,Outside Thalweg_2,0.193,BF-1,SDC-BF-1-N-3,SDC-BF-1,SDC-BF-1-N-3_S0-0_B_38,38,green,Non-Fiber,Green,0.000948,0.000515,0.00047874,0.685159892,0.000615987,1010,0.005819087,0.236410487,751,-0.01832371,-0.744432406,1270,0.037851882,1.537798142
245,PP,fragment,POLY(PROPYLENE),fragment,SDC,Low Flow,3,LB,Outside Thalweg_2,0.193,BF-1,SDC-BF-1-N-3,SDC-BF-1,SDC-BF-1-N-3_S0-0_B_44,44,pink,Non-Fiber,Red,0.001022,0.000537,0.00051611,0.696674129,0.000656733,1000,0.002111352,0.085777335,999,0.001392973,0.056591936,1000,0.002111352,0.085777335
246,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,3,LB,Outside Thalweg_2,0.193,BF-1,SDC-BF-1-N-3,SDC-BF-1,SDC-BF-1-N-3_S0-0_B_46,46,black,Non-Fiber,Black,0.000654,0.000442,0.00033027,0.614283878,0.000457042,1010,0.004292486,0.174389666,751,-0.012610612,-0.512327915,1270,0.027921676,1.134366362
247,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,3,LB,Outside Thalweg_2,0.193,BF-1,SDC-BF-1-N-3,SDC-BF-1,SDC-BF-1-N-3_S0-0_B_47,47,blue,Non-Fiber,Blue,0.001132,0.000318,0.00016466,0.274442482,0.000389901,1010,0.002331075,0.094703947,751,-0.009486494,-0.385405232,1270,0.015163129,0.616028316
248,PP,fragment,POLY(PROPYLENE),fragment,SDC,Low Flow,3,LB,Outside Thalweg_2,0.193,BF-1,SDC-BF-1-N-3,SDC-BF-1,SDC-BF-1-N-3_S0-0_B_49,49,gray,Non-Fiber,Black,0.001213,0.000688,0.000612565,0.67054443,0.00079959,1000,0.00241536,0.098128162,999,0.001593543,0.064740443,1000,0.00241536,0.098128162
249,PVC,fragment,POLY(VINYL CHLORIDE),fragment,SDC,Low Flow,3,LB,Outside Thalweg_2,0.193,BF-1,SDC-BF-1-N-3,SDC-BF-1,SDC-BF-1-N-3_S0-0_B_50,50,blue,Non-Fiber,Blue,0.002033,0.000994,0.000507165,0.356769232,0.001008226,1330,0.042773521,1.737748215,1330,0.042773521,1.737748215,1330,0.042773521,1.737748215
250,CA,fragment,CELLULOSE ACETATE,fragment,SDC,Low Flow,1,RB,Outside Thalweg_1,0.23,BF-2,SDC-BF-2-N-1,SDC-BF-2,SDC-BF-2-N-1_S0-0_A_1,1,red,Non-Fiber,Red,0.000833,0.000637,0.000420665,0.577489594,0.000606606,1300,0.03593104,1.337200011,1280,0.034483797,1.283339822,1320,0.037340415,1.38965095
251,polystyrene,foam,POLYSTYRENE,foam,SDC,Low Flow,1,RB,Outside Thalweg_1,0.23,BF-2,SDC-BF-2-N-1,SDC-BF-2,SDC-BF-2-N-1_S0-0_A_3,3,white,Non-Fiber,White,0.003206,0.001369,0.00070053,0.334382281,0.001454112,31,-0.091629636,-3.410064164,18.6,-0.092318844,-3.435713556,43.4,-0.090936476,-3.384267695
252,PVC,fragment,POLY(VINYL CHLORIDE),fragment,SDC,Low Flow,1,RB,Outside Thalweg_1,0.23,BF-2,SDC-BF-2-N-1,SDC-BF-2,SDC-BF-2-N-1_S0-0_A_4,4,pink,Non-Fiber,Red,0.001081,0.000481,0.000245905,0.341021668,0.000503786,1330,0.023898048,0.889383416,1330,0.023898048,0.889383416,1330,0.023898048,0.889383416
253,polystyrene,foam,POLYSTYRENE,foam,SDC,Low Flow,1,RB,Outside Thalweg_1,0.23,BF-2,SDC-BF-2-N-1,SDC-BF-2,SDC-BF-2-N-1_S0-0_A_5,5,white,Non-Fiber,White,0.001086,0.000977,0.00054843,0.532425698,0.000834863,31,-0.061047025,-2.271909862,18.6,-0.061540915,-2.290290328,43.4,-0.060550525,-2.253432242
254,Polyamides (POLYLACTAMS),fragment,POLYAMIDES (POLYLACTAMS),fragment,SDC,Low Flow,1,RB,Outside Thalweg_1,0.23,BF-2,SDC-BF-2-N-1,SDC-BF-2,SDC-BF-2-N-1_S0-0_A_6,6,green,Non-Fiber,Green,0.001342,0.000869,0.00067771,0.627563603,0.000924568,1150,0.035048171,1.304343392,886,-0.016228084,-0.60394007,1400,0.062819552,2.337875725
255,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,1,RB,Outside Thalweg_1,0.23,BF-2,SDC-BF-2-N-1,SDC-BF-2,SDC-BF-2-N-1_S0-0_B_5,5,gray,Non-Fiber,Black,0.001853,0.000762,0.000390265,0.328431201,0.000819842,1010,0.004705144,0.175105404,751,-0.022647598,-0.842846989,1270,0.030605928,1.139022084
256,Polyamides (POLYLACTAMS),fragment,POLYAMIDES (POLYLACTAMS),fragment,SDC,Low Flow,1,RB,Outside Thalweg_1,0.23,BF-2,SDC-BF-2-N-1,SDC-BF-2,SDC-BF-2-N-1_S0-0_C_19,19,green,Non-Fiber,Green,0.001674,0.000324,0.00017037,0.231335824,0.000452097,1150,0.010865517,0.404368207,886,-0.006194863,-0.230546373,1400,0.019475109,0.724780468
257,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.32,BF-2,SDC-BF-2-N-2,SDC-BF-2,SDC-BF-2-N-2_S0-0_A_1,1,white,Non-Fiber,White,0.002179,0.000908,0.000464895,0.330509035,0.000972522,1010,0.005414418,0.170831239,751,-0.026863086,-0.847561892,1270,0.035219596,1.11121958
258,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.32,BF-2,SDC-BF-2-N-2,SDC-BF-2,SDC-BF-2-N-2_S0-0_A_4,4,green,Non-Fiber,Green,0.00201,0.00098,0.00050005,0.35628896,0.000994974,1010,0.005768371,0.181998889,751,-0.027657037,-0.872611972,1270,0.037521986,1.183862686
259,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.32,BF-2,SDC-BF-2-N-2,SDC-BF-2,SDC-BF-2-N-2_S0-0_A_5,5,black,Non-Fiber,Black,0.00104,0.000677,0.0005252,0.625912628,0.000717765,1010,0.006228971,0.196531358,751,-0.021353887,-0.673740192,1270,0.040518087,1.278393196
260,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.32,BF-2,SDC-BF-2-N-2,SDC-BF-2,SDC-BF-2-N-2_S0-0_A_8,8,green,Non-Fiber,Green,0.001381,0.000659,0.000336405,0.352632954,0.00067398,1010,0.004197917,0.132449192,751,-0.01853304,-0.584739147,1270,0.027306522,0.861552822
261,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.32,BF-2,SDC-BF-2-N-2,SDC-BF-2,SDC-BF-2-N-2_S0-0_A_9,9,orange,Non-Fiber,Yellow,0.001613,0.000442,0.000229065,0.271287896,0.000546603,1010,0.003033318,0.095704755,751,-0.014348329,-0.452706617,1270,0.019731068,0.622538353
262,CA,fragment,CELLULOSE ACETATE,fragment,SDC,Low Flow,2,C,Inside Thalweg,0.32,BF-2,SDC-BF-2-N-2,SDC-BF-2,SDC-BF-2-N-2_S0-0_A_10,10,pink,Non-Fiber,Red,0.000517,0.000399,0.000261085,0.574844264,0.000377643,1300,0.024525241,0.773800138,1280,0.023537405,0.742632758,1320,0.02548723,0.804152026
263,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.32,BF-2,SDC-BF-2-N-2,SDC-BF-2,SDC-BF-2-N-2_S0-0_A_11,11,blue,Non-Fiber,Blue,0.000677,0.00041,0.000341885,0.648923922,0.000456125,1010,0.004429003,0.139740231,751,-0.012692135,-0.400451768,1270,0.028809687,0.908979424
264,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.32,BF-2,SDC-BF-2-N-2,SDC-BF-2,SDC-BF-2-N-2_S0-0_A_12,12,green,Non-Fiber,Green,0.000933,0.000519,0.000471165,0.677093307,0.000611046,1010,0.005740776,0.181128234,751,-0.018115422,-0.571562809,1270,0.037342486,1.178199267
265,PP,fragment,POLY(PROPYLENE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.32,BF-2,SDC-BF-2-N-2,SDC-BF-2,SDC-BF-2-N-2_S0-0_A_13,13,green,Non-Fiber,Green,0.003146,0.000753,0.00039223,0.254837867,0.000975809,1000,0.001585192,0.050014661,999,0.001045837,0.03299737,1000,0.001585192,0.050014661
267,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.32,BF-2,SDC-BF-2-N-2,SDC-BF-2,SDC-BF-2-N-2_S0-0_A_16,16,Black,Non-Fiber,Black,0.001449,0.000696,0.000355245,0.353744064,0.000710235,1010,0.004385886,0.13837984,751,-0.0196176,-0.618958305,1270,0.02852922,0.900130379
268,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.32,BF-2,SDC-BF-2-N-2,SDC-BF-2,SDC-BF-2-N-2_S0-0_B_11,11,black,Non-Fiber,Black,0.003933,0.001428,0.000733665,0.309579165,0.001603184,1010,0.007765546,0.245012095,751,-0.041919669,-1.322614766,1270,0.050513167,1.593749709
269,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.32,BF-2,SDC-BF-2-N-2,SDC-BF-2,SDC-BF-2-N-2_S0-0_B_15,15,white,Non-Fiber,White,0.001194,0.000567,0.00028947,0.351811368,0.00058085,1010,0.003721852,0.117428814,751,-0.015697788,-0.495283645,1270,0.024209831,0.763848569
270,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.32,BF-2,SDC-BF-2-N-2,SDC-BF-2,SDC-BF-2-N-2_S0-0_C_4,4,green,Non-Fiber,Green,0.000699,0.000593,0.000352995,0.548280272,0.000526947,1010,0.004493009,0.141759722,751,-0.014734049,-0.464876553,1270,0.029226037,0.922115765
271,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.32,BF-2,SDC-BF-2-N-2,SDC-BF-2,SDC-BF-2-N-2_S0-0_C_7,7,purple,Non-Fiber,Blue,0.000763,0.000466,0.000385315,0.646190678,0.000515516,1010,0.004872282,0.153726219,751,-0.014726649,-0.464643066,1270,0.031693122,0.999955196
272,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.32,BF-2,SDC-BF-2-N-2,SDC-BF-2,SDC-BF-2-N-2_S0-0_C_10,10,black,Non-Fiber,Black,0.000687,0.000516,0.000346935,0.582699836,0.0004973,1010,0.004449219,0.140378087,751,-0.013870515,-0.437631019,1270,0.028941191,0.913128535
273,EVA,fragment,ETHYLENE-VINYL ACETATE,fragment,SDC,Low Flow,2,C,Inside Thalweg,0.32,BF-2,SDC-BF-2-N-2,SDC-BF-2,SDC-BF-2-N-2_S0-0_C_29,29,clear,Non-Fiber,Transparent,0.001157,0.000693,0.000584285,0.652516413,0.000776659,939,-0.008435035,-0.266135246,934,-0.008957906,-0.282632461,944,-0.00789804,-0.249192425
274,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.32,BF-2,SDC-BF-2-N-2,SDC-BF-2,SDC-BF-2-N-2_S0-0_D_1,1,pink,Non-Fiber,Red,0.001756,0.000241,0.00012928,0.198728688,0.000379627,1010,0.00188003,0.059317151,751,-0.009000462,-0.283975135,1270,0.012229181,0.385844998
275,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.32,BF-2,SDC-BF-2-N-2,SDC-BF-2,SDC-BF-2-N-2_S0-0_E_3,3,black,Non-Fiber,Black,0.002053,0.000302,0.000161265,0.204805764,0.000464136,1010,0.002248246,0.07093481,751,-0.011619014,-0.366593536,1270,0.014624347,0.461415314
276,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.32,BF-2,SDC-BF-2-N-2,SDC-BF-2,SDC-BF-2-N-2_S0-0_E_4,4,black,Non-Fiber,Black,0.003888,0.001809,0.00092394,0.348386532,0.001866106,1010,0.009412567,0.296977541,751,-0.048067589,-1.516588842,1270,0.061226676,1.93177349
277,CA,fragment,CELLULOSE ACETATE,fragment,SDC,Low Flow,3,LB,Outside Thalweg_2,0.25,BF-2,SDC-BF-2-N-3,SDC-BF-2,SDC-BF-2-N-3_S0-0_A_2,2,pink,Non-Fiber,Red,0.000605,0.000344,0.000305525,0.669714719,0.000399135,1300,0.028096213,1.002924628,1280,0.026964545,0.962528494,1320,0.029198272,1.042263798
278,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,3,LB,Outside Thalweg_2,0.25,BF-2,SDC-BF-2-N-3,SDC-BF-2,SDC-BF-2-N-3_S0-0_A_3,3,pink,Non-Fiber,Red,0.00097,0.00061,0.00048985,0.636813597,0.000661792,1010,0.00589803,0.210536532,751,-0.019595051,-0.699466469,1270,0.038365385,1.369493764
279,polystyrene,foam,POLYSTYRENE,foam,SDC,Low Flow,3,LB,Outside Thalweg_2,0.25,BF-2,SDC-BF-2-N-3,SDC-BF-2,SDC-BF-2-N-3_S0-0_A_4,4,white,Non-Fiber,White,0.001053,0.000953,0.000531765,0.530834467,0.000811111,31,-0.059454625,-2.122296931,18.6,-0.059937436,-2.139531396,43.4,-0.058969273,-2.104971788
280,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,3,LB,Outside Thalweg_2,0.25,BF-2,SDC-BF-2-N-3,SDC-BF-2,SDC-BF-2-N-3_S0-0_A_5,5,red,Non-Fiber,Red,0.000595,0.000425,0.000300475,0.597524058,0.00042355,1010,0.003972458,0.141801183,751,-0.011413157,-0.407404939,1270,0.025839966,0.922385461
281,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,3,LB,Outside Thalweg_2,0.25,BF-2,SDC-BF-2-N-3,SDC-BF-2,SDC-BF-2-N-3_S0-0_C_7,7,green,Non-Fiber,Green,0.001123,0.000328,0.000169615,0.279471455,0.000396801,1010,0.002389917,0.085310677,751,-0.009715327,-0.346799074,1270,0.015545886,0.554927163
282,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,3,LB,Outside Thalweg_2,0.25,BF-2,SDC-BF-2-N-3,SDC-BF-2,SDC-BF-2-N-3_S0-0_D_11,11,white,Non-Fiber,White,0.001827,0.000785,0.000401635,0.335372501,0.000832045,1010,0.00482121,0.172098291,751,-0.023033767,-0.822215138,1270,0.03136091,1.119461474
283,polystyrene,foam,POLYSTYRENE,foam,SDC,Low Flow,1,RB,Outside Thalweg_1,0.24,BF-3,SDC-BF-3-N-1,SDC-BF-3,SDC-BF-3-N-1_S0-0_A_1,1,white,Non-Fiber,White,0.004423,0.003516,0.002233615,0.56640283,0.003262807,31,-0.175099047,-6.379235998,18.6,-0.176339933,-6.424444135,43.4,-0.173850687,-6.333755548
284,polystyrene,foam,POLYSTYRENE,foam,SDC,Low Flow,1,RB,Outside Thalweg_1,0.24,BF-3,SDC-BF-3-N-1,SDC-BF-3,SDC-BF-3-N-1_S0-0_A_2,2,white,Non-Fiber,White,0.00483,0.003898,0.00243915,0.5621394,0.00358104,31,-0.185846165,-6.770776682,18.6,-0.187154908,-6.818457001,43.4,-0.1845295,-6.722807754
285,polystyrene,foam,POLYSTYRENE,foam,SDC,Low Flow,1,RB,Outside Thalweg_1,0.24,BF-3,SDC-BF-3-N-1,SDC-BF-3,SDC-BF-3-N-1_S0-0_A_3,3,white,Non-Fiber,White,0.003181,0.002126,0.001606405,0.617719886,0.002214763,31,-0.136721944,-4.98107535,18.6,-0.137722195,-5.017516646,43.4,-0.135715827,-4.944420341
286,CA,fragment,CELLULOSE ACETATE,fragment,SDC,Low Flow,1,RB,Outside Thalweg_1,0.24,BF-3,SDC-BF-3-N-1,SDC-BF-3,SDC-BF-3-N-1_S0-0_A_4,4,green,Non-Fiber,Green,0.001532,0.000716,0.00036566,0.349133531,0.000737479,1300,0.031060788,1.131611508,1280,0.029809711,1.086032082,1320,0.03227913,1.175998351
287,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,1,RB,Outside Thalweg_1,0.24,BF-3,SDC-BF-3-N-1,SDC-BF-3,SDC-BF-3-N-1_S0-0_A_7,7,blue,Non-Fiber,Blue,0.001364,0.000905,0.00068882,0.619975138,0.000947377,1010,0.007733306,0.281741022,751,-0.02844244,-1.03621946,1270,0.050303453,1.832663292
288,CA,fragment,CELLULOSE ACETATE,fragment,SDC,Low Flow,1,RB,Outside Thalweg_1,0.24,BF-3,SDC-BF-3-N-1,SDC-BF-3,SDC-BF-3-N-1_S0-0_A_10,10,orange,Non-Fiber,Yellow,0.000394,0.000308,0.00019897,0.571168346,0.000289031,1300,0.019725685,0.718649249,1280,0.018931167,0.689703255,1320,0.020499414,0.746837873
289,polystyrene,fragment,POLYSTYRENE,fragment,SDC,Low Flow,1,RB,Outside Thalweg_1,0.24,BF-3,SDC-BF-3-N-1,SDC-BF-3,SDC-BF-3-N-1_S0-0_A_11,11,black,Non-Fiber,Black,0.007317,0.000828,0.000450585,0.183060664,0.001397591,1050,0.012237047,0.445822019,1050,0.012237047,0.445822019,1050,0.012237047,0.445822019
290,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,1,RB,Outside Thalweg_1,0.24,BF-3,SDC-BF-3-N-1,SDC-BF-3,SDC-BF-3-N-1_S0-0_A_12,12,blue,Non-Fiber,Blue,0.002748,0.00094,0.00048374,0.300981436,0.00107709,1010,0.005554537,0.20236378,751,-0.029377497,-1.070285582,1270,0.036131042,1.316331816
291,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,1,RB,Outside Thalweg_1,0.24,BF-3,SDC-BF-3-N-1,SDC-BF-3,SDC-BF-3-N-1_S0-0_A_14,14,green,Non-Fiber,Green,0.000742,0.000509,0.00037471,0.609725614,0.000521121,1010,0.004746289,0.172917544,751,-0.014775318,-0.538296691,1270,0.030873564,1.124790536
292,EVA,film,ETHYLENE-VINYL ACETATE,film,SDC,Low Flow,1,RB,Outside Thalweg_1,0.24,BF-3,SDC-BF-3-N-1,SDC-BF-3,SDC-BF-3-N-1_S0-0_A_19,19,black,Non-Fiber,Black,0.001005,0.000649,5.08E-05,0.062842298,0.000321087,939,-0.002047326,-0.074588486,934,-0.002195077,-0.079971381,944,-0.001897157,-0.069117538
293,Polyesters,fragment,POLYESTERS,fragment,SDC,Low Flow,1,RB,Outside Thalweg_1,0.24,BF-3,SDC-BF-3-N-1,SDC-BF-3,SDC-BF-3-N-1_S0-0_A_21,21,blue,Non-Fiber,Blue,0.000563,0.000327,0.000284315,0.662630923,0.000374069,1010,0.003826898,0.139422158,751,-0.009879273,-0.359923232,1270,0.02489313,0.906910428
294,PE,fragment,POLY(ETHYLENE),fragment,SDC,Low Flow,2,C,Inside Thalweg,0.26,BF-3,SDC-BF-3-N-2,SDC-BF-3,SDC-BF-3-N-2_S0-0_A_1,1,blue,Non-Fiber,Blue,0.001057,0.000617,0.000533785,0.660976912,0.000703464,1010,0.006333267,0.221682628,751,-0.021102055,-0.738632794,1270,0.04119651,1.441996665
295,Polyesters,fragment,POLYESTERS,fragment,SDC,Low Flow,2,C,Inside Thalweg,0.26,BF-3,SDC-BF-3-N-2,SDC-BF-3,SDC-BF-3-N-2_S0-0_A_3,3,blue,Non-Fiber,Blue,0.000784,0.000386,0.00019692,0.357963004,0.000390599,1010,0.002737853,0.095832736,751,-0.009700074,-0.339530554,1270,0.017809128,0.623370839
296,Polyesters,fragment,POLYESTERS,fragment,SDC,Low Flow,2,C,Inside Thalweg,0.26,BF-3,SDC-BF-3-N-2,SDC-BF-3,SDC-BF-3-N-2_S0-0_A_6,6,blue,Non-Fiber,Blue,0.000424,0.000296,0.00021412,0.60440556,0.000299529,1010,0.003031587,0.106114281,751,-0.007195371,-0.251858732,1270,0.019719804,0.690250022
297,Polyesters,fragment,POLYESTERS,fragment,SDC,Low Flow,2,C,Inside Thalweg,0.26,BF-3,SDC-BF-3-N-2,SDC-BF-3,SDC-BF-3-N-2_S0-0_A_7,7,blue,Non-Fiber,Blue,0.000585,0.000438,0.000295425,0.583622808,0.000423018,1010,0.003912812,0.136959689,751,-0.011355085,-0.397460738,1270,0.025451977,0.890892611
