Site Code,Loc Code,Event,Field ID,Sample ID,Unique ID,Particle,Color,Morphology,1st Order Morph,Color-Group,Confidence (?),Comment,QA_Color-Morph,Projected SA [mm2],Feret,MinFeret,Length
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_A_1,1,blue,fragment,Non-Fiber,Blues,0,0,done,0.234,0.743,0.515,0
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_A_2,2,blue,fragment,Non-Fiber,Blues,0,"long particle, too thick to be fiber, hard surface",done,0.219,2.472,0.787,0
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_A_4,4,black,fragment,Non-Fiber,Blacks,0,does not retain original shape when pressed,done,0.283,0.709,0.531,0
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_A_6,6,clear,fragment,Non-Fiber,Transparent,0,0,done,0.958,2.158,0.99,0
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_A_8,8,clear,fragment,Non-Fiber,Transparent,0,0,done,0.274,1.212,0.612,0
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_A_9,9,clear,fragment,Non-Fiber,Transparent,0,0,done,0.25,1.339,0.462,0
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_A_11,11,clear,fragment,Non-Fiber,Transparent,0,0,done,0.648,2.372,0.91,0
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_A_12,12,clear,fragment,Non-Fiber,Transparent,0,0,done,0.251,0.885,0.676,0
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_A_14,14,white,fragment,Non-Fiber,Whites,0,"breaks easily, broke into two pieces",done,0.123,0.542,0.347,0
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_A_15,15,clear,fragment,Non-Fiber,Transparent,0,0,done,0.222,1.546,0.595,0
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_A_16,16,black,fragment,Non-Fiber,Blacks,0,does not retain original shape when pressed,done,0.403,1.215,0.504,0
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_A_17,17,white,foam,Non-Fiber,Whites,0,0,0,10.707,4.332,3.4,0
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_B_4,4,black,TRWP,Non-Fiber,Blacks,0,0,0,0.058,0.354,0.246,0
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_B_5,5,black,TRWP,Non-Fiber,Blacks,0,0,0,0.074,0.363,0.314,0
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_B_6,6,black,TRWP,Non-Fiber,Blacks,0,0,0,0.132,0.84,0.395,0
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_B_7,7,black,TRWP,Non-Fiber,Blacks,0,0,0,0.071,0.52,0.266,0
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_B_9,9,black,TRWP,Non-Fiber,Blacks,0,0,0,0.093,0.778,0.45,0
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_B_10,10,gray,fragment,Non-Fiber,Blacks,0,0,0,0.096,0.654,0.246,0
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_B_11,11,black,TRWP,Non-Fiber,Blacks,0,0,0,0.274,1.607,0.573,0
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_B_18,18,black,fragment,Non-Fiber,Blacks,0,0,0,0.093,0.556,0.25,0
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_B_19,19,clear,fragment,Non-Fiber,Transparent,0,0,0,0.064,0.469,0.235,0
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_B_20,20,black,TRWP,Non-Fiber,Blacks,0,0,0,0.235,0.809,0.465,0
SDC,1,BF-4,SDC-BF-4-N-1,SDC-BF-4,SDC-BF-4-N-1_S0-0_B_21,21,gray,film,Non-Fiber,Blacks,0,flat,done,1.078,2.181,0.997,0
SDC,2,BF-4,SDC-BF-4-N-2,SDC-BF-4,SDC-BF-4-N-2_S0-0_A_1,1,black,fragment,Non-Fiber,Blacks,0,"semi-transparent, thin particle, hard surface",done,0.253,1.073,0.349,0
